Co ID,Company,Site (FB/Tw/LI),Job/Career (Yes/No),FB Tab,URL,Start Year,Notes
86,The Everett Clinic,LI,0,,https://www.linkedin.com/company/28556?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1428358388063%2Ctas%3AEVERETT+CLINI,, 
87,OhioHealth,LI,1,,https://www.linkedin.com/company/8390?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358424246%2Ctas%3AOHIOHEALTH,, 
87,OhioHealth,TW,1,,https://twitter.com/OhioHealthJobs,2014, 
87,OhioHealth,FB,0,1,https://www.facebook.com/OhioHealth?fref=ts,, 
88,Morningstar,TW,1,,https://twitter.com/MorningstarJobs,2012, 
88,Morningstar,FB,1,,https://www.facebook.com/MorningstarDevelopmentProgram/,, 
88,Morningstar,LI,1,,https://www.linkedin.com/company/5161?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358586776%2Ctas%3AMORNINGSTAR+,, 
89,Cisco,LI,1,,https://www.linkedin.com/company/1063?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358603497%2Ctas%3ACISCO+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358603497%2Ctas%3ACISCO+,, 
89,Cisco,TW,1,,https://twitter.com/ciscojob,2009, 
89,Cisco,FB,0,1,https://www.facebook.com/WeAreCisco/,, 
90,CarMax,FB,0,,https://www.facebook.com/CarMax?fref=ts,, 
90,CarMax,TW,0,,https://twitter.com/CarMax,2007, 
90,CarMax,LI,0,,https://www.linkedin.com/company/162901?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358714942%2Ctas%3ACARMAX,, 
91,Accenture,LI,1,,https://www.linkedin.com/company/1033?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358730733%2Ctas%3AACCENTURE+,, 
91,Accenture,TW,1,,https://twitter.com/Accenture_Jobs,2016,no longer there 
91,Accenture,FB,1,,https://www.facebook.com/AccentureCareersUS?fref=ts,, 
92,GoDaddy.com,FB,0,1,https://www.facebook.com/GoDaddy?fref=ts,, 
92,GoDaddy.com,TW,1,,https://twitter.com/godaddylife,2009, 
92,GoDaddy.com,LI,1,,https://www.linkedin.com/company/7846?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358956697%2Ctas%3AGODADDY,, 
93,KPMG,LI,1,,https://www.linkedin.com/company/2525300?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358979246%2Ctas%3AKPMG+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358979246%2Ctas%3AKPMG+,, 
93,KPMG,TW,1,,https://twitter.com/KPMGUSCareers,2009, 
93,KPMG,FB,1,,https://www.facebook.com/kpmguscareers?fref=ts,, 
94,Navy Federal Credit Union,FB,0,,https://www.facebook.com/NavyFederal?fref=ts,, 
94,Navy Federal Credit Union,LI,1,,https://www.linkedin.com/company/11568?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428448888685%2Ctas%3ANAVY+FEDERAL+,, 
94,Navy Federal Credit Union,TW,0,,https://twitter.com/NavyFederal,2010, 
95,Meridian Health,LI,0,,https://www.linkedin.com/company/26057?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428448911176%2Ctas%3AMERIDIAN+HEALTH+,, 
95,Meridian Health,TW,1,,https://twitter.com/meridiantalent,2013, 
95,Meridian Health,FB,0,1,https://www.facebook.com/MeridianHealthNJ,, 
96,Schweitzer Engineering Labs,FB,0,,https://www.facebook.com/pages/Schweitzer-Engineering-Laboratories-Inc/148960375131063?fref=ts,, 
96,Schweitzer Engineering Labs,LI,0,,https://www.linkedin.com/company/15544?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428449043684%2Ctas%3ASCHWEITZER+ENG,, 
97,Capital One,TW,1,,https://twitter.com/capitalonejobs,2011, 
97,Capital One,LI,1,,https://www.linkedin.com/company/1419?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428449117745%2Ctas%3ACAPITAL+ONE+,, 
97,Capital One,FB,1,,https://www.facebook.com/capitalonecampuscareers/,, 
98,Darden Restaurants,TW,0,,https://twitter.com/darden,2011, 
99,Intercontinental Hotels Group,LI,1,,https://www.linkedin.com/company/3549?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428449438357%2Ctas%3AINTERCONTIN,, 
99,Intercontinental Hotels Group,TW,1,,https://twitter.com/JoinIHG,2011, 
99,Intercontinental Hotels Group,FB,1,,https://www.facebook.com/ihgcareers,, 
100,Stew Leonard's,FB,0,,https://www.facebook.com/stewleonards?fref=ts,, 
100,Stew Leonard's,TW,0,,https://twitter.com/StewLeonards,2009, 
100,Stew Leonard's,LI,0,,https://www.linkedin.com/company/47807?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1428449833360%2Ctas%3ASTEW+LEONARD%27S,, 
101,Shared Technologies- ARI,FB,0,,https://www.facebook.com/s3arrow?fref=ts&ref=br_tf,acquired in 2010 by arrow.  Not sure we can use this data point, 
101,Shared Technologies- ARI,LI,0,,https://www.linkedin.com/company/2863686?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1428945935612%2Ctas%3AARROW+SYSTEMS+INTEGRATION,, 
102,Johnson Financial Group,TW,1,,https://twitter.com/jfgcareers,2014, 
102,Johnson Financial Group,LI,0,,https://www.linkedin.com/company/johnson-bank,, 
103,Four Seasons Hotels,FB,1,,https://www.facebook.com/FourSeasonsJobs/,, 
103,Four Seasons Hotels,TW,1,,https://twitter.com/fourseasonsjobs?lang=en,2009, 
103,Four Seasons Hotels,LI,1,,https://www.linkedin.com/company/163883?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946078396%2Ctas%3AFOUR+SEASONS+HOTEL,, 
104,S.C. Johnson & Son,FB,0,,https://www.facebook.com/pages/S-C-Johnson-Son/108206642534121?fref=ts,, 
104,S.C. Johnson & Son,TW,0,,https://twitter.com/scjohnson,2011, 
105,Arkansas Children's Hospital,LI,0,,https://www.linkedin.com/company/24494?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-3-9%2CtarId%3A1428946173975%2Ctas%3Aarkansas,, 
105,Arkansas Children's Hospital,TW,0,,https://twitter.com/archildrens,2008, 
105,Arkansas Children's Hospital,FB,0,1,https://www.facebook.com/ArkansasChildrensHospital?fref=ts,, 
106,Gilbane,FB,0,,https://www.facebook.com/pages/Gilbane-Building-Company/258541740902855?fref=ts,, 
106,Gilbane,TW,1,,https://twitter.com/gilbanecareers,2013, 
106,Gilbane,LI,0,,https://www.linkedin.com/company/10590?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946276134%2Ctas%3AGILBANE+,, 
107,Brocade Communications Systems,LI,1,,https://www.linkedin.com/company/2543?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946291287%2Ctas%3ABROCADE+,, 
107,Brocade Communications Systems,TW,0,,https://twitter.com/brocade,2009, 
107,Brocade Communications Systems,FB,0,1,https://www.facebook.com/brocade?fref=ts,, 
108,CH2M Hill,FB,1,,https://www.facebook.com/ch2mcareers,, 
108,CH2M Hill,TW,1,,https://twitter.com/CH2Mcareers,2009, 
108,CH2M Hill,LI,1,,https://www.linkedin.com/company/3739?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946378053%2Ctas%3ACH2M+HILL,, 
109,J. M. Smucker,LI,1,,https://www.linkedin.com/company/11007?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-3%2CtarId%3A1428946403934%2Ctas%3AJ.M.+SMUCKER,, 
109,J. M. Smucker,FB,0,,https://www.facebook.com/smuckers?fref=ts&rf=110720075616519,, 
109,J. M. Smucker,TW,0,,https://twitter.com/smuckers,2011, 
110,Aéropostale,FB,1,,https://www.facebook.com/148781758530620,, 
110,Aéropostale,TW,1,,https://twitter.com/aerocareers1987,2013, 
110,Aéropostale,LI,0,,https://www.linkedin.com/company/14191?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946509462%2Ctas%3AAEROPOSTALE+,, 
111,MITRE,LI,1,,https://www.linkedin.com/company/3848,, 
111,MITRE,TW,1,,https://twitter.com/mitrecareers,2014, 
111,MITRE,FB,0,,https://www.facebook.com/MITREcorp,, 
112,Grainger,FB,1,,https://www.facebook.com/graingercareers?fref=ts,, 
112,Grainger,TW,1,,https://twitter.com/GraingerCareers,2011, 
112,Grainger,LI,1,,https://www.linkedin.com/company/3863?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946666295%2Ctas%3AGRAINGER+,, 
113,Colgate-Palmolive,FB,1,,https://www.facebook.com/ColgatePalmoliveJobs/?fref=photo,, 
113,Colgate-Palmolive,TW,0,,https://twitter.com/Colgate,2009, 
113,Colgate-Palmolive,LI,1,,https://www.linkedin.com/company/2748?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946742747%2Ctas%3ACOLGATE-PALMOLIVE+,, 
114,Winchester Hospital,LI,0,,https://www.linkedin.com/company/20851?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946789855%2Ctas%3AWINCHESTER+HOSPITAL+,, 
114,Winchester Hospital,TW,0,,https://twitter.com/WinchesterHosp,2015, 
114,Winchester Hospital,FB,0,,https://www.facebook.com/WinchesterHospital?fref=ts,, 
115,Monsanto,FB,1,,https://www.facebook.com/MonsantoJobs/,, 
115,Monsanto,TW,1,,https://twitter.com/monsantojobs,2010, 
115,Monsanto,LI,1,,https://www.linkedin.com/company/3422?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946901664%2Ctas%3AMONSANTO+,, 
116,FedEx,LI,1,,https://www.linkedin.com/company/1669?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428946915569%2Ctas%3AFEDEX+,, 
116,FedEx,TW,1,,https://twitter.com/FedExOfficeJobs,2014, 
116,FedEx,FB,0,,https://www.facebook.com/FedEx?fref=ts,, 
116,FedEx,FB,0,1,https://www.facebook.com/FedExOffice,, 
117,Orrick Herrington & Sutcliffe,LI,0,,https://www.linkedin.com/company/5833?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-2%2CtarId%3A1428947064693%2Ctas%3AORRICK+HERRINGTON+,, 
117,Orrick Herrington & Sutcliffe,TW,1,,https://twitter.com/orrickcareers,2013, 
118,LifeBridge Health,FB,0,,https://www.facebook.com/LifeBridgeHealth?fref=ts,, 
118,LifeBridge Health,TW,1,,https://twitter.com/LBHealthJobs,2013, 
118,LifeBridge Health,LI,1,,https://www.linkedin.com/company/28779?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428947275377%2Ctas%3ALIFEBRIDGE+HEALTH+,, 
119,Herman Miller,LI,1,,https://www.linkedin.com/company/164178?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428947292637%2Ctas%3AHERMAN+MILLER,, 
119,Herman Miller,TW,0,,https://twitter.com/hermanmiller,2008, 
119,Herman Miller,FB,0,1,https://www.facebook.com/HermanMiller?fref=ts,, 
120,Texas Instruments,FB,0,,https://www.facebook.com/texasinstruments?fref=ts,, 
120,Texas Instruments,TW,0,,https://twitter.com/TXInstruments,2008, 
120,Texas Instruments,LI,1,,https://www.linkedin.com/company/1397?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428947810671%2Ctas%3ATEXAS+INSTRUMENTS+,, 
121,Vanderbilt University,LI,0,,https://www.linkedin.com/company/4564?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A4-1-9%2CtarId%3A1428947856236%2Ctas%3AVANDERBILT+,, 
121,Vanderbilt University,TW,0,,https://twitter.com/vanderbiltu?lang=en,2008, 
121,Vanderbilt University,TW,1,,https://twitter.com/vumccareers,2015,not sure this should count. Just part of the Univ. 
121,Vanderbilt University,FB,0,,https://www.facebook.com/vanderbilt/,, 
122,Sherwin-Williams,FB,1,,https://www.facebook.com/SherwinWilliamsManagementandSalesTrainingProgram/,, 
122,Sherwin-Williams,TW,0,,https://twitter.com/SherwinWilliams,2010, 
122,Sherwin-Williams,LI,0,,https://www.linkedin.com/company/165944?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428947979921%2Ctas%3ASHERWIN-WILLIAMS,, 
123,SRA International,LI,1,,https://www.linkedin.com/company/3916?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-3%2CtarId%3A1428948001730%2Ctas%3ASRA+INTERNATIONAL+,, 
123,SRA International,TW,1,,https://twitter.com/sracareers,2009, 
123,SRA International,FB,0,,https://www.facebook.com/SRAIntl/,, 
124,David Weekley Homes,LI,0,,https://www.linkedin.com/company/17033,, 
124,David Weekley Homes,TW,0,,https://twitter.com/DavidWeekley,2009, 
124,David Weekley Homes,FB,0,0,https://www.facebook.com/DavidWeekleyHomes,, 
125,Hilcorp,LI,0,,https://www.linkedin.com/company/23482,, 
126,"ARI, Automotive Resources International",LI,0,,https://www.linkedin.com/company/15865,, 
126,"ARI, Automotive Resources International",FB,0,0,https://www.facebook.com/ARIFleet,, 
127,WellStar Health System,LI,1,,https://www.linkedin.com/company/wellstar-health-system,, 
127,WellStar Health System,TW,1,,https://twitter.com/wellstarcareers,2013, 
127,WellStar Health System,FB,0,0,https://www.facebook.com/wellstarhealthsystem,, 
128,TEKsystems,LI,1,,https://www.linkedin.com/company/teksystems,, 
128,TEKsystems,TW,1,,https://twitter.com/TEKcareers,2015, 
128,,FB,0,0,https://www.facebook.com/teksystems,,sort of has a tab 
129,Credit Acceptance,LI,1,,https://www.linkedin.com/company/credit-acceptance,, 
129,Credit Acceptance,FB,0,0,https://www.facebook.com/168678439842388,, 
130,Roche Diagnostics,LI,1,,https://www.linkedin.com/company/roche,, 
130,Roche Diagnostics,TW,0,,https://twitter.com/RocheDiaUSA,2012, 
130,Roche Diagnostics,FB,1,0,https://www.facebook.com/RocheCareers?nr,, 
131,Kimley-Horn and Associates,LI,1,,https://www.linkedin.com/company/kimley-horn-and-associates-inc-,, 
131,Kimley-Horn and Associates,TW,1,,https://twitter.com/kh_recruiting,2014, 
131,Kimley-Horn and Associates,FB,0,0,https://www.facebook.com/KimleyHorn,, 
132,Mars,LI,1,,https://www.linkedin.com/company/1544,, 
132,Mars,TW,0,,https://twitter.com/MarsGlobal,2011, 
132,Mars,FB,0,0,https://www.facebook.com/Mars?fref=ts,, 
133,Discovery Communications,LI,0,,https://www.linkedin.com/company/2928,, 
133,Discovery Communications,TW,1,,https://twitter.com/joindiscovery,2010, 
133,Discovery Communications,FB,0,0,https://www.facebook.com/DiscoveryComm?fref=ts,, 
134,Arnold & Porter,LI,0,,https://www.linkedin.com/company/162519,, 
134,Arnold & Porter,TW,0,,https://twitter.com/arnoldporter,2013, 
134,Arnold & Porter,FB,0,0,https://www.facebook.com/117157202106,, 
135,Sheetz,LI,1,,https://www.linkedin.com/company/sheetz,, 
135,Sheetz,TW,1,,https://twitter.com/sheetzjobz,2012, 
135,Sheetz,FB,0,1,https://www.facebook.com/sheetz?fref=ts,, 
136,The Cheesecake Factory,LI,1,,https://www.linkedin.com/company/the-cheesecake-factory,, 
136,The Cheesecake Factory,TW,1,,https://twitter.com/CakeJobs,2014, 
136,The Cheesecake Factory,TW,1,,https://twitter.com/cakecareers,2009, 
136,The Cheesecake Factory,FB,1,0,https://www.facebook.com/cheesecakefactorycareers?fref=ts,, 
137,Hyland Software,LI,1,,https://www.linkedin.com/company/hyland-software,, 
137,Hyland Software,TW,1,,https://twitter.com/hylandcareers,2011, 
137,Hyland Software,FB,0,1,https://www.facebook.com/OnBase,, 
138,Hyatt Hotels,LI,0,,https://www.linkedin.com/company/3663581,, 
138,Hyatt Hotels,TW,1,,https://twitter.com/hyattcareers,2008, 
138,Hyatt Hotels,FB,1,0,https://www.facebook.com/hyattcareers?fref=ts,, 
139,Kiewit Corporation,LI,1,,https://www.linkedin.com/company/kiewit,, 
139,Kiewit Corporation,TW,0,,https://twitter.com/kiewit,2011, 
139,Kiewit Corporation,FB,0,1,https://www.facebook.com/kiewit,, 
140,Cooley,LI,0,,https://www.linkedin.com/company/6027,, 
140,Cooley,TW,1,,https://twitter.com/cooleycareers,2012, 
140,Cooley,FB,0,0,https://www.facebook.com/CooleyLLP?fref=ts,, 
141,Rothstein Kass,LI,0,,https://www.linkedin.com/company/15176,, 
142,Acuity ,TW,0,,https://twitter.com/acuityinsurance,2009, 
142,Acuity ,FB,0,0,https://www.facebook.com/AcuityInsuranceCompany,, 
142,Acuity ,LI,0,,https://www.linkedin.com/company/acuity-a-mutual-insurance-company,, 
143,Riot Games,TW,1,,https://twitter.com/riotcareers,2011, 
143,Riot Games,LI,1,,http://us.linkedin.com/company/riot-games,, 
143,Riot Games,FB,0,0,https://www.facebook.com/RiotGames,, 
144,Twitter,TW,1,,https://twitter.com/JoinTheFlock,2010, 
144,Twitter,TW,1,,https://twitter.com/TwitterU,2010, 
144,Twitter,FB,0,0,https://www.facebook.com/twitterinc,, 
144,Twitter,LI,1,,https://www.linkedin.com/company/96622,, 
145,Workday,TW,0,,https://twitter.com/workday,2009, 
145,Workday,FB,0,0,https://www.facebook.com/workday,, 
145,Workday,LI,1,,https://www.linkedin.com/company/workday,, 
146,O.C. Tanner,LI,0,,https://www.linkedin.com/company/o-c--tanner,, 
146,O.C. Tanner,TW,0,,https://twitter.com/octanner,2008,
146,O.C. Tanner,FB,0,0,https://www.facebook.com/octannercompany,,
147,L.L.Bean,FB,0,1,https://www.facebook.com/llbean,, 
147,L.L.Bean,TW,1,,https://twitter.com/llbeanjobs,2014,
147,L.L.Bean,LI,0,,https://www.linkedin.com/company/l.l.bean,,
149,CustomInk,LI,1,,https://www.linkedin.com/company/customink,, 
149,CustomInk,TW,0,,https://twitter.com/customink,2008,
149,CustomInk,FB,0,1,https://www.facebook.com/customink,,
150,Vmware,TW,1,,https://twitter.com/vmwarecareers?lang=en,2010, 
150,Vmware,TW,1,,https://twitter.com/vmwarejobs?lang=en,2013,they have two.  Both say they are official
150,Vmware,FB,1,,https://www.facebook.com/vmwarecareers,,
150,Vmware,LI,1,,https://www.linkedin.com/company/vmware,,
151,Texas Health Resources,FB,0,0,https://www.facebook.com/texashealth,, 
151,Texas Health Resources,TW,1,,https://twitter.com/txhealthcareers,2011,
151,Texas Health Resources,LI,1,,https://www.linkedin.com/company/texas-health-resources,,
152,Cadence ,LI,1,,https://www.linkedin.com/company/cadence-design-systems,, 
152,Cadence ,TW,0,,https://twitter.com/cadence?lang=en,2009,
152,Cadence ,FB,0,1,https://www.facebook.com/CadenceDesign,,
153,Hilti,TW,0,,https://twitter.com/hiltinamerica,2011, 
154,Hilti,LI,1,,https://www.linkedin.com/company/hilti,,
155,Hilti,FB,0,0,https://www.facebook.com/HiltiNorthAmerica,,
154,Ryan,FB,0,0,https://www.facebook.com/RyanTax,, 
154,Ryan,LI,1,,https://www.linkedin.com/company/ryan,,
154,Ryan,TW,1,,https://twitter.com/ryancareers,2012,
155,Arthrex,FB,0,1,https://www.facebook.com/Arthrex,, 
156,Arthrex,TW,0,,https://twitter.com/arthrex,2011,
157,Arthrex,LI,1,,https://www.linkedin.com/company/arthrex,,
156,Nationwide Mutual Insurance,LI,1,,https://www.linkedin.com/company/nationwide-insurance,, 
156,Nationwide Mutual Insurance,TW,1,,https://twitter.com/nationwide_jobs,2010,
156,Nationwide Mutual Insurance,FB,1,,https://www.facebook.com/careersatnationwide,,
157,Activision Blizzard,LI,1,,https://www.linkedin.com/company/activision,, 
157,Activision Blizzard,TW,1,,https://twitter.com/blizzardcareers,2010,
157,Activision Blizzard,FB,1,,https://www.facebook.com/activisioncareers,,
158,Regeneron Pharmaceuticals,LI,1,,https://www.linkedin.com/company/regeneron-pharmaceuticals,,
158,Regeneron Pharmaceuticals,TW,0,,https://twitter.com/regeneron?lang=en,2009, 
159,Protiviti,TW,1,,https://twitter.com/protiviticareer,2009, 
159,Protiviti,FB,0,0,https://www.facebook.com/Protiviti/,,
159,Protiviti,LI,1,,https://www.linkedin.com/company/protiviti,,
160,Alcon Laboratories,LI,1,,https://www.linkedin.com/company/alcon,, 
160,Alcon Laboratories,FB,1,,https://www.facebook.com/AlconCareers,,
162,King's Daughter Medical Center,TW,0,,https://twitter.com/kdmedctr,2009, 
162,King's Daughter Medical Center,FB,0,1,https://www.facebook.com/kdmedctr,,
162,King's Daughter Medical Center,LI,0,,https://www.linkedin.com/company/king's-daughters-medical-center,,
163,Paychex,FB,1,,https://www.facebook.com/PaychexCareers,, 
163,Paychex,TW,1,,https://twitter.com/paychexcareers,2009,
163,Paychex,LI,1,,https://www.linkedin.com/company/paychex,,
164,Indiana Regional Medical Center,LI,0,,https://www.linkedin.com/company/indiana-regional-medical-center,, 
164,Indiana Regional Medical Center,TW,0,,https://twitter.com/IndianaRegional,2010,
164,Indiana Regional Medical Center,FB,0,0,https://www.facebook.com/304507732896,,
165,McCormick and Company,LI,1,,https://www.linkedin.com/company/mccormick,, 
165,McCormick and Company,FB,0,0,https://www.facebook.com/McCormickSpice,,
165,McCormick and Company,TW,1,,https://twitter.com/mccormickspices,2012,
166,Principal Financial Group,TW,0,,https://twitter.com/principal,2010, 
166,Principal Financial Group,FB,0,0,https://www.facebook.com/PrincipalFinancial,,
166,Principal Financial Group,LI,0,,https://www.linkedin.com/company/principal-financial-group,,
167,Erickson Retirement Communities,LI,1,,https://www.linkedin.com/company/erickson-living,, 
167,Erickson Retirement Communities,TW,0,,https://twitter.com/ericksonliving,2009,
167,Erickson Retirement Communities,FB,0,1,https://www.facebook.com/ericksonliving,,
168,Griffin Hospital,FB,0,0,https://www.facebook.com/griffin.hospital,, 
168,Griffin Hospital,LI,0,,https://www.linkedin.com/company/griffin-hospital,,
168,Griffin Hospital,TW,0,,https://twitter.com/griffinhospital,2011,
169,Milliken,TW,0,,https://twitter.com/millikenandco,2012, 
169,Milliken,LI,1,,https://www.linkedin.com/company/milliken-&-company,,
169,Milliken,FB,0,0,https://www.facebook.com/millikenandcompany,,
171,Lehigh Valley Hospital & Health network,TW,0,,https://twitter.com/lvhn,2009, 
171,Lehigh Valley Hospital & Health network,FB,0,0,https://www.facebook.com/lvhealthnetwork,,
171,Lehigh Valley Hospital & Health network,LI,0,,https://www.linkedin.com/company/lehigh-valley-hospital,,
172,Northwest Community Hospital,LI,0,,https://www.linkedin.com/company/northwest-community-healthcare,, 
172,Northwest Community Hospital,TW,0,,https://twitter.com/nchonline/,2009,
172,Northwest Community Hospital,FB,0,1,https://www.facebook.com/NCHonline,,
173,eBay,TW,1,,https://twitter.com/eBayIncCareers,2009, 
173,eBay,FB,1,,https://www.facebook.com/ebaycareers,,
173,eBay,LI,1,,https://www.linkedin.com/company/ebay,,
174,Juniper Networks,LI,1,,https://www.linkedin.com/company/juniper-networks,, 
174,Juniper Networks,FB,1,,https://www.facebook.com/JuniperUTP,,
174,Juniper Networks,TW,1,,https://twitter.com/junipercareers,2012,
175,Valero Energy,FB,0,1,https://www.facebook.com/valeroenergy,, 
175,Valero Energy,LI,1,,https://www.linkedin.com/company/valero-energy-corporation,, 
175,Valero Energy,TW,0,,https://twitter.com/valeroenergy_?lang=en,, 
176,T-Mobile,TW,1,,https://twitter.com/tmobilecareers,2009, 
176,T-Mobile,FB,1,,https://www.facebook.com/tmobilecareers,,
176,T-Mobile,LI,1,,https://www.linkedin.com/company/t-mobile/,,
177,American Century Investments,LI,0,,https://www.linkedin.com/company/american-century-investments,, 
177,American Century Investments,TW,0,,https://twitter.com/americancentury,2009,
177,American Century Investments,FB,0,0,https://www.facebook.com/americancentury,,
178,Station Casinos,LI,0,,https://www.linkedin.com/company/station-casinos,, 
178,Station Casinos,TW,0,,https://twitter.com/stationcasinos,2008,
179,Vision Service Plan,TW,1,,https://twitter.com/VSPCareers/,2015, 
179,Vision Service Plan,FB,1,,https://www.facebook.com/vspglobalcareers,,
179,Vision Service Plan,LI,1,,https://www.linkedin.com/company/vsp-global,,
180,Russell Investments,FB,0,0,https://www.facebook.com/RussellInvestments,, 
180,Russell Investments,TW,0,,https://twitter.com/russell_invest,2009,
180,Russell Investments,LI,1,,https://www.linkedin.com/company/russell-investments,,
181,Nixon Peabody,LI,0,,https://www.linkedin.com/company/nixon-peabody,, 
181,Nixon Peabody,TW,0,,https://twitter.com/nixonpeabodyllp,2009, 
182,David Evans & Associates,FB,0,0,https://www.facebook.com/153018394822270,, 
182,David Evans & Associates,TW,0,,https://twitter.com/dea_inc,2008,
182,David Evans & Associates,LI,0,,https://www.linkedin.com/company/david-evans-and-associates-inc.,,
183,Granite Constructions,LI,1,,https://www.linkedin.com/company/granite-construction,, 
183,Granite Constructions,FB,0,1,https://www.facebook.com/graniteconstruction/,,
183,Granite Constructions,TW,0,,https://twitter.com/granite,2014,
184,Healthways,TW,0,,https://twitter.com/healthways,2009, 
184,Healthways,FB,0,0,https://www.facebook.com/healthways,,
184,Healthways,LI,1,,https://www.linkedin.com/company/healthways,,
185,Nike,LI,1,,https://www.linkedin.com/company/nike,, 
185,Nike,TW,1,,https://twitter.com/nikecareers,2013,
185,Nike,FB,0,0,https://www.facebook.com/nike,,
186,AstraZeneca,FB,1,,https://www.facebook.com/astrazenecacareers,,
186,AstraZeneca,TW,1,,https://twitter.com/AstraZenecaJobs,2009,
186,AstraZeneca,LI,1,,https://www.linkedin.com/company/astrazeneca,,
187,Yahoo,LI,1,,https://www.linkedin.com/company/yahoo,,
187,Yahoo,TW,1,,https://twitter.com/yahoocareers?lang=en,2009,
187,Yahoo,FB,1,,https://www.facebook.com/yahoo,,
