companyString,date,twitteruserid,id,count(*),favoriteCount,retweetCount,isReply,isRetweet,isStatusQuote,hasPlace,hasCoords,possiblySensitive,hasExtendedMediaEntities,hasHashtagEntities,hasMediaEntities,hasMentionEntities,hasUrlEntities
Scottrade,2015-07,29,16004376,209,445,303,80,0,0,0,0,0,17,37,17,113,129
Scottrade,2015-08,29,16004376,349,450,232,225,1,0,0,0,0,13,28,13,250,138
Scottrade,2015-09,29,16004376,212,416,313,96,0,0,0,0,0,13,30,13,129,127
Scottrade,2015-10,29,16004376,186,169,92,116,0,0,0,0,0,3,30,3,127,109
Scottrade,2015-11,29,16004376,288,300,175,161,1,0,0,0,0,6,30,6,186,127
Scottrade,2015-12,29,16004376,222,356,164,82,0,0,0,0,0,12,24,12,113,148
Scottrade,2016-01,29,16004376,220,309,137,96,0,0,0,0,0,5,27,5,122,138
Scottrade,2016-02,29,16004376,233,308,138,100,2,0,0,0,0,10,54,10,135,144
Scottrade,2016-03,29,16004376,453,573,156,338,0,0,0,0,0,12,23,12,364,128
Scottrade,2016-04,29,16004376,213,890,245,79,0,0,0,0,0,12,39,12,116,141
Scottrade,2016-05,29,16004376,21,45,15,9,0,0,0,0,0,0,1,0,13,12
Whole Foods Market,2015-03,30,15131310,4,190,85,0,0,0,0,0,0,4,0,4,0,0
Whole Foods Market,2015-05,30,15131310,2,110,66,0,0,0,0,0,0,2,0,2,0,2
Whole Foods Market,2016-02,30,15131310,750,12260,5293,577,10,0,0,0,0,165,107,165,592,225
Whole Foods Market,2016-03,30,15131310,1114,15861,6398,927,4,0,0,0,0,173,149,173,939,248
Whole Foods Market,2016-04,30,15131310,1211,12992,5674,1039,3,4,0,0,0,164,166,164,1064,319
Whole Foods Market,2016-05,30,15131310,125,1043,392,106,1,1,0,0,0,17,18,17,110,31
Goldman Sachs,2014-04,31,253167239,62,2767,2528,1,16,0,0,0,0,9,40,9,44,46
Goldman Sachs,2014-05,31,253167239,133,895,1220,0,26,0,0,0,0,35,61,35,89,91
Goldman Sachs,2014-06,31,253167239,172,1160,2212,0,59,0,0,0,0,44,101,44,136,104
Goldman Sachs,2014-07,31,253167239,95,750,992,1,17,0,0,0,0,29,46,29,69,70
Goldman Sachs,2014-08,31,253167239,62,528,730,0,10,0,0,0,0,23,39,23,50,36
Goldman Sachs,2014-09,31,253167239,105,777,1497,1,22,0,0,0,0,31,84,31,73,72
Goldman Sachs,2014-10,31,253167239,114,1093,1738,1,23,0,0,0,0,44,93,44,100,67
Goldman Sachs,2014-11,31,253167239,97,1270,1384,0,8,0,0,0,0,41,66,41,68,64
Goldman Sachs,2014-12,31,253167239,96,1943,1852,0,8,0,0,0,0,28,70,28,53,76
Goldman Sachs,2015-01,31,253167239,103,1131,1556,0,8,0,0,0,0,26,73,26,74,72
Goldman Sachs,2015-02,31,253167239,98,1323,1870,0,10,0,0,0,0,40,70,40,69,70
Goldman Sachs,2015-03,31,253167239,113,2073,2754,0,19,0,0,0,0,50,82,50,75,76
Goldman Sachs,2015-04,31,253167239,100,4297,3729,1,9,0,0,0,0,48,87,48,75,69
Goldman Sachs,2015-05,31,253167239,90,15452,9510,0,10,0,0,0,0,39,72,39,59,64
Goldman Sachs,2015-06,31,253167239,172,2179,2600,0,20,1,0,0,0,75,133,75,129,123
Goldman Sachs,2015-07,31,253167239,146,3765,3419,0,25,1,0,0,0,75,113,75,105,109
Goldman Sachs,2015-08,31,253167239,118,2209,2217,0,26,2,0,0,0,45,99,45,79,94
Goldman Sachs,2015-09,31,253167239,139,1448,2190,0,26,0,0,0,0,60,117,60,82,111
Goldman Sachs,2015-10,31,253167239,157,3318,3018,0,15,2,0,0,0,73,130,73,89,121
Goldman Sachs,2015-11,31,253167239,228,4781,4473,1,37,4,0,0,0,109,167,109,153,156
Goldman Sachs,2015-12,31,253167239,157,3754,4080,0,19,1,0,0,0,72,120,72,81,127
Goldman Sachs,2016-01,31,253167239,153,2620,3274,0,37,1,0,0,0,59,112,59,93,128
Goldman Sachs,2016-02,31,253167239,170,3270,2956,0,30,2,0,0,0,80,138,80,104,130
Goldman Sachs,2016-03,31,253167239,178,3832,3349,0,33,1,0,0,0,104,146,104,110,122
Goldman Sachs,2016-04,31,253167239,148,11339,6737,1,23,2,0,0,0,67,117,67,79,115
Goldman Sachs,2016-05,31,253167239,17,225,321,0,6,0,0,0,0,9,13,9,13,14
Nugget Market,2010-01,32,71633425,12,0,7,3,0,0,0,0,0,0,1,0,3,0
Nugget Market,2010-02,32,71633425,35,0,4,6,0,0,0,0,0,0,0,0,7,0
Nugget Market,2010-03,32,71633425,48,1,14,6,2,0,0,0,0,0,2,0,8,0
Nugget Market,2010-04,32,71633425,32,1,5,3,1,0,0,0,0,0,1,0,4,0
Nugget Market,2010-05,32,71633425,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Nugget Market,2010-06,32,71633425,24,0,8,0,1,0,0,0,0,0,0,0,2,0
Nugget Market,2010-07,32,71633425,19,0,3,2,0,0,0,0,0,0,1,0,2,0
Nugget Market,2010-08,32,71633425,39,1,11,5,0,0,0,0,0,0,0,0,7,0
Nugget Market,2010-09,32,71633425,53,0,8,4,0,0,0,0,0,0,0,0,15,1
Nugget Market,2010-10,32,71633425,39,0,7,4,0,0,0,0,0,0,1,0,7,0
Nugget Market,2010-11,32,71633425,28,0,4,3,0,0,0,0,0,0,0,0,4,0
Nugget Market,2010-12,32,71633425,33,1,3,2,0,0,0,0,0,0,2,0,9,0
Nugget Market,2011-01,32,71633425,44,0,5,6,0,0,0,0,0,0,2,0,24,1
Nugget Market,2011-02,32,71633425,67,1,32,2,4,0,0,0,0,0,7,0,34,0
Nugget Market,2011-03,32,71633425,77,4,46,20,1,0,0,0,0,0,19,0,47,0
Nugget Market,2011-04,32,71633425,53,2,20,17,1,0,0,0,0,0,4,0,28,0
Nugget Market,2011-05,32,71633425,53,0,14,15,1,0,0,0,0,0,4,0,24,1
Nugget Market,2011-06,32,71633425,45,0,9,7,0,0,0,0,0,0,10,0,20,13
Nugget Market,2011-07,32,71633425,34,1,14,6,0,0,0,0,0,0,6,0,15,12
Nugget Market,2011-08,32,71633425,33,0,10,17,1,0,0,0,0,1,0,1,19,8
Nugget Market,2011-09,32,71633425,61,1,44,21,7,0,0,0,0,4,15,4,43,26
Nugget Market,2011-10,32,71633425,34,1,22,14,1,0,0,0,0,1,2,1,20,17
Nugget Market,2011-11,32,71633425,33,1,15,9,0,0,0,0,0,0,1,0,12,21
Nugget Market,2011-12,32,71633425,53,0,15,22,1,0,0,0,0,0,3,0,30,20
Nugget Market,2012-01,32,71633425,55,2,12,33,1,0,0,0,0,1,3,1,34,15
Nugget Market,2012-02,32,71633425,42,1,10,24,1,0,0,0,0,0,4,0,29,15
Nugget Market,2012-03,32,71633425,34,0,16,9,0,0,0,0,0,1,5,1,16,15
Nugget Market,2012-04,32,71633425,47,2,18,17,4,0,0,0,0,0,6,0,26,29
Nugget Market,2012-05,32,71633425,20,0,6,7,2,0,0,0,0,0,1,0,10,13
Nugget Market,2012-06,32,71633425,31,0,11,7,1,0,0,0,0,0,2,0,12,19
Nugget Market,2012-07,32,71633425,29,0,14,7,1,0,0,0,0,0,6,0,12,19
Nugget Market,2012-08,32,71633425,30,2,8,10,1,0,0,0,0,0,1,0,16,16
Nugget Market,2012-09,32,71633425,17,3,5,7,0,0,0,0,0,0,1,0,8,8
Nugget Market,2012-10,32,71633425,14,0,4,4,0,0,0,0,0,0,1,0,4,10
Nugget Market,2012-11,32,71633425,15,0,7,4,4,0,0,0,0,0,2,0,10,9
Nugget Market,2012-12,32,71633425,20,5,8,3,3,0,0,0,0,0,2,0,8,13
Nugget Market,2013-01,32,71633425,18,0,3,6,1,0,0,0,0,0,3,0,8,11
Nugget Market,2013-02,32,71633425,16,2,3,6,0,0,0,0,0,0,2,0,6,10
Nugget Market,2013-03,32,71633425,12,0,3,5,1,0,0,0,0,0,2,0,7,7
Nugget Market,2013-04,32,71633425,13,1,6,5,1,0,0,0,0,0,0,0,6,8
Nugget Market,2013-05,32,71633425,11,3,5,1,0,0,0,0,0,0,1,0,1,9
Nugget Market,2013-06,32,71633425,11,2,4,4,0,0,0,0,0,0,0,0,5,6
Nugget Market,2013-07,32,71633425,14,5,3,8,0,0,0,0,0,0,3,0,8,6
Nugget Market,2013-08,32,71633425,18,1,2,7,0,0,0,0,0,0,1,0,7,7
Nugget Market,2013-09,32,71633425,5,0,3,1,0,0,0,0,0,0,0,0,2,4
Nugget Market,2013-10,32,71633425,18,1,3,5,0,0,0,0,0,0,3,0,7,13
Nugget Market,2013-11,32,71633425,14,6,1,5,0,0,0,0,0,0,1,0,5,7
Nugget Market,2013-12,32,71633425,12,2,2,2,0,0,0,0,0,0,4,0,2,9
Nugget Market,2014-01,32,71633425,13,2,3,5,0,0,0,0,0,0,0,0,4,8
Nugget Market,2014-02,32,71633425,26,11,11,0,0,0,0,0,0,1,8,1,11,20
Nugget Market,2014-03,32,71633425,10,13,7,2,0,0,0,0,0,1,6,1,4,7
Nugget Market,2014-04,32,71633425,7,2,1,0,0,0,0,0,0,0,0,0,0,7
Nugget Market,2014-05,32,71633425,6,5,7,0,0,0,0,0,0,0,4,0,2,5
Nugget Market,2014-06,32,71633425,13,3,4,2,0,0,0,0,0,0,5,0,3,10
Nugget Market,2014-07,32,71633425,8,3,0,4,0,0,0,0,0,0,0,0,5,3
Nugget Market,2014-08,32,71633425,13,7,3,2,0,0,0,0,0,1,3,1,4,10
Nugget Market,2014-09,32,71633425,16,5,5,8,0,0,0,0,0,1,3,1,9,6
Nugget Market,2014-10,32,71633425,13,4,4,4,0,0,0,0,0,0,3,0,6,7
Nugget Market,2014-11,32,71633425,8,10,7,2,0,0,0,0,0,0,0,0,2,5
Nugget Market,2014-12,32,71633425,16,6,0,3,0,0,0,0,0,0,0,0,4,12
Nugget Market,2015-01,32,71633425,10,9,10,4,1,0,0,0,0,0,1,0,5,6
Nugget Market,2015-02,32,71633425,7,9,0,3,0,0,0,0,0,0,1,0,4,4
Nugget Market,2015-03,32,71633425,15,7,4,1,0,0,0,0,0,0,1,0,2,10
Nugget Market,2015-04,32,71633425,24,14,9,2,2,0,0,0,0,1,3,1,6,16
Nugget Market,2015-05,32,71633425,16,8,3,5,0,0,0,0,0,0,0,0,5,11
Nugget Market,2015-06,32,71633425,28,30,8,1,1,0,0,0,0,17,3,17,3,18
Nugget Market,2015-07,32,71633425,29,37,21,0,1,0,0,0,0,25,4,25,2,22
Nugget Market,2015-08,32,71633425,14,18,3,3,0,0,0,0,0,9,3,9,5,7
Nugget Market,2015-09,32,71633425,30,21,25,3,3,0,0,0,0,20,9,20,15,16
Nugget Market,2015-10,32,71633425,106,69,40,12,14,2,0,0,0,75,78,75,41,71
Nugget Market,2015-11,32,71633425,115,73,62,20,19,1,0,0,0,76,80,76,66,73
Nugget Market,2015-12,32,71633425,130,81,44,10,9,4,0,0,0,103,110,103,39,116
Nugget Market,2016-01,32,71633425,112,107,58,6,14,0,0,0,0,99,97,99,27,99
Nugget Market,2016-02,32,71633425,125,91,75,14,19,2,0,0,0,94,101,94,47,96
Nugget Market,2016-03,32,71633425,121,94,62,14,19,0,0,0,0,90,87,90,54,99
Nugget Market,2016-04,32,71633425,137,130,82,31,24,0,0,0,0,90,96,90,67,84
Nugget Market,2016-05,32,71633425,13,14,5,2,1,2,0,0,0,9,11,9,6,11
Millennium: The Takeda Oncology Company,2013-03,33,321974233,77,8,48,15,0,0,0,0,0,2,38,2,60,62
Millennium: The Takeda Oncology Company,2013-04,33,321974233,209,64,5742,33,5,0,0,0,0,38,116,38,176,97
Millennium: The Takeda Oncology Company,2013-05,33,321974233,162,24,99,15,0,0,0,0,0,9,63,9,127,110
Millennium: The Takeda Oncology Company,2013-06,33,321974233,167,22,95,22,2,0,0,0,0,23,112,23,127,95
Millennium: The Takeda Oncology Company,2013-07,33,321974233,129,24,37,21,1,0,0,0,0,9,68,9,110,88
Millennium: The Takeda Oncology Company,2013-08,33,321974233,131,18,58,11,2,0,0,0,0,15,78,15,96,94
Millennium: The Takeda Oncology Company,2013-09,33,321974233,126,28,71,10,0,0,0,0,0,11,70,11,93,88
Millennium: The Takeda Oncology Company,2013-10,33,321974233,165,36,94,19,3,0,0,0,0,45,94,45,125,74
Millennium: The Takeda Oncology Company,2013-11,33,321974233,138,60,93,9,3,0,0,0,0,41,80,41,100,69
Millennium: The Takeda Oncology Company,2013-12,33,321974233,105,36,56,4,1,0,0,0,0,19,65,19,72,49
Millennium: The Takeda Oncology Company,2014-01,33,321974233,116,51,66,0,1,0,0,0,0,17,42,17,96,90
Millennium: The Takeda Oncology Company,2014-02,33,321974233,50,34,37,2,1,0,0,0,0,4,17,4,29,37
Millennium: The Takeda Oncology Company,2014-03,33,321974233,52,53,99,2,1,0,0,0,0,6,25,6,32,37
Millennium: The Takeda Oncology Company,2014-04,33,321974233,81,53,97,3,7,0,0,0,0,13,48,13,52,53
Millennium: The Takeda Oncology Company,2014-05,33,321974233,65,23,95,0,10,0,0,0,0,5,49,5,32,54
Millennium: The Takeda Oncology Company,2014-06,33,321974233,22,6,202,1,8,0,0,0,0,4,15,4,16,14
Millennium: The Takeda Oncology Company,2014-07,33,321974233,48,34,49,0,4,0,0,0,0,5,33,5,26,37
Millennium: The Takeda Oncology Company,2014-08,33,321974233,35,41,34,0,0,0,0,0,0,1,30,1,20,31
Millennium: The Takeda Oncology Company,2014-09,33,321974233,21,18,31,0,0,0,0,0,0,1,21,1,9,19
Millennium: The Takeda Oncology Company,2014-10,33,321974233,48,27,1921,0,4,0,0,0,0,2,42,2,33,39
Millennium: The Takeda Oncology Company,2014-11,33,321974233,27,8,9,0,0,0,0,0,0,0,23,0,17,23
Millennium: The Takeda Oncology Company,2014-12,33,321974233,50,154,80,0,3,0,0,0,0,3,47,3,24,25
Millennium: The Takeda Oncology Company,2015-01,33,321974233,37,23,76,0,2,0,0,0,0,0,33,0,26,35
Millennium: The Takeda Oncology Company,2015-02,33,321974233,38,30,61,0,2,0,0,0,0,2,34,2,20,34
Millennium: The Takeda Oncology Company,2015-03,33,321974233,56,506,937,2,3,0,0,0,0,11,52,11,31,37
Millennium: The Takeda Oncology Company,2015-04,33,321974233,52,49,90,0,4,0,0,0,0,5,48,5,38,43
Millennium: The Takeda Oncology Company,2015-05,33,321974233,107,364,437,4,12,0,0,0,0,22,101,22,41,46
Millennium: The Takeda Oncology Company,2015-06,33,321974233,163,851,796,16,24,0,0,0,0,31,145,31,74,53
Millennium: The Takeda Oncology Company,2015-07,33,321974233,45,61,284,0,6,0,0,0,0,3,39,3,23,42
Millennium: The Takeda Oncology Company,2015-08,33,321974233,54,69,279,0,11,0,0,0,0,5,48,5,41,47
Millennium: The Takeda Oncology Company,2015-09,33,321974233,111,516,702,5,27,0,0,0,0,34,106,34,60,36
Millennium: The Takeda Oncology Company,2015-10,33,321974233,74,95,218,3,20,0,0,0,0,6,64,6,51,34
Millennium: The Takeda Oncology Company,2015-11,33,321974233,37,366,294,1,5,0,0,0,0,13,32,13,21,19
Millennium: The Takeda Oncology Company,2015-12,33,321974233,93,536,466,12,9,1,3,3,0,17,78,17,38,27
Millennium: The Takeda Oncology Company,2016-01,33,321974233,72,129,266,2,25,2,0,0,0,17,62,17,48,59
Millennium: The Takeda Oncology Company,2016-02,33,321974233,62,2303,6493,0,15,0,0,0,0,19,56,19,35,46
Millennium: The Takeda Oncology Company,2016-03,33,321974233,140,2990,1838,10,27,1,0,0,0,61,128,61,76,47
Millennium: The Takeda Oncology Company,2016-04,33,321974233,53,251,296,4,10,2,0,0,0,17,43,17,35,33
Millennium: The Takeda Oncology Company,2016-05,33,321974233,14,57,195,4,5,1,0,0,0,8,11,8,11,4
Plante Moran,2012-07,34,632233073,13,0,4,3,4,0,0,0,0,0,4,0,8,7
Plante Moran,2012-08,34,632233073,6,0,24,0,4,0,0,0,0,0,4,0,5,3
Plante Moran,2012-09,34,632233073,10,0,8,0,5,0,0,0,0,0,2,0,6,8
Plante Moran,2012-10,34,632233073,1,0,1,0,0,0,0,0,0,0,1,0,1,1
Plante Moran,2012-11,34,632233073,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Plante Moran,2013-01,34,632233073,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Plante Moran,2013-08,34,632233073,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Plante Moran,2013-09,34,632233073,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Plante Moran,2013-11,34,632233073,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Plante Moran,2014-06,34,632233073,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Plante Moran,2014-07,34,632233073,5,1,4,0,0,0,0,0,0,1,1,1,2,5
Plante Moran,2014-08,34,632233073,3,1,0,0,0,0,0,0,0,1,0,1,1,2
Plante Moran,2014-11,34,632233073,1,0,0,0,0,0,0,0,0,0,0,0,0,1
St. Jude Children's Research Hospital,2014-01,35,9624042,42,1313,1736,12,13,0,0,0,0,3,15,3,38,20
St. Jude Children's Research Hospital,2014-02,35,9624042,229,2581,3183,182,5,0,0,0,0,3,26,3,195,29
St. Jude Children's Research Hospital,2014-03,35,9624042,153,4550,4222,110,11,0,0,0,0,7,31,7,141,27
St. Jude Children's Research Hospital,2014-04,35,9624042,112,6305,4720,57,14,0,0,0,0,20,31,20,97,27
St. Jude Children's Research Hospital,2014-05,35,9624042,108,20754,18626,51,16,0,0,0,0,20,43,20,94,39
St. Jude Children's Research Hospital,2014-06,35,9624042,105,4706,4231,42,31,0,0,0,0,22,34,22,89,31
St. Jude Children's Research Hospital,2014-07,35,9624042,73,3897,5412,46,11,0,0,0,0,13,16,13,61,19
St. Jude Children's Research Hospital,2014-08,35,9624042,95,2917,13297,67,11,0,0,0,0,7,17,7,87,24
St. Jude Children's Research Hospital,2014-09,35,9624042,205,4210,12180,132,33,0,0,0,0,26,64,26,167,61
St. Jude Children's Research Hospital,2014-10,35,9624042,93,1964,4971,58,17,0,0,0,0,20,23,20,81,21
St. Jude Children's Research Hospital,2014-11,35,9624042,295,7114,16333,164,62,0,0,0,0,58,110,58,247,68
St. Jude Children's Research Hospital,2014-12,35,9624042,262,6118,10992,136,52,0,0,0,0,60,85,60,217,76
St. Jude Children's Research Hospital,2015-01,35,9624042,84,2646,3434,50,8,0,0,0,0,17,30,17,67,25
St. Jude Children's Research Hospital,2015-02,35,9624042,87,3587,5139,41,15,0,0,0,0,25,32,25,68,38
St. Jude Children's Research Hospital,2015-03,35,9624042,60,2621,2798,32,7,0,0,0,0,16,5,16,49,19
St. Jude Children's Research Hospital,2015-04,35,9624042,126,5801,6743,50,30,2,0,0,0,41,50,41,89,43
St. Jude Children's Research Hospital,2015-05,35,9624042,63,3798,2852,15,10,3,0,0,0,28,12,28,37,32
St. Jude Children's Research Hospital,2015-06,35,9624042,115,3977,9885,43,12,16,0,0,0,38,32,38,85,51
St. Jude Children's Research Hospital,2015-07,35,9624042,69,2495,1802,38,1,6,0,0,0,17,13,17,42,32
St. Jude Children's Research Hospital,2015-08,35,9624042,92,4913,4041,51,2,4,0,0,0,29,20,29,67,32
St. Jude Children's Research Hospital,2015-09,35,9624042,173,5485,8643,88,26,14,0,0,0,40,67,40,135,79
St. Jude Children's Research Hospital,2015-10,35,9624042,60,4170,3088,11,9,8,0,0,0,26,18,26,34,43
St. Jude Children's Research Hospital,2015-11,35,9624042,118,12813,6990,17,39,8,0,0,0,53,66,53,83,59
St. Jude Children's Research Hospital,2015-12,35,9624042,142,7491,5318,38,34,10,0,0,0,57,54,57,93,68
St. Jude Children's Research Hospital,2016-01,35,9624042,57,5435,48232,13,12,3,0,0,0,23,19,23,36,23
St. Jude Children's Research Hospital,2016-02,35,9624042,60,6582,4737,10,7,5,0,0,0,29,17,29,32,33
St. Jude Children's Research Hospital,2016-03,35,9624042,59,5441,4055,18,6,3,0,0,0,31,17,31,32,33
St. Jude Children's Research Hospital,2016-04,35,9624042,86,7438,3968,28,8,8,0,0,0,33,43,33,50,38
St. Jude Children's Research Hospital,2016-05,35,9624042,8,417,225,3,0,1,0,0,0,2,2,2,5,6
SVB Financial Group,2014-09,36,17396865,52,90,144,5,13,0,0,0,0,5,35,5,43,42
SVB Financial Group,2014-10,36,17396865,237,314,704,40,63,0,0,0,0,25,126,25,207,177
SVB Financial Group,2014-11,36,17396865,177,251,453,33,34,1,0,0,0,18,102,18,142,128
SVB Financial Group,2014-12,36,17396865,237,304,674,54,63,0,0,0,0,38,131,38,202,164
SVB Financial Group,2015-01,36,17396865,220,405,775,30,46,0,3,3,0,38,141,38,166,169
SVB Financial Group,2015-02,36,17396865,163,266,928,21,38,0,0,0,0,20,93,20,131,133
SVB Financial Group,2015-03,36,17396865,185,441,740,39,30,0,0,0,0,28,116,28,147,138
SVB Financial Group,2015-04,36,17396865,182,411,563,32,30,2,0,0,0,22,95,22,156,146
SVB Financial Group,2015-05,36,17396865,172,383,442,22,17,4,0,0,0,18,105,18,136,134
SVB Financial Group,2015-06,36,17396865,177,413,597,33,25,5,0,0,0,23,106,23,141,138
SVB Financial Group,2015-07,36,17396865,149,328,626,22,23,4,0,0,0,17,88,17,122,113
SVB Financial Group,2015-08,36,17396865,115,409,475,7,11,2,0,0,0,8,66,8,92,108
SVB Financial Group,2015-09,36,17396865,118,231,385,11,23,15,0,0,0,13,78,13,89,98
SVB Financial Group,2015-10,36,17396865,147,242,288,10,19,15,0,0,0,14,92,14,89,128
SVB Financial Group,2015-11,36,17396865,121,258,456,8,40,9,0,0,0,24,84,24,93,100
SVB Financial Group,2015-12,36,17396865,171,390,1097,28,27,4,0,0,0,58,108,58,124,136
SVB Financial Group,2016-01,36,17396865,136,395,641,4,19,9,0,0,0,40,102,40,95,124
SVB Financial Group,2016-02,36,17396865,139,564,732,8,26,4,0,0,0,31,90,31,121,121
SVB Financial Group,2016-03,36,17396865,177,623,4133,11,36,9,0,0,0,54,118,54,129,155
SVB Financial Group,2016-04,36,17396865,155,519,622,10,28,5,0,0,0,48,105,48,120,131
SVB Financial Group,2016-05,36,17396865,12,26,47,0,3,0,0,0,0,3,9,3,9,12
Adobe,2013-12,37,244264669,47,15,30,14,8,0,0,0,0,5,30,5,30,26
Adobe,2014-01,37,244264669,115,55,91,43,18,0,0,0,0,12,65,12,90,59
Adobe,2014-02,37,244264669,120,48,95,39,30,0,0,0,0,10,68,10,90,59
Adobe,2014-03,37,244264669,105,41,91,20,23,0,0,0,0,15,73,15,70,59
Adobe,2014-04,37,244264669,135,106,130,49,17,0,0,0,0,32,83,32,114,70
Adobe,2014-05,37,244264669,119,116,303,28,23,0,0,0,0,29,83,29,99,73
Adobe,2014-06,37,244264669,85,62,83,21,17,0,0,0,0,18,63,18,63,52
Adobe,2014-07,37,244264669,98,65,80,39,11,0,0,0,0,17,74,17,76,50
Adobe,2014-08,37,244264669,113,90,89,36,2,0,0,0,0,20,56,20,92,70
Adobe,2014-09,37,244264669,122,69,65,44,0,0,0,0,0,8,62,8,95,76
Adobe,2014-10,37,244264669,150,103,81,58,0,0,0,0,0,4,75,4,118,90
Adobe,2014-11,37,244264669,95,58,48,32,3,0,0,0,0,8,53,8,81,60
Adobe,2014-12,37,244264669,93,100,88,37,1,0,0,0,0,9,39,9,81,50
Adobe,2015-01,37,244264669,102,80,101,18,2,0,0,0,0,9,69,9,69,83
Adobe,2015-02,37,244264669,101,105,290,27,1,0,0,0,0,10,62,10,71,73
Adobe,2015-03,37,244264669,148,141,157,59,6,0,0,0,0,13,79,13,109,80
Adobe,2015-04,37,244264669,116,106,114,40,10,0,0,0,0,21,59,21,95,67
Adobe,2015-05,37,244264669,81,84,89,11,8,0,0,0,0,20,56,20,58,60
Adobe,2015-06,37,244264669,128,93,94,32,9,0,0,0,0,44,88,44,105,88
Adobe,2015-07,37,244264669,112,75,72,34,5,0,0,0,0,31,72,31,79,75
Adobe,2015-08,37,244264669,143,129,96,71,7,0,0,0,0,29,69,29,119,68
Adobe,2015-09,37,244264669,160,134,77,80,5,0,0,0,0,20,68,20,141,73
Adobe,2015-10,37,244264669,139,105,164,55,7,0,0,0,0,39,75,39,126,72
Adobe,2015-11,37,244264669,80,66,73,21,2,0,0,0,0,30,48,30,66,57
Adobe,2015-12,37,244264669,58,119,114,5,4,0,0,0,0,31,45,31,43,48
Adobe,2016-01,37,244264669,78,93,97,10,2,0,0,0,0,36,54,36,63,69
Adobe,2016-02,37,244264669,105,87,67,32,1,0,0,0,0,22,56,22,84,73
Adobe,2016-03,37,244264669,130,176,114,18,1,0,0,0,0,28,99,28,83,111
Adobe,2016-04,37,244264669,118,128,99,11,2,0,0,0,0,25,91,25,67,105
Adobe,2016-05,37,244264669,8,9,6,0,0,0,0,0,0,2,6,2,6,8
Novo Nordisk,2007-10,38,194037150,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Novo Nordisk,2013-01,38,194037150,12,11,38,2,4,0,0,0,0,1,5,1,6,8
Novo Nordisk,2013-02,38,194037150,26,3,81,3,10,0,0,0,0,2,15,2,15,22
Novo Nordisk,2013-03,38,194037150,35,2,59,2,12,0,0,0,0,2,27,2,25,26
Novo Nordisk,2013-04,38,194037150,30,15,77,2,10,0,0,0,0,5,23,5,16,21
Novo Nordisk,2013-05,38,194037150,20,7,61,1,10,0,0,0,0,4,14,4,14,12
Novo Nordisk,2013-06,38,194037150,22,7,76,2,13,0,0,0,0,1,15,1,18,15
Novo Nordisk,2013-07,38,194037150,12,6,24,2,6,0,0,0,0,3,9,3,11,7
Novo Nordisk,2013-08,38,194037150,43,13,122,4,16,0,0,0,0,6,29,6,27,29
Novo Nordisk,2013-09,38,194037150,41,11,91,2,13,0,0,0,0,12,27,12,18,32
Novo Nordisk,2013-10,38,194037150,54,14,1922,6,29,0,0,0,0,10,37,10,36,37
Novo Nordisk,2013-11,38,194037150,107,55,423,10,30,0,0,0,0,13,96,13,52,77
Novo Nordisk,2013-12,38,194037150,30,45,106,3,5,0,0,0,0,6,21,6,14,23
Novo Nordisk,2014-01,38,194037150,20,16,68,1,9,0,0,0,0,0,15,0,11,16
Novo Nordisk,2014-02,38,194037150,29,22,37,10,8,0,0,0,0,3,20,3,21,15
Novo Nordisk,2014-03,38,194037150,44,62,321,11,18,0,0,0,0,16,28,16,32,23
Novo Nordisk,2014-04,38,194037150,29,22,160,6,15,0,0,0,0,13,24,13,23,18
Novo Nordisk,2014-05,38,194037150,36,25,112,16,14,0,0,0,0,5,21,5,30,27
Novo Nordisk,2014-06,38,194037150,40,35,113,15,17,0,0,0,0,12,23,12,33,19
Novo Nordisk,2014-07,38,194037150,30,34,74,11,8,0,0,0,0,9,17,9,22,18
Novo Nordisk,2014-08,38,194037150,48,39,125,29,17,0,0,0,0,10,21,10,45,15
Novo Nordisk,2014-09,38,194037150,39,20,140,13,21,0,0,0,0,17,26,17,35,16
Novo Nordisk,2014-10,38,194037150,33,42,166,11,12,0,0,0,0,12,19,12,24,18
Novo Nordisk,2014-11,38,194037150,82,110,513,23,34,0,0,0,0,37,59,37,61,36
Novo Nordisk,2014-12,38,194037150,31,38,149,6,14,0,1,1,0,12,21,12,21,24
Novo Nordisk,2015-01,38,194037150,34,49,189,4,20,0,1,1,0,14,21,14,27,25
Novo Nordisk,2015-02,38,194037150,34,88,464,10,16,0,0,0,0,10,18,10,27,26
Novo Nordisk,2015-03,38,194037150,51,92,277,17,21,0,4,4,0,17,31,17,39,33
Novo Nordisk,2015-04,38,194037150,41,62,203,15,16,1,0,0,0,13,24,13,33,25
Novo Nordisk,2015-05,38,194037150,35,103,394,3,13,6,0,0,0,15,25,15,20,26
Novo Nordisk,2015-06,38,194037150,69,113,482,12,32,7,0,0,0,33,49,33,50,35
