companyString,date,twitteruserid,id,count(*),favoriteCount,retweetCount,isReply,isRetweet,isStatusQuote,hasPlace,hasCoords,possiblySensitive,hasExtendedMediaEntities,hasHashtagEntities,hasMediaEntities,hasMentionEntities,hasUrlEntities
Google,2015-05,1,20536157,162,17694,24161,96,12,0,0,0,0,90,92,90,110,82
Google,2015-06,1,20536157,138,16194,42104,68,21,1,0,0,0,53,49,53,82,87
Google,2015-07,1,20536157,126,15275,12922,69,11,0,0,0,0,35,40,35,86,94
Google,2015-08,1,20536157,106,14012,24543,67,14,0,0,0,0,29,30,29,75,74
Google,2015-09,1,20536157,312,41782,55350,254,11,2,0,0,0,45,30,45,256,172
Google,2015-10,1,20536157,345,21061,21715,271,22,2,0,0,0,55,40,55,278,207
Google,2015-11,1,20536157,279,46343,52495,219,21,1,0,0,0,45,43,45,231,176
Google,2015-12,1,20536157,228,30710,42460,150,20,0,0,0,0,65,56,65,168,150
Google,2016-01,1,20536157,229,22475,21667,161,24,1,0,0,0,60,45,60,190,136
Google,2016-02,1,20536157,297,36389,24885,222,19,2,0,0,0,71,58,71,253,171
Google,2016-03,1,20536157,632,54956,42533,560,29,1,0,0,0,224,170,224,573,162
Google,2016-04,1,20536157,332,28627,21728,272,22,0,0,0,0,49,41,49,304,210
Google,2016-05,1,20536157,29,1602,1528,25,2,0,0,0,0,3,3,3,28,18
Boston Consulting Group,2014-10,2,501801749,569,1142,2696,11,161,0,0,0,0,101,470,101,272,335
Boston Consulting Group,2014-11,2,501801749,362,742,1536,2,107,0,0,0,0,35,297,35,183,209
Boston Consulting Group,2014-12,2,501801749,112,414,892,3,26,0,0,0,0,15,76,15,36,103
Boston Consulting Group,2015-01,2,501801749,196,915,1965,1,58,0,0,0,0,84,153,84,90,170
Boston Consulting Group,2015-02,2,501801749,193,608,1549,1,94,0,0,0,0,46,172,46,133,110
Boston Consulting Group,2015-03,2,501801749,194,688,1585,1,96,0,0,0,0,69,166,69,132,111
Boston Consulting Group,2015-04,2,501801749,178,908,1628,1,49,0,0,0,0,107,154,107,73,137
Boston Consulting Group,2015-05,2,501801749,139,737,1888,0,55,0,0,0,0,102,103,102,75,128
Boston Consulting Group,2015-06,2,501801749,340,1280,2983,5,127,0,0,0,0,194,303,194,202,131
Boston Consulting Group,2015-07,2,501801749,98,611,1676,0,40,0,0,0,0,75,71,75,53,91
Boston Consulting Group,2015-08,2,501801749,85,700,1544,0,31,0,0,0,0,76,64,76,44,80
Boston Consulting Group,2015-09,2,501801749,115,721,1424,2,46,0,0,0,0,91,96,91,76,104
Boston Consulting Group,2015-10,2,501801749,113,1097,1770,4,30,0,0,0,0,94,87,94,47,99
Boston Consulting Group,2015-11,2,501801749,90,1083,1657,3,32,0,0,0,0,78,75,78,38,79
Boston Consulting Group,2015-12,2,501801749,92,1481,2132,2,30,0,0,0,0,78,62,78,41,85
Boston Consulting Group,2016-01,2,501801749,102,4587,4681,1,19,0,0,0,0,97,83,97,29,88
Boston Consulting Group,2016-02,2,501801749,57,4720,4492,0,14,0,0,0,0,53,43,53,22,51
Boston Consulting Group,2016-03,2,501801749,138,8301,6262,1,41,0,0,0,0,117,100,117,49,92
Boston Consulting Group,2016-04,2,501801749,49,1188,1815,0,18,0,0,0,0,45,33,45,22,40
Boston Consulting Group,2016-05,2,501801749,3,22,42,0,2,0,0,0,0,3,2,3,3,1
SAS,2015-10,3,1379801,390,316,163,377,2,2,0,0,0,5,5,5,374,71
SAS,2015-11,3,1379801,458,467,202,440,1,1,0,0,0,6,5,6,432,100
SAS,2015-12,3,1379801,395,403,149,377,3,1,0,0,0,10,8,10,371,88
SAS,2016-01,3,1379801,430,552,271,411,2,0,0,0,0,13,4,13,410,71
SAS,2016-02,3,1379801,361,600,204,339,0,1,0,0,0,15,11,15,333,79
SAS,2016-03,3,1379801,602,1064,394,573,3,0,0,0,0,22,17,22,580,141
SAS,2016-04,3,1379801,542,919,300,520,2,0,0,0,0,19,2,19,521,88
SAS,2016-05,3,1379801,64,122,24,62,0,0,0,0,0,2,1,2,62,10
Wegmans Food Markets,2015-10,4,66482863,12,76,16,10,0,0,0,0,0,2,1,2,10,1
Wegmans Food Markets,2015-11,4,66482863,563,732,277,525,0,0,0,0,0,26,24,26,512,58
Wegmans Food Markets,2015-12,4,66482863,520,599,260,504,1,0,0,0,0,9,3,9,499,39
Wegmans Food Markets,2016-01,4,66482863,627,876,526,601,0,0,0,0,0,10,9,10,593,45
Wegmans Food Markets,2016-02,4,66482863,495,836,281,470,0,0,0,0,0,21,12,21,462,38
Wegmans Food Markets,2016-03,4,66482863,484,501,166,466,0,0,0,0,0,8,10,8,467,36
Wegmans Food Markets,2016-04,4,66482863,466,392,182,454,1,0,0,0,0,10,7,10,455,38
Wegmans Food Markets,2016-05,4,66482863,53,27,10,51,0,0,0,0,0,1,2,1,51,5
Edward Jones,2012-01,5,68860774,17,4,33,4,1,0,0,0,0,1,6,1,10,12
Edward Jones,2012-02,5,68860774,28,9,53,1,1,0,0,0,0,0,9,0,8,23
Edward Jones,2012-03,5,68860774,29,6,100,0,5,0,0,0,0,1,9,1,12,24
Edward Jones,2012-04,5,68860774,32,0,87,4,1,0,0,0,0,3,8,3,8,23
Edward Jones,2012-05,5,68860774,41,8,147,1,6,0,0,0,0,1,12,1,16,30
Edward Jones,2012-06,5,68860774,48,8,141,7,4,0,0,0,0,8,10,8,19,34
Edward Jones,2012-07,5,68860774,35,4,103,0,0,0,0,0,0,2,5,2,3,32
Edward Jones,2012-08,5,68860774,40,6,116,1,4,0,0,0,0,2,10,2,13,32
Edward Jones,2012-09,5,68860774,35,3,105,1,7,0,0,0,0,2,6,2,10,28
Edward Jones,2012-10,5,68860774,47,12,129,1,6,0,0,0,0,4,13,4,10,38
Edward Jones,2012-11,5,68860774,32,13,161,0,3,0,0,0,0,1,6,1,4,28
Edward Jones,2012-12,5,68860774,24,19,101,0,0,0,0,0,0,2,6,2,1,20
Edward Jones,2013-01,5,68860774,28,26,173,0,1,0,0,0,0,2,8,2,7,21
Edward Jones,2013-02,5,68860774,37,17,183,4,2,0,0,0,0,0,5,0,6,29
Edward Jones,2013-03,5,68860774,26,27,138,3,0,0,0,0,0,1,2,1,4,22
Edward Jones,2013-04,5,68860774,35,24,136,3,2,0,0,0,0,1,15,1,8,30
Edward Jones,2013-05,5,68860774,39,30,149,3,2,0,0,0,0,5,21,5,9,26
Edward Jones,2013-06,5,68860774,39,12,87,6,1,0,0,0,0,3,15,3,10,33
Edward Jones,2013-07,5,68860774,38,16,133,4,5,0,0,0,0,4,18,4,15,28
Edward Jones,2013-08,5,68860774,34,9,133,4,6,0,0,0,0,2,14,2,14,27
Edward Jones,2013-09,5,68860774,28,14,172,2,6,0,0,0,0,3,11,3,9,23
Edward Jones,2013-10,5,68860774,39,37,136,4,1,0,0,0,0,3,5,3,5,31
Edward Jones,2013-11,5,68860774,37,36,120,4,1,0,0,0,0,2,13,2,8,30
Edward Jones,2013-12,5,68860774,28,33,136,6,0,0,0,0,0,2,2,2,8,20
Edward Jones,2014-01,5,68860774,34,32,286,5,6,0,0,0,0,3,13,3,13,29
Edward Jones,2014-02,5,68860774,25,38,126,2,1,0,0,0,0,1,6,1,6,22
Edward Jones,2014-03,5,68860774,31,33,240,2,8,0,0,0,0,4,11,4,10,30
Edward Jones,2014-04,5,68860774,26,30,333,0,6,0,0,0,0,6,9,6,8,25
Edward Jones,2014-05,5,68860774,29,45,1103,4,4,0,0,0,0,5,7,5,9,20
Edward Jones,2014-06,5,68860774,28,37,123,6,1,0,0,0,0,0,8,0,9,26
Edward Jones,2014-07,5,68860774,23,25,103,1,1,0,0,0,0,0,3,0,2,21
Edward Jones,2014-08,5,68860774,25,32,113,4,3,0,0,0,0,2,9,2,8,16
Edward Jones,2014-09,5,68860774,29,88,147,3,8,0,0,0,0,9,11,9,16,16
Edward Jones,2014-10,5,68860774,34,56,151,0,1,0,0,0,0,2,7,2,4,31
Edward Jones,2014-11,5,68860774,22,27,105,3,4,0,0,0,0,2,9,2,7,16
Edward Jones,2014-12,5,68860774,18,38,195,1,2,0,0,0,0,1,5,1,3,17
Edward Jones,2015-01,5,68860774,22,45,133,1,0,0,0,0,0,2,3,2,5,19
Edward Jones,2015-02,5,68860774,17,39,104,1,2,0,0,0,0,1,5,1,3,13
Edward Jones,2015-03,5,68860774,24,89,222,4,0,0,0,0,0,1,5,1,10,18
Edward Jones,2015-04,5,68860774,17,44,144,0,2,1,0,0,0,2,5,2,7,15
Edward Jones,2015-05,5,68860774,18,29,101,2,1,1,0,0,0,1,2,1,7,17
Edward Jones,2015-06,5,68860774,16,56,145,0,0,0,0,0,0,2,2,2,3,14
Edward Jones,2015-07,5,68860774,20,38,119,2,2,0,0,0,0,1,1,1,5,19
Edward Jones,2015-08,5,68860774,24,113,200,3,2,0,0,0,0,6,4,6,9,15
Edward Jones,2015-09,5,68860774,24,136,176,0,3,1,0,0,0,9,5,9,10,12
Edward Jones,2015-10,5,68860774,18,70,126,3,2,0,0,0,0,3,2,3,7,13
Edward Jones,2015-11,5,68860774,18,70,102,2,2,0,0,0,0,3,1,3,5,11
Edward Jones,2015-12,5,68860774,18,44,142,2,4,0,0,0,0,4,5,4,8,15
Edward Jones,2016-01,5,68860774,12,107,199,0,1,0,0,0,0,3,1,3,3,8
Edward Jones,2016-02,5,68860774,16,104,126,0,0,0,0,0,0,5,1,5,3,9
Edward Jones,2016-03,5,68860774,15,132,164,0,1,0,0,0,0,1,3,1,3,15
Edward Jones,2016-04,5,68860774,15,121,196,0,1,0,0,0,0,0,0,0,2,13
NetApp,2010-09,6,92139388,24,0,6,2,2,0,0,0,0,0,18,0,9,0
NetApp,2010-10,6,92139388,46,0,1,4,0,0,0,0,0,0,35,0,15,0
NetApp,2010-11,6,92139388,65,0,5,3,0,0,0,0,0,0,53,0,15,1
NetApp,2010-12,6,92139388,49,0,11,2,2,0,0,0,0,0,37,0,13,1
NetApp,2011-01,6,92139388,47,1,10,5,0,0,0,0,0,0,36,0,16,0
NetApp,2011-02,6,92139388,27,1,5,2,0,0,0,0,0,0,17,0,7,0
NetApp,2011-03,6,92139388,24,2,18,4,0,0,0,0,0,0,18,0,9,0
NetApp,2011-04,6,92139388,22,1,9,3,0,0,0,0,0,0,17,0,6,0
NetApp,2011-05,6,92139388,20,0,5,1,0,0,0,0,0,0,16,0,11,1
NetApp,2011-06,6,92139388,25,2,4,2,0,0,0,0,0,0,20,0,15,0
NetApp,2011-07,6,92139388,23,0,6,3,0,0,0,0,0,0,18,0,13,0
NetApp,2011-08,6,92139388,21,1,5,4,0,0,0,0,0,0,17,0,14,9
NetApp,2011-09,6,92139388,25,1,6,5,0,0,0,0,0,0,17,0,16,14
NetApp,2011-10,6,92139388,21,2,4,3,0,0,0,0,0,0,17,0,7,19
NetApp,2011-11,6,92139388,10,0,0,0,0,0,0,0,0,0,8,0,6,10
NetApp,2011-12,6,92139388,3,1,0,0,0,0,0,0,0,0,1,0,3,3
NetApp,2012-01,6,92139388,6,2,5,1,0,0,0,0,0,0,2,0,5,6
NetApp,2012-02,6,92139388,4,0,1,1,0,0,0,0,0,0,2,0,3,2
NetApp,2012-03,6,92139388,12,0,1,0,0,0,0,0,0,0,11,0,5,9
NetApp,2012-04,6,92139388,4,0,0,1,0,0,0,0,0,0,2,0,1,4
NetApp,2012-05,6,92139388,4,0,0,2,0,0,0,0,0,0,2,0,2,3
NetApp,2012-06,6,92139388,4,0,2,0,0,0,0,0,0,0,2,0,0,2
NetApp,2012-07,6,92139388,3,0,0,0,0,0,0,0,0,0,0,0,0,3
NetApp,2012-08,6,92139388,3,1,3,0,0,0,0,0,0,0,3,0,1,3
NetApp,2012-09,6,92139388,2,0,7,0,0,0,0,0,0,0,1,0,0,2
NetApp,2012-10,6,92139388,4,1,1,0,0,0,0,0,0,0,1,0,0,4
NetApp,2012-11,6,92139388,3,0,1,1,0,0,0,0,0,0,1,0,1,2
NetApp,2012-12,6,92139388,2,0,0,0,0,0,0,0,0,0,2,0,1,2
NetApp,2013-01,6,92139388,4,0,1,1,0,0,0,0,0,0,1,0,2,3
NetApp,2013-02,6,92139388,5,1,5,0,2,0,0,0,0,1,4,1,2,4
NetApp,2013-03,6,92139388,54,3,81,6,11,0,0,0,0,3,40,3,25,38
NetApp,2013-04,6,92139388,42,10,36,5,8,0,0,0,0,0,33,0,25,32
NetApp,2013-05,6,92139388,35,5,90,1,7,0,0,0,0,1,21,1,15,32
NetApp,2013-06,6,92139388,20,3,21,4,8,0,0,0,0,1,12,1,12,13
NetApp,2013-07,6,92139388,18,3,39,1,6,0,0,0,0,0,14,0,7,15
NetApp,2013-08,6,92139388,32,10,79,1,11,0,0,0,0,4,29,4,14,24
NetApp,2013-09,6,92139388,32,5,26,3,6,0,0,0,0,2,24,2,20,24
NetApp,2013-10,6,92139388,29,9,57,0,10,0,0,0,0,2,26,2,20,26
NetApp,2013-11,6,92139388,32,5,84,5,9,0,0,0,0,1,24,1,22,24
NetApp,2013-12,6,92139388,26,6,32,1,4,0,0,0,0,0,18,0,13,25
NetApp,2014-01,6,92139388,45,11,52,8,8,0,0,0,0,1,24,1,30,35
NetApp,2014-02,6,92139388,39,11,55,4,6,0,0,0,0,1,24,1,20,30
NetApp,2014-03,6,92139388,47,21,70,3,8,0,0,0,0,1,34,1,24,43
NetApp,2014-04,6,92139388,32,9,29,5,3,0,0,0,0,0,24,0,14,27
NetApp,2014-05,6,92139388,38,22,53,7,4,0,0,0,0,2,28,2,23,28
NetApp,2014-06,6,92139388,28,8,30,4,2,0,0,0,0,2,22,2,15,22
NetApp,2014-07,6,92139388,24,9,46,3,4,0,0,0,0,2,17,2,14,20
NetApp,2014-08,6,92139388,18,2,39,1,4,0,0,0,0,4,17,4,7,13
NetApp,2014-09,6,92139388,38,17,34,3,6,0,0,0,0,2,34,2,11,33
NetApp,2014-10,6,92139388,1,0,2,0,1,0,0,0,0,0,1,0,1,0
NetApp,2015-03,6,92139388,1,1,1,0,0,0,0,0,0,0,1,0,0,1
NetApp,2015-04,6,92139388,6,5,14,0,1,0,0,0,0,1,5,1,2,6
NetApp,2015-05,6,92139388,9,3,36,0,3,0,0,0,0,2,8,2,4,8
NetApp,2015-07,6,92139388,1,1,3,0,0,0,0,0,0,0,1,0,0,1
NetApp,2015-08,6,92139388,4,1,14,0,1,0,0,0,0,1,4,1,1,4
NetApp,2015-09,6,92139388,9,4,11,1,3,0,0,0,0,2,7,2,4,7
NetApp,2015-10,6,92139388,2,1,1,1,0,1,0,0,0,0,1,0,1,1
NetApp,2015-12,6,92139388,1,1,0,0,0,1,0,0,0,0,1,0,0,1
NetApp,2016-01,6,92139388,1,0,1,0,1,0,0,0,0,0,1,0,1,0
Recreational Equipment (REI),2015-11,7,16583846,2040,10984,2959,2012,0,1,0,0,0,1897,2008,1897,1959,1883
Recreational Equipment (REI),2015-12,7,16583846,249,14246,3989,156,1,5,0,0,0,78,91,78,184,66
Recreational Equipment (REI),2016-01,7,16583846,217,11673,3237,121,8,0,0,0,0,69,63,69,149,74
Recreational Equipment (REI),2016-02,7,16583846,167,8351,2111,109,6,1,0,0,0,52,42,52,125,69
Recreational Equipment (REI),2016-03,7,16583846,332,12925,3719,256,3,1,0,0,0,77,101,77,283,79
Recreational Equipment (REI),2016-04,7,16583846,228,8440,2631,141,8,3,0,0,0,73,51,73,175,90
Recreational Equipment (REI),2016-05,7,16583846,15,441,76,13,0,0,0,0,0,3,0,3,13,2
CHG Healthcare Services,2013-04,8,23610270,102,7,175,6,25,0,0,0,0,11,66,11,73,72
CHG Healthcare Services,2013-05,8,23610270,101,5,153,4,30,0,0,0,0,28,69,28,68,63
CHG Healthcare Services,2013-06,8,23610270,110,12,222,10,34,0,0,0,0,22,81,22,78,73
CHG Healthcare Services,2013-07,8,23610270,97,10,135,8,31,0,0,0,0,18,80,18,71,62
CHG Healthcare Services,2013-08,8,23610270,78,12,475,5,17,0,0,0,0,8,62,8,54,58
CHG Healthcare Services,2013-09,8,23610270,98,16,170,11,20,0,0,0,0,11,79,11,72,78
CHG Healthcare Services,2013-10,8,23610270,96,12,119,12,15,0,0,0,0,7,80,7,65,81
CHG Healthcare Services,2013-11,8,23610270,110,7,135,12,24,0,0,0,0,4,93,4,70,99
CHG Healthcare Services,2013-12,8,23610270,97,7,59,10,19,0,0,0,0,3,82,3,67,87
CHG Healthcare Services,2014-01,8,23610270,123,18,152,21,26,0,0,0,0,1,97,1,91,101
CHG Healthcare Services,2014-02,8,23610270,120,31,118,5,29,0,0,0,0,3,108,3,102,111
CHG Healthcare Services,2014-03,8,23610270,113,14,112,2,18,0,0,0,0,3,95,3,93,107
CHG Healthcare Services,2014-04,8,23610270,109,9,106,2,15,0,0,0,0,3,92,3,91,97
CHG Healthcare Services,2014-05,8,23610270,51,5,47,1,4,0,0,0,0,2,26,2,31,40
CHG Healthcare Services,2014-06,8,23610270,43,6,34,0,2,0,0,0,0,1,26,1,22,40
CHG Healthcare Services,2014-07,8,23610270,48,23,35,0,1,0,0,0,0,0,29,0,29,48
CHG Healthcare Services,2014-08,8,23610270,44,4,46,1,1,0,0,0,0,0,22,0,29,43
CHG Healthcare Services,2014-09,8,23610270,97,33,85,2,14,0,0,0,0,7,83,7,80,83
CHG Healthcare Services,2014-10,8,23610270,88,12,82,4,10,0,0,0,0,4,70,4,69,79
CHG Healthcare Services,2014-11,8,23610270,83,7,51,3,4,0,0,0,0,1,66,1,68,79
CHG Healthcare Services,2014-12,8,23610270,78,6,44,0,1,0,0,0,0,1,60,1,58,77
CHG Healthcare Services,2015-01,8,23610270,73,18,71,0,3,0,0,0,0,1,58,1,50,71
CHG Healthcare Services,2015-02,8,23610270,89,28,72,2,10,0,0,0,0,5,63,5,77,82
CHG Healthcare Services,2015-03,8,23610270,100,24,78,1,12,0,0,0,0,3,83,3,78,94
CHG Healthcare Services,2015-04,8,23610270,99,30,61,9,8,0,0,0,0,0,77,0,75,96
CHG Healthcare Services,2015-05,8,23610270,79,15,20,1,3,0,0,0,0,3,59,3,60,77
CHG Healthcare Services,2015-06,8,23610270,84,22,26,2,5,0,0,0,0,1,68,1,56,83
CHG Healthcare Services,2015-07,8,23610270,91,18,23,2,8,0,0,0,0,2,76,2,67,85
CHG Healthcare Services,2015-08,8,23610270,62,13,21,0,1,0,0,0,0,0,49,0,38,59
CHG Healthcare Services,2015-09,8,23610270,78,25,21,1,4,0,0,0,0,1,60,1,42,75
CHG Healthcare Services,2015-10,8,23610270,75,26,46,2,10,0,0,0,0,3,54,3,42,66
CHG Healthcare Services,2015-11,8,23610270,82,23,31,1,9,0,0,0,0,0,69,0,47,80
CHG Healthcare Services,2015-12,8,23610270,87,23,25,0,5,0,0,0,0,0,75,0,33,85
CHG Healthcare Services,2016-01,8,23610270,84,43,65,1,7,0,0,0,0,3,75,3,36,83
CHG Healthcare Services,2016-02,8,23610270,82,35,32,0,7,0,0,0,0,1,69,1,38,76
CHG Healthcare Services,2016-03,8,23610270,96,39,38,1,11,0,0,0,0,2,77,2,45,91
CHG Healthcare Services,2016-04,8,23610270,91,50,40,1,6,0,0,0,0,3,81,3,44,83
CHG Healthcare Services,2016-05,8,23610270,5,1,0,0,0,0,0,0,0,0,5,0,2,5
Quicken Loans,2015-10,9,14336163,283,255,646,147,37,5,0,0,0,62,49,62,235,114
Quicken Loans,2015-11,9,14336163,456,638,1201,219,74,8,0,0,0,128,104,128,365,158
Quicken Loans,2015-12,9,14336163,380,504,2067,184,70,7,0,0,0,108,69,108,300,154
Quicken Loans,2016-01,9,14336163,697,563,8388,508,66,6,0,0,0,100,80,100,606,155
Quicken Loans,2016-02,9,14336163,647,1123,2225,443,55,16,0,0,0,88,115,88,550,180
Quicken Loans,2016-03,9,14336163,378,638,812,238,34,5,0,0,0,84,49,84,308,129
Quicken Loans,2016-04,9,14336163,347,432,2441,229,49,11,0,0,0,83,70,83,295,81
Quicken Loans,2016-05,9,14336163,28,19,285,12,11,0,0,0,0,14,9,14,24,10
Zappos.com,2012-09,10,829968314,55,13,28,27,3,0,5,5,0,9,21,9,43,10
Zappos.com,2012-10,10,829968314,16,3,3,3,2,0,0,0,0,4,11,4,8,7
Zappos.com,2012-11,10,829968314,9,2,4,0,0,0,0,0,0,0,9,0,0,9
Zappos.com,2012-12,10,829968314,32,6,17,2,9,0,0,0,0,2,24,2,13,21
Zappos.com,2013-01,10,829968314,30,3,17,1,7,0,0,0,0,1,26,1,8,26
Zappos.com,2013-02,10,829968314,12,2,4,0,1,0,0,0,0,0,12,0,1,11
Zappos.com,2013-03,10,829968314,14,1,1,1,0,0,0,0,0,0,10,0,2,13
Zappos.com,2013-04,10,829968314,19,6,4,3,0,0,0,0,0,0,9,0,6,14
Zappos.com,2013-05,10,829968314,50,14,19,15,5,0,0,0,0,4,30,4,29,22
Zappos.com,2013-06,10,829968314,33,7,10,8,4,0,0,0,0,1,23,1,18,20
Zappos.com,2013-07,10,829968314,1,0,0,1,0,0,0,0,0,0,1,0,1,1
Mercedes-Benz USA,2011-08,11,309082586,12,0,2,2,0,0,0,0,0,0,0,0,3,8
Mercedes-Benz USA,2011-09,11,309082586,18,0,0,1,0,0,0,0,0,0,12,0,4,6
Mercedes-Benz USA,2011-10,11,309082586,25,0,2,9,0,0,0,0,0,0,11,0,13,11
Mercedes-Benz USA,2011-11,11,309082586,38,0,6,22,0,0,0,0,0,0,11,0,22,22
Mercedes-Benz USA,2011-12,11,309082586,19,0,1,5,0,0,0,0,0,0,8,0,5,11
Mercedes-Benz USA,2012-01,11,309082586,49,3,3,36,0,0,0,0,0,0,12,0,32,31
Mercedes-Benz USA,2012-02,11,309082586,17,2,4,6,0,0,0,0,0,0,6,0,8,13
Mercedes-Benz USA,2012-03,11,309082586,10,1,2,2,0,0,0,0,0,1,8,1,4,4
Mercedes-Benz USA,2012-04,11,309082586,20,3,2,10,0,0,0,0,0,0,3,0,13,9
Mercedes-Benz USA,2012-05,11,309082586,5,0,1,1,0,0,0,0,0,0,1,0,1,1
Mercedes-Benz USA,2012-06,11,309082586,21,0,5,12,0,0,0,0,0,0,7,0,10,16
Mercedes-Benz USA,2012-08,11,309082586,46,1,1,29,0,0,0,0,0,0,10,0,29,6
Mercedes-Benz USA,2012-09,11,309082586,30,0,2,18,0,0,0,0,0,0,8,0,17,7
Mercedes-Benz USA,2012-10,11,309082586,30,2,3,13,0,0,0,0,0,0,18,0,14,6
Mercedes-Benz USA,2012-11,11,309082586,33,2,8,17,0,0,0,0,0,0,18,0,16,4
Mercedes-Benz USA,2012-12,11,309082586,17,0,2,8,0,0,0,0,0,0,14,0,8,2
Mercedes-Benz USA,2013-01,11,309082586,15,3,8,1,0,0,0,0,0,0,12,0,3,1
Mercedes-Benz USA,2013-02,11,309082586,25,1,11,4,0,0,0,0,0,0,12,0,4,13
Mercedes-Benz USA,2013-03,11,309082586,16,1,0,2,0,0,0,0,0,0,1,0,2,9
Mercedes-Benz USA,2013-04,11,309082586,30,1,2,9,0,0,0,0,0,0,0,0,9,21
Mercedes-Benz USA,2013-05,11,309082586,18,0,16,6,2,0,0,0,0,0,4,0,8,6
Mercedes-Benz USA,2013-06,11,309082586,22,1,3,5,0,0,0,0,0,1,2,1,6,14
Mercedes-Benz USA,2013-07,11,309082586,37,24,42,16,0,0,0,0,0,6,5,6,13,19
Mercedes-Benz USA,2013-08,11,309082586,29,1,12,5,1,0,0,0,0,2,15,2,6,21
Mercedes-Benz USA,2013-09,11,309082586,40,7,3,4,0,0,0,0,0,4,35,4,3,32
Mercedes-Benz USA,2013-10,11,309082586,57,15,30,14,3,0,0,0,0,14,44,14,17,29
Mercedes-Benz USA,2013-11,11,309082586,39,22,24,8,0,0,0,0,0,2,28,2,10,22
Mercedes-Benz USA,2013-12,11,309082586,43,35,33,13,0,0,0,0,0,6,29,6,12,20
Mercedes-Benz USA,2014-01,11,309082586,52,37,33,21,0,0,0,0,0,3,28,3,26,29
Mercedes-Benz USA,2014-02,11,309082586,26,7,1,8,0,0,0,0,0,3,17,3,11,10
Mercedes-Benz USA,2014-03,11,309082586,31,69,47,11,0,0,0,0,0,4,15,4,14,13
Mercedes-Benz USA,2014-04,11,309082586,32,18,12,6,0,0,0,0,0,5,11,5,9,16
Mercedes-Benz USA,2014-05,11,309082586,19,16,5,2,0,0,0,0,0,2,8,2,4,8
Mercedes-Benz USA,2014-06,11,309082586,14,7,5,1,0,0,0,0,0,2,7,2,4,8
Mercedes-Benz USA,2014-07,11,309082586,19,7,0,3,0,0,0,0,0,5,6,5,4,10
Mercedes-Benz USA,2014-08,11,309082586,15,8,4,4,0,0,0,0,0,2,10,2,6,11
Mercedes-Benz USA,2014-09,11,309082586,12,21,3,0,0,0,0,0,0,10,0,10,0,0
Mercedes-Benz USA,2014-10,11,309082586,2,1,0,0,0,0,0,0,0,0,2,0,0,1
Mercedes-Benz USA,2014-11,11,309082586,4,14,2,0,0,0,0,0,0,2,3,2,2,0
Mercedes-Benz USA,2015-01,11,309082586,2,3,2,1,0,0,0,0,0,0,1,0,1,0
Mercedes-Benz USA,2015-02,11,309082586,5,11,2,4,0,0,0,0,0,2,0,2,4,3
Mercedes-Benz USA,2015-05,11,309082586,1,2,1,0,0,0,0,0,0,1,1,1,0,1
Mercedes-Benz USA,2015-07,11,309082586,1,5,1,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2009-04,12,36725949,4,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2009-05,12,36725949,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2009-06,12,36725949,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2009-07,12,36725949,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2009-08,12,36725949,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2009-09,12,36725949,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2009-10,12,36725949,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2009-11,12,36725949,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2010-01,12,36725949,1,0,3,0,0,0,0,0,0,0,1,0,0,0
DPR Construction,2010-02,12,36725949,1,0,1,0,0,0,0,0,0,0,0,0,1,0
DPR Construction,2010-03,12,36725949,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2010-09,12,36725949,1,0,2,0,0,0,0,0,0,0,0,0,1,0
DPR Construction,2010-10,12,36725949,1,0,2,0,0,0,0,0,0,0,0,0,0,0
DPR Construction,2010-11,12,36725949,1,0,1,0,0,0,0,0,0,0,1,0,0,0
DPR Construction,2010-12,12,36725949,2,0,3,0,0,0,0,0,0,0,1,0,1,1
DPR Construction,2011-01,12,36725949,1,1,2,0,0,0,0,0,0,0,1,0,0,1
DPR Construction,2011-04,12,36725949,1,0,1,0,0,0,0,0,0,0,0,0,1,1
DPR Construction,2011-10,12,36725949,2,0,1,0,0,0,0,0,0,0,0,0,1,2
DPR Construction,2011-12,12,36725949,1,0,0,0,0,0,0,0,0,0,0,0,0,1
DPR Construction,2012-01,12,36725949,2,2,7,0,0,0,0,0,0,0,0,0,1,2
DPR Construction,2012-02,12,36725949,2,1,2,0,0,0,0,0,0,0,0,0,0,2
DPR Construction,2012-04,12,36725949,1,0,0,0,0,0,0,0,0,0,1,0,1,0
DPR Construction,2012-05,12,36725949,4,3,7,0,0,0,0,0,0,0,3,0,3,3
DPR Construction,2012-06,12,36725949,16,1,22,0,1,0,0,0,0,4,7,4,7,9
DPR Construction,2012-07,12,36725949,24,7,28,1,5,0,0,0,0,3,5,3,12,13
DPR Construction,2012-08,12,36725949,22,1,33,0,8,0,0,0,0,2,9,2,12,18
