liPageId,companyString,geoSpecial,givenUrl,isGroup,job,liTab,trimmedUrl,affiliatedCompaniesLinks,affiliatedCompaniesNames,associatedGroupsLinks,associatedGroupsNames,careers,companySize,description,followers,founded,hq,industry,jobs,specialties,stats,title,type,website,fetchDone,fetchErrorMessage,parentCompanyLink
31,"Alston & Bird",,https://www.linkedin.com/company/8342?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427843787575%2Ctas%3AALSTON+%26+BIRD+CA&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427843787575%2Ctas%3AALSTON+%26+BIRD+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427843787575%2Ctas%3AALSTON+%26+BIRD+,0,0,0,https://www.linkedin.com/company/8342,,,,,NULL,"1001-5000 employees","ABBREVAt Alston & Bird, a leading national and international firm, our people trust the people they work for, take pride in what they do, enjoy the people they work with and serve the communities in which they live. Our workplace culture has been prais...","8,427 followers",1893,"One Atlantic Center 1201 W. Peachtree Street Atlanta, GA 30309 United States","Law Practice",NULL,"Full Service International Law Firm",NULL,"Alston & Bird LLP",Partnership,http://www.alston.com,1,NULL,NULL
32,"Ultimate Software",,https://www.linkedin.com/company/166574?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427843904397%2Ctas%3AULTIMATE+SOFTWARE+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427843904397%2Ctas%3AULTIMATE+SOFTWARE+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427843904397%2Ctas%3AULTIMATE+SOFTWARE+,0,0,0,https://www.linkedin.com/company/166574,,,,,Careers,"1001-5000 employees","ABBREVUltimate Software’s cloud-based UltiPro® helps simplify and improve work experiences for all employees. Organizations can easily manage global people data and processes with UltiPro and ensure their people feel engaged and productive from day one...","26,553 followers",1990,"2000 Ultimate Way Weston, FL 33326 United States","Computer Software",NULL,"Human Resources, Payroll, SaaS, Human Capital Management, HR, HCM, Talent Management, Business Intelligence, Recruitment, Onboarding, Salary Planning & Budgeting, Performance Management, People Management, Benefits Management, Time and Attendance",NULL,"Ultimate Software","Public Company",http://www.ultimatesoftware.com,1,NULL,NULL
33,"Burns & McDonnell",,https://www.linkedin.com/company/12902?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-2-5%2CtarId%3A1427843926075%2Ctas%3ABURNS+,0,0,0,https://www.linkedin.com/company/12902,,,,,Careers,"5001-10,000 employees","ABBREVChart your own course and change the world — with the support of people whose interests are aligned with yours. Sound amazing? At Burns & McDonnell, opportunity is waiting. We’re looking for strategic thinkers with big ideas and an entrepreneuria...","47,820 followers",1898,"9400 Ward Parkway Kansas City, MO 64114 United States","Civil Engineering",NULL,"Engineering, Architecture, Construction, Environmental and Consulting Solutions",NULL,"Burns & McDonnell","Privately Held",http://www.burnsmcd.com,1,NULL,NULL
34,Salesforce.com,,https://www.linkedin.com/company/3185?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427844090664%2Ctas%3ASALESFOR,0,0,0,https://www.linkedin.com/company/3185,,,,,NULL,"10,001+ employees","ABBREVSalesforce is the Customer Success Platform. Our social and mobile cloud technologies—including our flagship sales and CRM applications—help companies connect with customers, partners, and employees in entirely new ways. Privacy Statement: http:/...","609,917 followers",1999,"1 Market San Francisco, CA 94105 United States",Internet,NULL,"Enterprise Cloud Computing, Customer Relationship Management",NULL,Salesforce,"Public Company",http://www.salesforce.com,1,NULL,NULL
35,"Devon Energy",,https://www.linkedin.com/company/6848?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427844257202%2Ctas%3ADEVON+ENERGY+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427844257202%2Ctas%3ADEVON+ENERGY+,0,0,0,https://www.linkedin.com/company/6848,,,,,Careers,"5001-10,000 employees","ABBREVDevon Energy is a leading independent oil and natural gas exploration and production company. We have premier positions in North America's hottest plays, including the STACK, Delaware Basin, Eagle Ford, Barnett Shale, the Rockies and Canada's oil...","131,335 followers",1971,"333 West Sheridan Avenue Oklahoma City, Oklahoma 73102-5010 United States","Oil & Energy",NULL,"Oil, Natural Gas, Natural Gas Liquids, Energy, Exploration, Production, North America, Onshore, Marketing",NULL,"Devon Energy","Public Company",http://www.devonenergy.com,1,NULL,NULL
36,"PCL Construction Enterprises",,https://www.linkedin.com/company/15739?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427844471603%2Ctas%3APCL+CONSTRUCTION,0,0,0,https://www.linkedin.com/company/15739,,,,,Careers,"1001-5000 employees","ABBREVPCL is a group of independent construction companies that carries out work across Canada, the United States, the Caribbean, and in Australia. These diverse operations in the civil infrastructure, heavy industrial, and buildings markets are suppor...","70,109 followers",NULL,"9915-56th Avenue Edmonton, Alberta T6E 5L7 Canada",Construction,NULL,"BUILDINGS CONSTRUCTION, CIVIL INFRASTRUCTURE CONSTRUCTION, HEAVY INDUSTRIAL CONSTRUCTION",NULL,"PCL Construction","Privately Held",http://www.pcl.com,1,NULL,NULL
37,"Bingham McCutchen",,https://www.linkedin.com/company/162711?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427844496128%2Ctas%3ABINGHAM+MC,0,0,0,https://www.linkedin.com/company/162711,,,,,NULL,"1001-5000 employees","ABBREVBingham’s market-leading practices are focused on global financial services firms and Fortune 100 companies. We have 14 offices in the U.S., Europe and Asia, including New York, London, Tokyo, Hong Kong and Beijing. Over the years, the firm has i...","7,061 followers",NULL,"One Federal Street Boston, MA 02110 United States","Law Practice",NULL,NULL,NULL,"Bingham McCutchen LLP",Partnership,http://www.bingham.com,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
38,Scottrade,,https://www.linkedin.com/company/9385?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427845317097%2Ctas%3ASCOTTRADE+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427845317097%2Ctas%3ASCOTTRADE+,0,0,0,https://www.linkedin.com/company/9385,,,,,Careers,"1001-5000 employees","ABBREVScottrade, Inc., a financial services firm, partners with more than three million retail clients to provide the trading services and investment solutions they need to overcome barriers to financial success. Founded in 1980, Scottrade pairs its la...","20,846 followers",1980,"Visit Us Saint Louis, MO 63141 United States","Financial Services",NULL,"Investing, Online Brokerage Firm, Online Trading, Technical Analysis, Stock Market Information",NULL,Scottrade,"Privately Held",http://www.scottrade.com,1,NULL,NULL
39,"Whole Foods Market",,https://www.linkedin.com/company/3675875?trk=tyah&trkInfo=clickedVertical%3Ashowcase%2Cidx%3A4-1-9%2CtarId%3A1427845807269%2Ctas%3AWHOLE+FOODS+MARKET,0,0,0,https://www.linkedin.com/company/3675875,,,,,NULL,NULL,NULL,"6,604 followers",NULL,NULL,Retail,NULL,NULL,NULL,"Global Careers at Whole Foods Market",NULL,http://bit.ly/WF_Careers,1,NULL,https://www.linkedin.com/company/whole-foods-market?trk=parent_company_logo
40,"Whole Foods Market",,https://www.linkedin.com/company/157353?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A157353%2Cidx%3A2-1-4%2CtarId%3A1446048727342%2Ctas%3Awhole%20food,0,0,0,https://www.linkedin.com/company/157353,,,,,NULL,"10,001+ employees","ABBREVWhole Foods Market attracts people who are passionate—about great food, about the communities they live and work in, about how we treat our planet and our fellow humans—and who want to bring their passion into the workplace and make a difference....","164,376 followers",1980,"550 Bowie st Austin, TX, 78701 United States",Supermarkets,NULL,"Organic supermarket, Conscious business, Microfinance, Organic farming, Community outreach, Animal welfare, Organic produce, e-commerce",NULL,"Whole Foods Market","Public Company",http://www.wholefoodsmarket.com,1,NULL,NULL
41,"Goldman Sachs",,https://www.linkedin.com/company/1382?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427845895520%2Ctas%3AGOLDMAN+SACHS,0,0,0,https://www.linkedin.com/company/1382,,,,,Careers,"10,001+ employees","ABBREVAt Goldman Sachs, we believe progress is everyone’s business. That’s why we commit our people, capital and ideas to help our clients, shareholders and the communities we serve to grow. Founded in 1869, Goldman Sachs is a leading global investment...","645,457 followers",NULL,"200 West Street New York, New York 10282 United States","Investment Banking",NULL,NULL,NULL,"Goldman Sachs","Public Company",http://www.goldmansachs.com,1,NULL,NULL
42,"Nugget Market",,https://www.linkedin.com/company/941488?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A941488%2Cidx%3A1-1-1%2CtarId%3A1446048795242%2Ctas%3Anugget%20market,0,0,0,https://www.linkedin.com/company/941488,,,,,NULL,"1001-5000 employees","ABBREVNugget Markets is a Northern California family-owned and -operated grocer that strives to provide an extraordinary shopping experience. It was founded in 1926 by the father-and- son team William and Mack Stille, in Yolo County. Today the 4th and ...","1,483 followers",1926,"168 Court Street Woodland, CA 95695 United States",Retail,NULL,"Low prices on everyday needs, quality perishables, and incredible chef-prepared foods and baked items prepared daily by our in-house chefs and bakers.",NULL,"Nugget Market, Inc.","Privately Held",http://www.nuggetmarket.com,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
43,"Millennium: The Takeda Oncology Company",,https://www.linkedin.com/company/4682?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-2-8%2CtarId%3A1427849883551%2Ctas%3ATAKEDA+,0,0,0,https://www.linkedin.com/company/4682,,,,,NULL,"1001-5000 employees","ABBREVAt Takeda Oncology, “We Aspire to Cure Cancer.” Takeda Oncology is a leading biopharmaceutical company focused on oncology that combines the agility, ideals and camaraderie of a start-up with the resources of Japan’s largest pharmaceutical compan...","22,447 followers",1993,"40 Landsdowne St. Cambridge, MA 02139 United States",Pharmaceuticals,NULL,"oncology, drug development, biotechnology",NULL,"Takeda Oncology","Privately Held",http://www.takedaoncology.com,1,NULL,NULL
44,"Southern Ohio Medical Center",,https://www.linkedin.com/company/651918?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1427850061717%2Ctas%3ASOUTHERN+OHIO+MED,0,0,0,https://www.linkedin.com/company/651918,,,,,NULL,"1001-5000 employees","ABBREVSouthern Ohio Medical Center (SOMC) is a 222-bed hospital in Portsmouth, Ohio, providing emergency and surgical care, as well as a wide range of other health-care services (see Programs and Services for details). SOMC employs 2,200 full- and part...","1,437 followers",NULL,"1805 27th Street Portsmouth, Ohio 45662 United States","Hospital & Health Care",NULL,NULL,NULL,"Southern Ohio Medical Center","Non Profit",http://www.somc.org,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
45,"Plante Moran",,https://www.linkedin.com/company/8795?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427850168382%2Ctas%3APLANTE+MORAN,0,0,0,https://www.linkedin.com/company/8795,,,,,Careers,"1001-5000 employees","ABBREVPlante Moran (www.plantemoran.com) is among the nation’s largest certified public accounting and business advisory firms, providing clients with tax, audit, risk management, financial, technology, business consulting and wealth management service...","16,775 followers",1924,"27400 Northwestern Highway Southfield, Michigan 48037 United States",Accounting,NULL,"ABBREVAudit & Accounting, Tax, Consulting, Weath Management, Human Capital, Technology, International, Business Advisory Services, Manufacturing, Financial Services, Service Industries, Construction, Private Equity Group, K-12, Energy, Government, Heal...",NULL,"Plante Moran",Partnership,http://www.plantemoran.com,1,NULL,NULL
46,"W. L. Gore & Associates",,https://www.linkedin.com/company/5996?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-3%2CtarId%3A1427851019294%2Ctas%3AW.L.+GORE,0,0,0,https://www.linkedin.com/company/5996,,,,,Careers,"5001-10,000 employees","ABBREVW. L. Gore & Associates is a uniquely creative, technology-driven enterprise focused on discovery and product innovation. Gore has served a variety of global markets for more than 50 years, providing our customers with high-value products that en...","29,533 followers",1958,"555 Paper Mill Road Newark, DE 19711 United States","Medical Devices",NULL,"Gore medical implants have been saving lives for 30 years, Gore industrial products optimize manufacturing processes, Gore fabrics protect and perform under many conditions, and, Gore electronic products are reliable in the most demanding environments.",NULL,"W. L. Gore & Associates","Privately Held",http://www.gore.com,1,NULL,NULL
47,"St. Jude Children's Research Hospital",,https://www.linkedin.com/company/7639?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A7639%2Cidx%3A2-2-3%2CtarId%3A1446049020350%2Ctas%3Ast%20jude,0,0,0,https://www.linkedin.com/company/7639,,,,,Careers,"1001-5000 employees","ABBREVSt. Jude Children's Research Hospital, founded by the late entertainer Danny Thomas, is one of the world's premier centers for the research and treatment of pediatric cancer and other catastrophic childhood diseases. St. Jude is the first and onl...","42,066 followers",1962,"501 St. Jude Place Memphis, TN 38105 United States","Hospital & Health Care",NULL,"Research Hospital",NULL,"St. Jude Children's Research Hospital","Non Profit",http://www.stjude.org,1,NULL,NULL
48,"SVB Financial Group",,https://www.linkedin.com/company/5090?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-3-9%2CtarId%3A1427851177511%2Ctas%3ASVB+,0,0,0,https://www.linkedin.com/company/5090,,,,,NULL,"1001-5000 employees","ABBREVSVB Financial Group is the parent company of Silicon Valley Bank. Connect with us on LinkedIn at http://www.linkedin.com/company/silicon-valley-bank Banking the world's most innovative companies and exclusive wineries, SVB's diverse financial ser...","6,064 followers",1983,"3005 Tasman Drive Santa Clara, CA 95054 United States","Financial Services",NULL,"Financial Services and Banking for the Innovation Sector",NULL,"SVB Financial Group","Public Company",http://www.svb.com,1,NULL,NULL
49,Adobe,,https://www.linkedin.com/company/1480?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427851289567%2Ctas%3AADOBE+CA&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427851289567%2Ctas%3AADOBE+,0,0,0,https://www.linkedin.com/company/1480,,,,,Careers,"10,001+ employees","ABBREVAdobe is changing the world through digital experiences. For more than two decades, Adobe has been at the heart of making engaging experiences happen, and we fuel the content creation and delivery ecosystem in a way no other technology company ca...","552,527 followers",1982,"345 Park Avenue San Jose, CA 95110-2704 United States","Computer Software",NULL,"Software, Creative Cloud, Digital Marketing, Web Experience Management, Digital Media, Creative Suite, Digital Publishing, Photoshop, Online Analytics, Illustrator, Touch Apps, Acrobat, Mobile Apps, Social Marketing, Web Marketing, Social Measurement",NULL,Adobe,"Public Company",http://www.adobe.com,1,NULL,NULL
50,"Baptist Health South Florida",,https://www.linkedin.com/company/14991?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-3-6%2CtarId%3A1427851316393%2Ctas%3ABAPTIST+HEALTH+S,0,0,0,https://www.linkedin.com/company/14991,,,,,Careers,"10,001+ employees","ABBREVThe Best Place To Be Your Best What is it that makes Baptist Health South Florida distinctive and unique among other healthcare organizations? Quite simply, it’s our commitment to putting quality first in everything we do. Everything we do at Bap...","24,890 followers",NULL,"6855 Red Road Coral Gables, Florida 33143 United States","Hospital & Health Care",NULL,"Cancer, Cardiovascular, Children's Health, Diabetes, Gamma Knife, Diagnostic, Childbirth, Rehabilitation, Senior Services, Women's Health, Urgent Care",NULL,"Baptist Health South Florida","Non Profit",http://careers.baptisthealth.net,1,NULL,NULL
51,"Novo Nordisk",,https://www.linkedin.com/company/2227?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427851449634%2Ctas%3ANOVO+NORDISK,0,0,0,https://www.linkedin.com/company/2227,,,,,Careers,"10,001+ employees","ABBREVAt Novo Nordisk, we are driving change to defeat diabetes and other serious chronic conditions. Diabetes poses one of today’s biggest global health challenges. We work for a future where fewer people get diabetes, everyone with diabetes is diagno...","397,066 followers",1923,"Novo Alle Bagsværd, 2880 Denmark",Pharmaceuticals,NULL,"Pharmaceuticals, Insulin, Growth Hormone, Immunotherapy",NULL,"Novo Nordisk","Public Company",http://www.novonordisk.com,1,NULL,NULL
52,"Balfour Beatty Construction",,https://www.linkedin.com/company/17438?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427851489322%2Ctas%3ABALFOUR+BEATTY+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427851489322%2Ctas%3ABALFOUR+BEATTY,0,0,0,https://www.linkedin.com/company/17438,,,,,Careers,"1001-5000 employees","ABBREVThe third largest general contractor in the US, Balfour Beatty Construction builds unique structures that play an important role in how people live, work, learn, and play in our communities. Our team members define solutions that help us to achie...","70,140 followers",1933,NULL,Construction,NULL,"Construction Management at Risk and Agency, BIM / VDC, General Contracting, Preconstruction, Public Private Partnerships, Scheduling, Program Management, Energy Modeling, Design Build, Design Bid Build",NULL,"Balfour Beatty Construction US","Public Company",http://www.balfourbeattyus.com,1,NULL,NULL
53,"National Instruments",,https://www.linkedin.com/company/3433?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427851604484%2Ctas%3ANATIONAL+INSTRUMENTS+,0,0,0,https://www.linkedin.com/company/3433,,,,,Careers,"5001-10,000 employees","ABBREVSince 1976, NI has made it possible for engineers and scientists to solve the world’s greatest engineering challenges with powerful, flexible technology solutions that accelerate productivity and drive rapid innovation. Customers from a wide vari...","63,414 followers",1976,"11500 North Mopac Expwy Austin, TX 78759-3504 United States","Electrical/Electronic Manufacturing",NULL,"engineering, scientists, design, prototype, deploy, measurement, automation, embedded, software, LabVIEW, RF, embedded",NULL,"National Instruments","Public Company",http://www.ni.com,1,NULL,NULL
54,Intel,,https://www.linkedin.com/company/1053?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427851620258%2Ctas%3AINTEL,0,0,0,https://www.linkedin.com/company/1053,,,,,Careers,"10,001+ employees","ABBREVINTEL MAKES POSSIBLE THE MOST AMAZING EXPERIENCES OF THE FUTURE You know us best for our processors. But we do so much more. We are makers, catalysts and inventors. We innovate at the boundaries of technology to make amazing experiences possible ...","732,960 followers",1968,"Robert Noyce Building Santa Clara, California 95052 United States",Semiconductors,NULL,"semiconductor design and manufacturing",NULL,"Intel Corporation","Public Company",http://www.intel.com,1,NULL,NULL
55,"American Fidelity Assurance",,https://www.linkedin.com/company/26205?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-4%2CtarId%3A1427851827503%2Ctas%3AAMERICAN+FIDELITY+,0,0,0,https://www.linkedin.com/company/26205,,,,,Careers,"1001-5000 employees","American Fidelity is a supplemental benefits provider with a focus on offering a different opinion for Customers in education, municipality, auto retail and healthcare. We serve more than one million customers across 49 states.","3,610 followers",1960,"9000 Cameron Parkway Oklahoma City, OK 73114 United States",Insurance,NULL,"ABBREVJobs in Oklahoma, Oklahoma City jobs, IT jobs, Account manager jobs, Customer service jobs, Benefits positions, OKC jobs, Sales jobs, Technical jobs, IT careers, Jobs in OKC, Jobs in Oklahoma City, American Fidelity careers, Careers at American F...",NULL,"American Fidelity","Privately Held",http://www.americanfidelity.com,1,NULL,NULL
56,PricewaterhouseCoopers,,https://www.linkedin.com/company/1044?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-9%2CtarId%3A1427851854802%2Ctas%3APWC,0,0,0,https://www.linkedin.com/company/1044,,,,,Careers,"10,001+ employees","ABBREVPwC US helps organizations and individuals create the value they’re looking for. We’re a member of the PwC network of firms in 157 countries with more than 184,000 people. We’re committed to delivering quality in assurance, tax and advisory servi...","1,105,246 followers",NULL,"300 Madison Ave New York, NY 10017 United States",Accounting,NULL,"Assurance, Tax, Advisory",NULL,PwC,Partnership,http://www.pwc.com,1,NULL,NULL
57,"Children's Healthcare of Atlanta",,https://www.linkedin.com/company/9553?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-3-6%2CtarId%3A1427851987792%2Ctas%3ACHILDREN%27S+HEALTHCARE+,0,0,0,https://www.linkedin.com/company/9553,,,,,Careers,"5001-10,000 employees","ABBREVFor more than 100 years we've been 100 percent dedicated to kids. Children’s Healthcare of Atlanta, a not-for-profit organization, is dedicated to making kids better today and healthier tomorrow. Our specialized care helps children get better fas...","33,544 followers",NULL,"3 Hospital Locations; 25 Neighborhood Locations Atlanta, GA 30329 United States","Hospital & Health Care",NULL,"Pediatric Healthcare System, Sports Medicine, Hospital, Rehabilitation, Cancer, Cardiac, Emergency Care, Neurosciences, Urgent Care, Autism, Telemedicine, Orthopaedics, Surgery, Transport",NULL,"Children's Healthcare of Atlanta","Non Profit",http://www.choa.org,1,NULL,NULL
58,"World Wide Technology",,https://www.linkedin.com/company/9089?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427852021654%2Ctas%3AWORLD+WIDE+TECHNOLOGY,0,0,0,https://www.linkedin.com/company/9089,https://www.linkedin.com/company/asynchrony-solutions?trk=affco,"Asynchrony Labs",,,Careers,"1001-5000 employees","ABBREVWorld Wide Technology, Inc. (WWT) is a leading technology integrator providing technology products, services and supply chain solutions to customers around the globe. WWT understands today’s advanced technologies, including Unified Communications...","28,318 followers",1990,NULL,"Information Technology and Services","59 jobs posted","IT Solutions - Integration and Staging, eCommerce Integration, Supply Chain Services, Consulting, Systems Integration, Professional Services","2,813Employees on LinkedIn","World Wide Technology","Privately Held",http://www.wwt.com,1,NULL,NULL
59,"Allianz Life Insurance",,https://www.linkedin.com/company/2979?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427852119404%2Ctas%3AALLIANZ+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427852119404%2Ctas%3AALLIANZ+,0,0,0,https://www.linkedin.com/company/2979,,,,,Careers,"10,001+ employees","ABBREVJoin Allianz Group to build with us the strongest financial community! About Allianz Group: Founded in 1890 in Berlin, Allianz Group is a global leader and employer in insurance and financial services in more than 70 countries worldwide. With All...","163,790 followers",1890,"Koeniginstrasse 28 Munich, 80802 Germany","Financial Services",NULL,"Insurance, Asset Management",NULL,"Allianz Group","Public Company",http://www.allianz.com/careers,1,NULL,NULL
60,Autodesk,,https://www.linkedin.com/company/1879?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427852142939%2Ctas%3AAUTODESK,0,0,0,https://www.linkedin.com/company/1879,,,,,Careers,"5001-10,000 employees","ABBREVFor more than 30 years, Autodesk software has helped designers, engineers, visual artists, students and makers imagine, design and create a better world. Advances in accessible 3D design and fabrication technology are disrupting the design, engin...","151,938 followers",1982,"111 McInnis Pkwy, San Rafael, CA 94903 San Rafael, CA 94903 United States","Computer Software",NULL,"3D Design Software and Technology, Digital Prototyping, Sustainable Design Software, Media & Entertainment, Consumer Software, PLM, Cloud, Mobile",NULL,Autodesk,"Public Company",http://www.autodesk.com,1,NULL,NULL
61,"Methodist Hospital System",,https://www.linkedin.com/company/340784?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427852249987%2Ctas%3AMETHODIST+HOSPITAL+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427852249987%2Ctas%3AMETHODIST+HOSPITAL+,0,0,0,https://www.linkedin.com/company/340784,,,,,NULL,"1001-5000 employees","ABBREVAbout Methodist Hospital of Southern California Methodist Hospital, founded in 1903, is a 400-bed, not-for-profit hospital serving the central San Gabriel Valley. Our mission is to provide high-quality healing services while caring for the patien...","1,772 followers",1903,"300 W. Huntington Drive Arcadia, CA 91007 United States","Hospital & Health Care",NULL,NULL,NULL,"Methodist Hospital of Southern California","Non Profit",http://www.methodisthospital.org,1,NULL,NULL
62,"Baker Donelson",,https://www.linkedin.com/company/18418?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427852292873%2Ctas%3ABAKER+DONELSON,0,0,0,https://www.linkedin.com/company/18418,,,,,Careers,"1001-5000 employees","ABBREVFor more than 125 years, Baker Donelson has built a reputation for achieving results for our clients on a wide range of legal matters. While providing legal services is our focus, it is how we deliver them that sets us apart. Our goal is to provi...","4,216 followers",NULL,"2000 First Tenessee Building 165 Madison Avenue Memphis, TN 38103 United States","Law Practice",NULL,"ABBREVAcquisitions; Bankruptcy; Business; Construction; Corporate; Employment; Finance; Government Regulatory Actions; Health Care; Intellectual Property; Labor; Litigation; Mergers; Products Liability; Public Policy; Real Estate; Securities; Tax; Tran...",NULL,"Baker Donelson","Privately Held",http://www.bakerdonelson.com,1,NULL,NULL
63,"Men's Wearhouse",,https://www.linkedin.com/company/410499?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427854981047%2Ctas%3Amen%27s+wearhouse,0,0,0,https://www.linkedin.com/company/410499,,,,,Careers,"10,001+ employees","ABBREVThink of Men’s Wearhouse and you can’t help but think of our guarantee. That guarantee is the foundation of our business, it’s true. But as an employee, you’ll find that our credo goes much deeper. At Men’s Wearhouse, our mission is to maximize s...","17,141 followers",1973,"6380 Rogerdale Houston, Texas 77072 United States",Retail,NULL,"Men's apparel, Men's formalwear, Business attire, Men's casual attire, On-site tailoring services",NULL,"Men's Wearhouse","Public Company",http://www.menswearhouse.com,1,NULL,NULL
64,"Scripps Health",,https://www.linkedin.com/company/14822?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427855016497%2Ctas%3Ascripps+health+,0,0,0,https://www.linkedin.com/company/14822,,,,,Careers,"10,001+ employees","ABBREVMedical Excellence Every Step of the Way Scripps has been caring for San Diegans for nearly 90 years. In 2013, Scripps was recognized among the top five large health systems in the nation by Truven, and we’re honored that many of our medical spec...","25,240 followers",1890,NULL,"Hospital & Health Care",NULL,"Orthopedics and Spine, Cancer Care, Dermatology, Heart Care, Integrative Medicine, Physical Rehabilitation, Laser and Cosmetic Dermatology, Sports Medicine, Bariatric Surgery, Women's Health",NULL,"Scripps Health","Non Profit",http://www.scripps.org,1,NULL,NULL
65,"Marriott International",,https://www.linkedin.com/company/2311?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-2%2CtarId%3A1427855498648%2Ctas%3AMARRIOTT+INTERNATIONAL+,0,0,0,https://www.linkedin.com/company/2311,,,,,Careers,"10,001+ employees","ABBREVMarriott International is a leading global lodging company based in Bethesda, Maryland, USA, with more than 4,100 properties in 79 countries and reported revenues of nearly $14 billion in fiscal year 2014. Its heritage can be traced to a root bee...","414,793 followers",1927,"10400 Fernwood Road Bethesda, MD 20817 United States",Hospitality,NULL,"Hospitality, lodging, hotels, vacation, business travel",NULL,"Marriott International","Public Company",http://www.marriott.com,1,NULL,NULL
