liPageId,companyString,geoSpecial,givenUrl,isGroup,job,liTab,trimmedUrl,affiliatedCompaniesLinks,affiliatedCompaniesNames,associatedGroupsLinks,associatedGroupsNames,careers,companySize,description,followers,founded,hq,industry,jobs,specialties,stats,title,type,website,fetchDone,fetchErrorMessage,parentCompanyLink
66,"Perkins Coie",,https://www.linkedin.com/company/6765?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427855535320%2Ctas%3APERKINS+COIE,0,0,0,https://www.linkedin.com/company/6765,,,,,Careers,"1001-5000 employees","ABBREVPerkins Coie LLP offers legal advisory services. The firm’s practice areas include business law, bankruptcy and restructuring, environment and natural resources, estate planning and trust services, finance, intellectual property, labor and employ...","8,758 followers",1912,"1201 Third Avenue Suite 4900 Seattle, WA 98101 United States","Law Practice",NULL,NULL,NULL,"Perkins Coie LLP",Partnership,http://www.perkinscoie.com,1,NULL,NULL
67,"Ernst & Young",,https://www.linkedin.com/company/1073?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-2-5%2CtarId%3A1427855796989%2Ctas%3AERNST+%26+YOUN,0,0,0,https://www.linkedin.com/company/1073,,,,,Careers,"10,001+ employees","ABBREVEY is a global leader in assurance, tax, transaction and advisory services. The insights and quality services we deliver help build trust and confidence in the capital markets and in economies the world over. We develop outstanding leaders who te...","1,366,169 followers",1989,"6 More London Place London, SE1 2DA United Kingdom",Accounting,NULL,"Advisory, Assurance, Tax, Transactions, Audit, Mergers, M&A, Financial Services, Accounting, Professional Services",NULL,EY,"Privately Held",http://www.ey.com,1,NULL,NULL
68,"American Express",,https://www.linkedin.com/company/1277?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-7%2CtarId%3A1427855880937%2Ctas%3AAMERICAN+EXPRESS,0,0,0,https://www.linkedin.com/company/1277,,,,,Careers,"10,001+ employees","ABBREVAmerican Express is a global service company, providing customers with exceptional access to products, insights and experiences that enrich lives and build business success. Each day, American Express makes it easier, safer and more rewarding for...","442,992 followers",NULL,"World Financial Center, 200 Vesey Street New York, NY 10285 United States","Financial Services",NULL,"Financial Services, Business Travel, Corporate Card, Network Services, Merchants Services",NULL,"American Express","Public Company",https://www.americanexpress.com/,1,NULL,NULL
69,Nordstrom,,https://www.linkedin.com/company/3379?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427855924493%2Ctas%3ANORDSTROM+,0,0,0,https://www.linkedin.com/company/3379,,,,,Careers,"10,001+ employees","ABBREVAt Nordstrom, we empower our employees to set their sights high and blaze their own trails. This is a place where your future success and growth are truly a result of your own efforts and achievements. Our teams are made up of motivated individua...","197,845 followers",1901,NULL,Retail,NULL,NULL,NULL,Nordstrom,"Public Company",http://www.nordstrom.com,1,NULL,NULL
70,"Build-A-Bear Workshop",,https://www.linkedin.com/company/17574?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-5%2CtarId%3A1427856098480%2Ctas%3ABUILD-A-BEAR,0,0,0,https://www.linkedin.com/company/17574,,,,,NULL,"5001-10,000 employees","ABBREVBuild-A-Bear Workshop, Inc., is the leading and only global company that offers an interactive retail-entertainment experience. We take pride in helping our Guests mark special occasions, start new friendships, and create their own unique adventu...","7,360 followers",1997,"1954 Innerbelt Business Center Drive St. Louis, MO 63114 United States",Retail,NULL,"toys, bears, stuffed animals, entertainment, dogs, cats, monkeys",NULL,"Build-A-Bear Workshop","Public Company",http://www.buildabear.com/,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
71,"General Mills",,https://www.linkedin.com/company/2822?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427856134261%2Ctas%3AGENERAL+MILLS,0,0,0,https://www.linkedin.com/company/2822,,,,,Careers,"10,001+ employees","ABBREVOne of the world's leading food companies, General Mills operates in more than 100 countries and markets more than 100 consumer brands, including Cheerios, Yoplait, Betty Crocker, Pillsbury, Häagen-Dazs, Nature Valley, Green Giant, Old El Paso, P...","173,599 followers",1928,"One General Mills Boulevard Minneapolis, Minnesota 55426 United States","Consumer Goods",NULL,"Food Production, Marketing, Consumer Packaged Goods, CPG",NULL,"General Mills","Public Company",http://www.generalmills.com,1,NULL,NULL
72,TDIndustries,,https://www.linkedin.com/company/23004?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427856304175%2Ctas%3ATDINDUSTRIES,0,0,0,https://www.linkedin.com/company/23004,,,,,Careers,"1001-5000 employees","ABBREVTDIndustries delivers a comprehensive approach to Facility Services and Mechanical Construction. TD partners with clients across the entire life-cycle of a facility from engineering and construction to operations and maintenance. For 70 years, TD...","4,956 followers",1946,"13850 Diplomat Drive Dallas, TX 75234 United States",Construction,NULL,"Mechanical Construction, Energy Solutions, Facilities Management, Automation and Controls, Truck Based Service",NULL,TDIndustries,"Privately Held",http://www.tdindustries.com,1,NULL,NULL
73,"Atlantic Health",,https://www.linkedin.com/groups?gid=2048651&mostPopular=&trk=tyah&trkInfo=clickedVertical%3Agroup%2Cidx%3A2-1-4%2CtarId%3A1427856546587%2Ctas%3AATLANTIC+HEALTH+CARE,1,0,0,https://www.linkedin.com/groups,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL
74,"Atlantic Health",,https://www.linkedin.com/company/11804?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A11804%2Cidx%3A4-1-11%2CtarId%3A1446050019169%2Ctas%3AAtlantic%20heal,0,0,0,https://www.linkedin.com/company/11804,,,,,NULL,"5001-10,000 employees","ABBREVAtlantic Health System is one of the largest non-profit health care systems in New Jersey, providing a wide array of health care services to the residents of Northern and Central regions of the state as well as Pike County, PA, and southern Orang...","8,608 followers",NULL,NULL,"Hospital & Health Care",NULL,"Pediatrics, Women's health, Orthopedics, Cancer Care, Cardiovascular care, Neuroscience, Home Care",NULL,"Atlantic Health","Non Profit",http://www.atlantichealth.org,1,NULL,NULL
75,QuikTrip,,https://www.linkedin.com/company/39542?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427856565402%2Ctas%3AQUIKTRIP,0,0,0,https://www.linkedin.com/company/39542,,,,,NULL,"10,001+ employees","ABBREVQuikTrip Corporation is a privately held company headquartered in Tulsa, Oklahoma. Founded in 1958, QuikTrip has grown to a more than $11 billion company with 700+ stores in eleven states. Those revenues place QuikTrip high on the Forbes listing ...","12,778 followers",1958,NULL,Retail,NULL,NULL,NULL,QuikTrip,"Privately Held",http://www.quiktrip.com,1,NULL,NULL
76,Deloitte,,https://www.linkedin.com/company/1038?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427856925361%2Ctas%3ADELOITTE+C&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427856925361%2Ctas%3ADELOITTE+,0,0,0,https://www.linkedin.com/company/1038,,,,,Careers,"10,001+ employees","ABBREVDeloitte drives progress. Our firms around the world help clients become leaders wherever they choose to compete. Deloitte invests in outstanding people of diverse talents and backgrounds and empowers them to achieve more than they could elsewher...","1,866,538 followers",NULL,"30 Rockefeller Plaza New York, NY 10112 United States","Management Consulting",NULL,"Audit, Consulting, Financial Advisory, Risk Management, and Tax services",NULL,Deloitte,"Privately Held",http://www.deloitte.com/global,1,NULL,NULL
77,Genentech,,https://www.linkedin.com/company/2276?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1427857299061%2Ctas%3AGENENTECH,0,0,0,https://www.linkedin.com/company/2276,,,,,Careers,"10,001+ employees","ABBREVAbout Genentech We're passionate about finding solutions for people facing the world's most difficult-to-treat conditions. That is why we use cutting-edge science to create and deliver innovative medicines around the globe. To us, science is pers...","188,795 followers",1976,NULL,Biotechnology,NULL,"Oncology, Immunology, Disorders of Tissue Growth and Repair, Neuroscience and Infectious Disease",NULL,Genentech,"Privately Held",http://www.gene.com,1,NULL,NULL
78,"Umpqua Bank",,https://www.linkedin.com/company/17603?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356083315%2Ctas%3AUMPQUA+BANK+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356083315%2Ctas%3AUMPQUA+BANK+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356083315%2Ctas%3AUMPQUA+BANK+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356083315%2Ctas%3AUMPQUA+BANK+,0,0,0,https://www.linkedin.com/company/17603,,,,,Careers,"1001-5000 employees","ABBREVThe World's Greatest Bank It’s a promise to do better than anyone expects of us today, then do it even better tomorrow. It’s a belief in doing good, not just doing well. It’s treating every customer as if you’ve known them your entire life. It’s ...","10,507 followers",NULL,"445 SE Main Roseburg, OR 97470 United States",Banking,NULL,NULL,NULL,"Umpqua Bank","Public Company",http://www.umpquabank.com,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
79,"Teach For America",,https://www.linkedin.com/company/157314?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-7%2CtarId%3A1428356111859%2Ctas%3ATEACH+FOR+AMERICA,0,0,0,https://www.linkedin.com/company/157314,,,,,Careers,"1001-5000 employees","ABBREVOne day, all children in this nation will have the opportunity to attain an excellent education. Teach For America works in partnership with communities to expand educational opportunity for children facing the challenges of poverty. Founded in 1...","78,781 followers",1990,"25 Broadway 12th Floor New York, NY 10004 United States","Education Management",NULL,"education, schools, teach, alumni, low-income communities, leadership, change, teacher, career, information technology",NULL,"Teach For America","Non Profit",http://www.teachforamerica.org/,1,NULL,NULL
80,"Mayo Clinic",,https://www.linkedin.com/company/4725?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356247732%2Ctas%3AMAYO+CLINIC+J&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356247732%2Ctas%3AMAYO+CLINIC+,0,0,0,https://www.linkedin.com/company/4725,,,,,Careers,"10,001+ employees","ABBREVMayo Clinic is the first and largest integrated, not-for-profit medical group practice in the world. Doctors from every medical specialty work together to care for patients, joined by common systems and a philosophy of ""the needs of the patient c...","82,173 followers",NULL,"200 First St. S.W. Rochester, Minnesota 55905 United States","Hospital & Health Care",NULL,"Heart Care, Cancer Treatment, Transplantation, Neurosciences",NULL,"Mayo Clinic","Non Profit",http://www.mayoclinic.org,1,NULL,NULL
81,"EOG Resources",,https://www.linkedin.com/company/22849?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356307677%2Ctas%3AEOG+RESOUR,0,0,0,https://www.linkedin.com/company/22849,,,,,NULL,"1001-5000 employees","ABBREVEOG Resources is a Fortune 500 company with its headquarters in the Heritage Plaza building in downtown Houston, Texas. The company is one of the largest independent oil and natural gas companies in the United States with proven reserves in the U...","50,875 followers",NULL,"sky lobby 2 Houston, Texas 77002 United States","Oil & Energy",NULL,"oil, natural gas, exploration, production, Onshore, Natural Gas Liquids",NULL,"EOG Resources","Public Company",http://www.eogresources.com,1,NULL,NULL
82,Starbucks,,https://www.linkedin.com/company/2271?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-7%2CtarId%3A1428356435298%2Ctas%3ASTARBUCKS+CA&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A3-1-7%2CtarId%3A1428356435298%2Ctas%3ASTARBUCKS+C,0,0,0,https://www.linkedin.com/company/2271,,,,,Careers,"10,001+ employees","ABBREVBy bringing people together over coffee, Starbucks has become one of the world’s best-known and best-loved companies. We purchase, roast and serve award-winning coffee. We also offer Italian-style espresso beverages, cold blended beverages, delic...","685,137 followers",1971,"2401 Utah Ave S Seattle, WA 98134 United States",Retail,NULL,"Coffee, Food, Juice, Tea",NULL,Starbucks,"Public Company",http://www.starbucks.com/careers,1,NULL,NULL
83,"Rackspace Hosting",,https://www.linkedin.com/company/5234?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356476261%2Ctas%3ARACKSPACE+HOSTING,0,0,0,https://www.linkedin.com/company/5234,,,,,Careers,"5001-10,000 employees","ABBREVRackspace (NYSE: RAX), the #1 managed cloud company, helps businesses tap the power of cloud computing without the complexity and cost of managing it on their own. Rackspace engineers deliver specialized expertise, easy-to-use tools, and Fanatica...","85,283 followers",1998,"1 Fanatical Place San Antonio, Texas 78218 United States","Information Technology and Services",NULL,"Hybrid Hosting, Cloud Hosting, E-Mail Hosting, Dedicated Managed Hosting, IT Services, Platform Hosting, VPN's, Network Security, SharePoint, Rackspace Managed Security, Managed Cloud, Fanatical Support for Microsoft Azure, Fanatical Support for AWS",NULL,"Rackspace, the #1 managed cloud company","Public Company",http://www.rackspace.com,1,NULL,NULL
84,"FactSet Research Systems",,https://www.linkedin.com/company/163755?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356611811%2Ctas%3AFACTSET+,0,0,0,https://www.linkedin.com/company/163755,,,,,NULL,"5001-10,000 employees","ABBREVFactSet is a leading provider of financial data and analytic applications for investment management and investment banking professionals around the globe. FactSet offers instant access to financial data and analytics to thousands of analysts, por...","44,262 followers",1978,"601 Merritt 7 Norwalk, CT 06851 United States","Computer Software",NULL,"finance, technology, investment management, investment banking, wealth management, trading, private equity",NULL,FactSet,"Public Company",http://www.factset.com,1,NULL,NULL
85,Microsoft,,https://www.linkedin.com/company/1035?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356648177%2Ctas%3AMICROSOFT+JOB&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356648177%2Ctas%3AMICROSOFT+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356648177%2Ctas%3AMICROSOFT+,0,0,0,https://www.linkedin.com/company/1035,,,,,Careers,"10,001+ employees","ABBREVAt Microsoft, we aim to empower every person and organization on the planet to achieve more — and we empower our employees the same way. Everyone who works here has the power to build on. Those two little words show the way we think. They’re a ch...","2,891,181 followers",1975,"1 Microsoft Way Redmond, WA 98052 United States","Computer Software",NULL,"Business Software, Design Tools, Developer Tools, Entertainment Products, Hardware, Home & Educational Software, Tablets, Search, Advertising, Servers, Windows Operating System, Windows Applications & Platforms, Smartphones, Cloud Computing",NULL,Microsoft,"Public Company",http://www.microsoft.com/,1,NULL,NULL
86,Aflac,,https://www.linkedin.com/company/3997?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356797304%2Ctas%3AAFLAC+CA&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356797304%2Ctas%3AAFLAC+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356797304%2Ctas%3AAFLAC+,0,0,0,https://www.linkedin.com/company/3997,,,,,Careers,"10,001+ employees","ABBREVOver 50 Million people worldwide have chosen Aflac because of our commitment to providing customers with the confidence that comes from knowing they have assistance in being prepared for whatever life may bring. With Aflac, whether you're a large...","65,947 followers",1955,"World Wide Headquarters 1932 Wynnton Road Columbus, GA 31999 United States",Insurance,NULL,"Employee Benefits, Broker Relationships, PEO, Small Business, Individual Policies",NULL,Aflac,"Public Company",http://www.aflac.com//,1,NULL,NULL
87,"Publix Super Markets",,https://www.linkedin.com/company/7242?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356827489%2Ctas%3APUBLIX,0,0,0,https://www.linkedin.com/company/7242,,,,,Careers,"10,001+ employees","ABBREVFounded in 1930, Publix Super Markets is the largest and fastest-growing employee-owned supermarket chain in the United States. We are privately-owned, hold no long-term debt, have avoided layoffs, and continue to grow year after year. Publix and...","59,387 followers",NULL,"3300 Publix Corporate Parkway Lakeland, Florida 33811 United States",Retail,NULL,"Retail, Pharmacy, Corporate, Manufacturing, Distribution, Information Systems",NULL,"Publix Super Markets","Privately Held",http://www.publix.com,1,NULL,NULL
88,Mattel,,https://www.linkedin.com/company/3214?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428356978918%2Ctas%3AMATTEL,0,0,0,https://www.linkedin.com/company/3214,,,,,Careers,"10,001+ employees","ABBREVMattel, Inc. (Nasdaq: MAT) is the worldwide leader in the design, manufacture and marketing of toys and family products. The Mattel family is comprised of such best-selling brands as Barbie®, the most popular fashion doll ever produced, Hot Wheel...","91,006 followers",1945,NULL,"Consumer Goods",NULL,NULL,NULL,"Mattel, Inc.","Public Company",http://www.mattel.com,1,NULL,NULL
89,Stryker,,https://www.linkedin.com/company/3282?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428357668667%2Ctas%3ASTRYKER+JOB&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428357668667%2Ctas%3ASTRYKER+,0,0,0,https://www.linkedin.com/company/3282,,,,,Careers,"10,001+ employees","ABBREVStryker is one of the world's leading medical technology companies and together with our customers, we are driven to make healthcare better. The Company offers a diverse array of innovative products and services in Orthopaedics, Medical and Surgi...","250,878 followers",1941,"2825 Airview Boulevard Kalamazoo, MI 49002 United States","Medical Devices",NULL,"medical Instruments & Supplies, medical devices, medical technology, Surgical Instruments",NULL,Stryker,"Public Company",http://www.stryker.com,1,NULL,NULL
90,SRC/SRCTec,,https://www.linkedin.com/company/349093?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1428357695035%2Ctas%3ASRCTEC,0,0,0,https://www.linkedin.com/company/349093,,,,,NULL,"51-200 employees","ABBREVSRCTec is an ISO 9001 registered company that provides manufacturing and full lifecycle support for complex electronics systems. SRC, our parent company, is a research and development company with over 50 years of experience in defense, environme...","685 followers",NULL,"13212 United States","Defense & Space",NULL,"Manufacturing, Logistics Support",NULL,"SRCTec, Inc","Privately Held",http://www.srctecinc.com,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
91,Hasbro,,https://www.linkedin.com/groups?gid=4028658&goback=%2Enpv_133351266_*1_*1_NAME*4SEARCH_Ezeb_*1_en*4US_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_*1_tyah_*1&trk=prof-groups-membership-logo,1,0,0,https://www.linkedin.com/groups,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL
92,Hasbro,,https://www.linkedin.com/company/4934?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A4934%2Cidx%3A4-1-8%2CtarId%3A1446050621490%2Ctas%3AHasbro,0,0,0,https://www.linkedin.com/company/4934,,,,,Careers,"5001-10,000 employees","ABBREVHasbro (NASDAQ: HAS) is a global company committed to Creating the World's Best Play Experiences, by leveraging its beloved brands, including LITTLEST PET SHOP, MAGIC: THE GATHERING, MONOPOLY, MY LITTLE PONY, NERF, PLAY-DOH and TRANSFORMERS, and ...","78,222 followers",1923,"1027 Newport Ave. Pawtucket, RI 02861 United States","Consumer Goods",NULL,NULL,NULL,Hasbro,"Public Company",http://www.hasbro.com,1,NULL,NULL
93,"Bright Horizons Family Solutions",,https://www.linkedin.com/company/9187?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428357913588%2Ctas%3ABRIGHT+HORIZON,0,0,0,https://www.linkedin.com/company/9187,,,,,Careers,"10,001+ employees","ABBREVFor more than 25 years, Bright Horizons has led the way in early childhood education and a robust family of solutions at work including child care, back-up care for children and adults/elders, tuition assistance management, educational advising, ...","23,800 followers",1986,"200 Talcott Avenue South Watertown, MA 02472 United States","Education Management",NULL,"Child Care and Early Education, Back-Up Child Care, Back-Up Adult/Elder Care, Educational Advising, Tuition Assistance, College Coaching, Workforce Consulting",NULL,"Bright Horizons","Public Company",http://www.brighthorizons.com,1,NULL,NULL
94,"Booz Allen Hamilton",,https://www.linkedin.com/company/1403?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358240413%2Ctas%3ABOOZ+ALLEN+HAMILTON,0,0,0,https://www.linkedin.com/company/1403,,,,,Careers,"10,001+ employees","ABBREVBooz Allen Hamilton has been at the forefront of strategy and technology for more than 100 years. Today, the firm provides management and technology consulting and engineering services to leading Fortune 500 corporations, governments, and not-for...","242,246 followers",1914,"8283 Greensboro Drive McLean, VA 22102 United States","Management Consulting",NULL,"ABBREVStrategy and Technology Consulting, Organization, Change, and Process Improvement, Program Management, Human Capital, Learning, and Communications, Systems Engineering and Integration, Public Infrastructure, Supply Chain and Logistics, Cybersecur...",NULL,"Booz Allen Hamilton","Public Company",http://www.boozallen.com/,1,NULL,NULL
95,"Hitachi Data Systems",,https://www.linkedin.com/company/3065?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358264263%2Ctas%3AHITACHI+,0,0,0,https://www.linkedin.com/company/3065,,,,,Careers,"5001-10,000 employees","ABBREVHitachi Data Systems (HDS) innovates technology for business and social prosperity. Our IT solutions and services drive strategic management and analysis of the world’s data. Hitachi Data Systems Facts at a Glance: • Founded in 1989. • A wholly o...","94,518 followers",1989,"2845 Lafayette Street Santa Clara, California 95050 United States","Information Technology and Services",NULL,"Enterprise Storage Solutions, IoT Internet of Things, Flash Storage, Converged, Hyper Converged, Cloud Infrastructure, HUS VSP HNAS UCP HCP, Content mobility, Storage Management Services, Digital Transformation, Storage Software, Big Data IoT",NULL,"Hitachi Data Systems","Privately Held",http://www.hds.com,1,NULL,NULL
96,"The Everett Clinic",,https://www.linkedin.com/company/28556?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1428358388063%2Ctas%3AEVERETT+CLINI,0,0,0,https://www.linkedin.com/company/28556,,,,,NULL,"1001-5000 employees","ABBREVFounded in 1924, The Everett Clinic is a nationally recognized, physician-led group known for providing high-quality healthcare services while lowering the overall cost of care. It has more than 500 providers in primary and specialty care at nine...","3,232 followers",1924,"3901 Hoyt Ave. Everett, WA 98201 United States","Medical Practice",NULL,"primary and specialty medical care, Pediatrics, Family Medicine, Internal Medicine",NULL,"The Everett Clinic","Privately Held",http://www.everettclinic.com,1,NULL,NULL
97,OhioHealth,,https://www.linkedin.com/company/8390?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358424246%2Ctas%3AOHIOHEALTH,0,0,0,https://www.linkedin.com/company/8390,,,,,Careers,"10,001+ employees","ABBREVOhioHealth is a nationally recognized, not-for-profit, faith-based healthcare organization serving and supported by the community. Based in Columbus, Ohio, it is a family of 28,000 associates, physicians and volunteers, across hospitals, health a...","22,997 followers",NULL,NULL,"Hospital & Health Care",NULL,Healthcare,NULL,OhioHealth,"Non Profit",http://www.ohiohealth.com,1,NULL,NULL
98,Morningstar,,https://www.linkedin.com/company/5161?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A5161%2Cidx%3A2-1-4%2CtarId%3A1446050760110%2Ctas%3Amorningstar,0,0,0,https://www.linkedin.com/company/5161,,,,,Careers,"1001-5000 employees","ABBREVMorningstar, Inc. is a leading provider of independent investment research in North America, Europe, Australia, and Asia. The company offers an extensive line of products and services for individual investors, financial advisors, asset managers, ...","50,563 followers",1984,"22 W. Washington St. Chicago, IL 60602 United States","Financial Services",NULL,"Investment research",NULL,Morningstar,"Public Company",http://www.morningstar.com/company/,1,NULL,NULL
99,Cisco,,https://www.linkedin.com/company/1063?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358603497%2Ctas%3ACISCO+&trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358603497%2Ctas%3ACISCO+,0,0,0,https://www.linkedin.com/company/1063,,,,,Careers,"10,001+ employees","ABBREVCisco (NASDAQ: CSCO) enables people to make powerful connections--whether in business, education, philanthropy, or creativity. Cisco hardware, software, and service offerings are used to create the Internet solutions that make networks possible--...","1,204,223 followers",1984,"Tasman Way San Jose, CA 95134 United States","Computer Networking",NULL,"Networking, Wireless, Security, Unified Communication, Telepresence, Collaboration, Data Center, Virtualization, Unified Computing Systems",NULL,Cisco,"Public Company",http://www.cisco.com,1,NULL,NULL
100,CarMax,,https://www.linkedin.com/company/162901?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358714942%2Ctas%3ACARMAX,0,0,0,https://www.linkedin.com/company/162901,,,,,NULL,"10,001+ employees","ABBREVWe always knew there had to be a better way to buy used cars. One that would make the process easy and fun. So we created CarMax, and we've been changing the way America buys cars since we opened our first store in Richmond, Virginia in 1993. Thr...","30,692 followers",1993,"12800 Tuckahoe Creek Parkway Richmond, Virginia 23238 United States",Retail,NULL,"Retail, Automotive repair, Used Cars",NULL,CarMax,"Public Company",http://carmax.com,1,"ABBREVNoSuchElementException exception : no such element
  (Session info: chrome=50.0.2661.94)
  (Driver info: chromedriver=2.16.333243 (0bfa1d3575fc1044244f21ddb82bf870944ef961),platform=Windows NT 6.1 SP1 x86_64) (WARNING: The server did not provide ...",NULL
101,Accenture,,https://www.linkedin.com/company/1033?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A2-1-4%2CtarId%3A1428358730733%2Ctas%3AACCENTURE+,0,0,0,https://www.linkedin.com/company/1033,,,,,Careers,"10,001+ employees","ABBREVAccenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 ...","2,301,068 followers",1989,"Grand Canal Harbour Dublin 2, Ireland","Information Technology and Services",NULL,"Management Consulting, Systems Integration and Technology, Business Process Outsourcing, Application and Infrastructure Outsourcing",NULL,Accenture,"Public Company",http://www.accenture.com,1,NULL,NULL
