companyString,date,twitteruserid,id,count(*),favoriteCount,retweetCount,isReply,isRetweet,isStatusQuote,hasPlace,hasCoords,possiblySensitive,hasExtendedMediaEntities,hasHashtagEntities,hasMediaEntities,hasMentionEntities,hasUrlEntities
Aflac,2015,72,278365892,586,8984,6841,5,8,0,0,0,0,50,243,50,87,537
Aflac,2016,72,278365892,124,577,1369,0,4,1,0,0,0,5,59,5,17,112
Publix Super Markets,2014,73,56785107,520,267,424,98,0,0,0,0,0,8,331,8,122,368
Publix Super Markets,2015,73,56785107,2071,1227,1695,401,2,0,0,0,0,453,1119,453,478,1226
Publix Super Markets,2016,73,56785107,625,1027,1310,77,1,6,0,0,0,304,419,304,124,304
Mattel,2013,74,98458823,460,218,440,357,18,0,0,0,0,34,69,34,387,149
Mattel,2014,74,98458823,769,629,1077,704,14,0,0,0,0,18,34,18,676,294
Mattel,2015,74,98458823,1450,1417,936,1382,11,5,0,0,0,33,37,33,1370,305
Mattel,2016,74,98458823,569,1021,1858,548,13,2,0,0,0,7,12,7,555,105
Stryker,2011,75,386225125,2,0,5,0,0,0,0,0,0,0,0,0,0,0
Stryker,2012,75,386225125,180,15,81,2,0,0,0,0,0,0,72,0,6,64
Stryker,2013,75,386225125,367,122,825,63,44,0,0,0,0,13,127,13,169,163
Stryker,2014,75,386225125,318,243,311,34,17,0,0,0,0,48,107,48,118,165
Stryker,2015,75,386225125,332,324,259,18,18,3,0,0,0,197,190,197,93,95
Stryker,2016,75,386225125,93,278,103,5,0,0,0,0,0,57,65,57,24,32
SRC/SRCTec,2009,76,78681420,19,0,0,0,0,0,0,0,0,0,0,0,0,0
SRC/SRCTec,2010,76,78681420,43,0,0,0,0,0,0,0,0,0,0,0,0,0
SRC/SRCTec,2011,76,78681420,33,0,1,0,0,0,0,0,0,0,0,0,0,19
SRC/SRCTec,2012,76,78681420,29,0,0,0,0,0,0,0,0,0,0,0,0,29
SRC/SRCTec,2013,76,78681420,8,0,0,0,0,0,0,0,0,0,0,0,0,8
SRC/SRCTec,2014,76,78681420,19,0,1,0,0,0,0,0,0,0,0,0,0,19
SRC/SRCTec,2015,76,78681420,49,0,1,0,0,0,0,0,0,0,0,0,0,49
SRC/SRCTec,2016,76,78681420,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Hasbro,2011,77,347317843,298,20,1395,30,37,0,0,0,0,5,160,5,132,163
Hasbro,2012,77,347317843,305,29,170,9,22,0,0,0,0,2,275,2,37,280
Hasbro,2013,77,347317843,459,119,1445,69,57,0,0,0,0,21,358,21,148,347
Hasbro,2014,77,347317843,230,90,131,0,0,0,0,0,0,0,229,0,0,230
Hasbro,2015,77,347317843,223,89,483,0,16,3,0,0,0,20,208,20,32,194
Hasbro,2016,77,347317843,11,14,23,0,5,1,0,0,0,3,8,3,8,6
Bright Horizons Family Solutions,2011,78,373917299,46,0,25,13,3,0,0,0,0,0,31,0,24,10
Bright Horizons Family Solutions,2012,78,373917299,70,0,31,14,2,0,0,0,0,6,33,6,17,63
Bright Horizons Family Solutions,2013,78,373917299,214,3,43,140,1,0,0,0,0,13,85,13,142,100
Bright Horizons Family Solutions,2014,78,373917299,175,8,77,81,11,0,0,0,0,6,83,6,106,39
Bright Horizons Family Solutions,2015,78,373917299,319,48,102,200,5,1,0,0,0,90,34,90,204,65
Bright Horizons Family Solutions,2016,78,373917299,143,46,60,10,0,2,0,0,0,32,36,32,45,72
Booz Allen Hamilton,2015,79,17375116,1117,1500,4865,14,715,13,0,0,0,557,959,557,908,552
Booz Allen Hamilton,2016,79,17375116,2086,4411,9500,6,1323,74,0,0,0,1083,1800,1083,1719,1187
Hitachi Data Systems,2015,80,15354310,2075,8942,13196,107,548,12,0,0,0,921,1791,921,1556,1642
Hitachi Data Systems,2016,80,15354310,1164,5382,6040,14,467,11,0,0,0,943,951,943,1063,1125
The Everett Clinic,2014,81,26550996,445,61,2372,17,157,0,0,0,0,63,260,63,242,382
The Everett Clinic,2015,81,26550996,1966,357,6449,90,425,76,0,0,0,247,1078,247,1064,1800
The Everett Clinic,2016,81,26550996,813,304,1015,36,78,20,0,0,4,321,482,321,407,708
OhioHealth,2014,82,2923178940,1,0,0,0,0,0,0,0,0,0,1,0,0,0
OhioHealth,2015,82,2923178940,240,13,2,0,0,0,240,240,0,0,240,0,0,240
OhioHealth,2016,82,2923178940,694,11,15,0,0,0,694,694,0,0,694,0,0,694
Morningstar,2012,83,569404984,20,0,7,0,1,0,0,0,0,0,9,0,3,20
Morningstar,2013,83,569404984,78,11,361,3,17,0,0,0,0,1,39,1,46,64
Morningstar,2014,83,569404984,167,39,286,4,41,0,0,0,0,50,67,50,78,59
Morningstar,2015,83,569404984,92,10,281,0,46,0,0,0,0,17,40,17,50,73
Cisco,2013,84,72310385,942,23,75,0,0,0,0,0,0,0,942,0,0,942
Cisco,2014,84,72310385,704,14,25,0,0,0,0,0,0,0,704,0,1,704
Cisco,2015,84,72310385,713,58,21,0,0,0,0,0,0,0,713,0,0,713
Cisco,2016,84,72310385,484,42,21,0,0,0,0,0,0,0,484,0,0,484
CarMax,2015,85,7023592,659,505,377,593,33,2,0,0,0,30,106,30,616,19
CarMax,2016,85,7023592,2566,2556,1039,2445,65,3,0,0,0,79,284,79,2457,80
KPMG,2014,87,27064606,1,0,0,0,0,0,0,0,0,0,0,0,0,1
KPMG,2015,87,27064606,2185,396,731,17,6,0,0,0,0,43,1877,43,822,2121
KPMG,2016,87,27064606,1029,335,361,1,0,0,0,0,0,63,905,63,449,1002
Meridian Health,2014,88,104286484,1114,386,1318,37,306,0,1,1,0,136,313,136,439,883
Meridian Health,2015,88,104286484,1520,828,143557,25,450,0,24,24,0,321,805,321,647,1163
Meridian Health,2016,88,104286484,563,449,630,6,167,0,0,0,0,134,291,134,244,449
Capital One,2012,89,365500647,101,6,14,6,0,0,0,0,0,5,19,5,19,67
Capital One,2013,89,365500647,359,17,94,2,21,0,0,0,0,11,162,11,49,308
Capital One,2014,89,365500647,359,192,461,17,69,0,0,0,0,52,289,52,196,273
Capital One,2015,89,365500647,292,311,444,1,16,3,0,0,0,124,118,124,106,188
Capital One,2016,89,365500647,110,197,142,2,5,0,0,0,0,35,48,35,56,81
Darden Restaurants,2011,90,372854615,37,0,24,4,5,0,0,0,0,0,20,0,22,25
Darden Restaurants,2012,90,372854615,22,5,39,3,3,0,0,0,0,0,12,0,10,16
Darden Restaurants,2013,90,372854615,305,157,597,60,59,0,0,0,0,49,161,49,236,212
Darden Restaurants,2014,90,372854615,1242,1232,8754,220,191,0,0,0,0,427,756,427,858,628
Darden Restaurants,2015,90,372854615,551,927,1548,23,40,38,0,0,0,304,367,304,398,270
Darden Restaurants,2016,90,372854615,285,850,429,5,10,6,0,0,0,250,194,250,208,157
Stew Leonard's,2014,91,23794152,901,471,855,449,289,0,229,229,0,214,266,214,783,133
Stew Leonard's,2015,91,23794152,1660,1508,1871,489,669,30,100,100,0,631,597,631,1278,432
Stew Leonard's,2016,91,23794152,623,830,772,82,333,2,21,21,0,265,280,265,459,243
Four Seasons Hotels,2015,92,18363030,1713,4438,3176,1499,57,2,0,0,0,190,312,190,1614,220
Four Seasons Hotels,2016,92,18363030,1503,5061,3206,1260,76,5,0,0,0,235,379,235,1408,303
S.C. Johnson & Son,2014,93,326813935,298,165,202,16,11,0,0,0,0,20,225,20,230,226
S.C. Johnson & Son,2015,93,326813935,2512,3643,5086,368,88,14,0,0,0,387,1702,387,1937,1744
S.C. Johnson & Son,2016,93,326813935,435,440,522,158,38,8,0,0,0,156,192,156,340,306
Arkansas Children's Hospital,2008,94,16322617,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas Children's Hospital,2009,94,16322617,67,1,6,3,0,0,0,0,0,0,2,0,16,0
Arkansas Children's Hospital,2010,94,16322617,298,4,196,21,2,0,0,0,0,0,63,0,131,0
Arkansas Children's Hospital,2011,94,16322617,265,14,315,25,16,0,0,0,0,0,43,0,105,41
Arkansas Children's Hospital,2012,94,16322617,245,26,403,13,11,0,0,0,0,5,97,5,86,93
Arkansas Children's Hospital,2013,94,16322617,171,65,349,19,11,0,0,0,0,6,72,6,46,116
Arkansas Children's Hospital,2014,94,16322617,268,346,911,8,34,0,0,0,0,42,116,42,70,116
Arkansas Children's Hospital,2015,94,16322617,328,681,1043,6,37,1,0,0,0,67,179,67,83,149
Arkansas Children's Hospital,2016,94,16322617,145,436,286,0,5,1,0,0,0,49,74,49,18,78
Gilbane,2013,95,52426577,739,135,4831,81,324,0,0,0,0,85,247,85,573,463
Gilbane,2014,95,52426577,845,433,407608,68,396,0,0,0,0,193,404,193,692,519
Gilbane,2015,95,52426577,1039,831,9989,29,516,64,0,0,0,407,485,407,764,637
Gilbane,2016,95,52426577,555,634,1740,12,329,11,0,0,0,282,305,282,443,327
Brocade Communications Systems,2015,96,3060602845,5,2,0,4,0,0,0,0,0,0,1,0,5,0
Aéropostale,2015,98,55592183,2635,915098,417811,842,145,15,0,0,0,1842,680,1842,1040,1007
Aéropostale,2016,98,55592183,572,140768,52833,120,17,9,0,0,0,424,151,424,205,195
MITRE,2009,99,25681997,82,1,5,0,0,0,0,0,0,0,0,0,0,0
MITRE,2010,99,25681997,114,15,68,0,0,0,0,0,0,0,0,0,0,0
MITRE,2011,99,25681997,91,21,85,0,0,0,0,0,0,0,0,0,0,38
MITRE,2012,99,25681997,81,13,36,1,0,0,0,0,0,0,3,0,4,76
MITRE,2013,99,25681997,137,44,443,13,39,0,0,0,0,6,76,6,74,102
MITRE,2014,99,25681997,552,226,2625,24,223,0,18,18,0,92,389,92,436,370
MITRE,2015,99,25681997,837,994,2461,34,330,20,0,0,0,167,636,167,608,496
MITRE,2016,99,25681997,264,446,1176,2,109,28,0,0,0,57,206,57,191,181
Grainger,2014,100,256527508,275,75,54,16,11,0,0,0,0,63,110,63,69,72
Grainger,2015,100,256527508,383,133,3087,7,46,8,0,0,0,158,193,158,111,211
Grainger,2016,100,256527508,88,88,111,7,14,11,0,0,0,46,65,46,41,42
Colgate-Palmolive,2011,101,21778607,212,12,256,82,35,0,0,0,0,1,59,1,140,43
Colgate-Palmolive,2012,101,21778607,462,157,4883,184,83,0,0,0,0,9,129,9,304,143
Colgate-Palmolive,2013,101,21778607,504,242,2265,231,132,0,1,1,0,33,150,33,364,110
Colgate-Palmolive,2014,101,21778607,441,510,3852,202,74,0,0,0,0,71,213,71,354,94
Colgate-Palmolive,2015,101,21778607,798,1042,1792,511,149,8,0,0,0,110,270,110,704,174
Colgate-Palmolive,2016,101,21778607,812,6338,4140,758,7,7,0,0,0,22,34,22,765,183
Monsanto,2014,102,10742132,332,703,3396,26,70,0,0,0,0,68,177,68,255,198
Monsanto,2015,102,10742132,2299,11045,19917,448,198,11,0,0,0,587,777,587,1451,1456
Monsanto,2016,102,10742132,570,6053,13196,39,17,21,0,0,0,107,234,107,130,404
FedEx,2015,103,2314188024,1,0,0,0,0,0,0,0,0,0,1,0,0,1
FedEx,2016,103,2314188024,1446,104,21,0,0,0,0,0,0,19,1446,19,0,1446
Orrick Herrington & Sutcliffe,2010,104,33724349,39,1,9,0,2,0,0,0,0,0,1,0,2,0
Orrick Herrington & Sutcliffe,2011,104,33724349,67,1,53,47,0,0,0,0,0,0,2,0,51,42
Orrick Herrington & Sutcliffe,2012,104,33724349,77,8,83,58,1,0,0,0,0,0,3,0,75,70
Orrick Herrington & Sutcliffe,2013,104,33724349,247,31,223,86,20,0,0,0,0,2,23,2,145,237
Orrick Herrington & Sutcliffe,2014,104,33724349,545,115,353,19,60,0,0,0,0,58,82,58,168,509
Orrick Herrington & Sutcliffe,2015,104,33724349,1125,343,990,8,208,26,0,0,0,277,408,277,601,1052
Orrick Herrington & Sutcliffe,2016,104,33724349,348,299,2090,1,128,4,0,0,0,60,95,60,235,316
LifeBridge Health,2013,105,2163458978,2,0,0,0,0,0,0,0,0,0,2,0,0,2
LifeBridge Health,2014,105,2163458978,2,0,0,0,0,0,0,0,0,0,2,0,0,2
Herman Miller,2013,106,18084100,1154,1465,3693,248,150,0,0,0,0,82,653,82,859,776
Herman Miller,2014,106,18084100,1229,5175,6366,314,113,0,0,0,0,260,655,260,923,713
Herman Miller,2015,106,18084100,740,6791,5879,76,75,16,0,0,0,475,470,475,480,529
Herman Miller,2016,106,18084100,115,1472,1392,1,43,1,0,0,0,93,59,93,59,98
Texas Instruments,2015,107,13613292,2009,11176,7615,271,75,5,0,0,0,740,1260,740,649,1803
Texas Instruments,2016,107,13613292,1219,9033,4962,122,97,19,0,0,0,584,811,584,495,1022
Vanderbilt University,2015,108,41621787,1940,2281,2825,429,70,6,0,0,6,663,494,663,945,1497
Vanderbilt University,2016,108,41621787,1264,2874,2423,133,58,1,0,0,2,855,325,855,711,1051
Sherwin-Williams,2014,109,111372861,1232,5968,4832,879,74,0,0,0,0,256,411,256,981,205
Sherwin-Williams,2015,109,111372861,1741,12118,7508,1111,231,13,0,0,0,498,614,498,1392,406
Sherwin-Williams,2016,109,111372861,257,9352,2550,145,18,3,0,0,0,89,110,89,191,91
SRA International,2009,110,18166849,184,7,0,12,0,0,0,0,0,0,64,0,71,0
SRA International,2010,110,18166849,440,8,310,11,86,0,0,0,0,0,264,0,358,2
SRA International,2011,110,18166849,350,4,531,3,60,0,0,0,0,0,192,0,269,47
SRA International,2012,110,18166849,2,0,1,0,1,0,0,0,0,0,1,0,2,2
David Weekley Homes,2012,111,25389817,139,11,66,33,16,0,0,0,0,24,26,24,54,62
David Weekley Homes,2013,111,25389817,331,87,847,33,78,0,0,0,0,101,112,101,129,210
David Weekley Homes,2014,111,25389817,853,895,523,136,68,0,3,3,0,462,71,462,217,331
David Weekley Homes,2015,111,25389817,962,851,556,202,72,20,0,0,0,569,318,569,318,380
David Weekley Homes,2016,111,25389817,299,400,198,61,32,7,0,0,0,195,163,195,109,151
WellStar Health System,2009,112,41440062,20,0,1,1,0,0,0,0,0,0,0,0,1,0
WellStar Health System,2010,112,41440062,36,0,4,0,1,0,0,0,0,0,2,0,1,0
WellStar Health System,2011,112,41440062,36,0,25,0,15,0,0,0,0,0,7,0,17,17
WellStar Health System,2012,112,41440062,735,14,277,43,83,1,0,0,0,3,27,3,130,500
WellStar Health System,2013,112,41440062,900,44,446,30,153,0,0,0,0,17,143,17,206,727
WellStar Health System,2014,112,41440062,740,167,4539,67,369,0,0,0,0,183,444,183,494,382
WellStar Health System,2015,112,41440062,358,354,362,55,72,1,0,0,1,172,118,172,181,223
WellStar Health System,2016,112,41440062,73,106,65,11,11,0,0,0,0,51,7,51,22,41
TEKsystems,2015,113,3431881523,206,48,30,0,2,0,0,0,0,0,174,0,9,205
TEKsystems,2016,113,3431881523,62,51,238,0,39,8,0,0,0,40,37,40,45,20
Roche Diagnostics,2012,114,590205767,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roche Diagnostics,2013,114,590205767,20,3,11,1,0,0,0,0,0,0,8,0,15,17
Roche Diagnostics,2014,114,590205767,185,98,124,56,17,0,0,0,0,14,106,14,121,41
Roche Diagnostics,2015,114,590205767,735,582,947,208,108,1,0,0,0,151,487,151,376,330
Roche Diagnostics,2016,114,590205767,352,245,157,142,11,1,0,0,0,30,156,30,241,192
Roche Diagnostics,2009,115,62834641,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Roche Diagnostics,2010,115,62834641,6,4,6,0,0,0,0,0,0,0,0,0,0,0
Roche Diagnostics,2011,115,62834641,4,2,2,0,0,0,0,0,0,0,0,0,0,1
Roche Diagnostics,2012,115,62834641,11,2,20,1,0,0,0,0,0,0,6,0,4,8
Roche Diagnostics,2013,115,62834641,36,8,32,1,2,0,0,0,0,1,21,1,17,22
Roche Diagnostics,2014,115,62834641,149,33,584,0,87,0,0,0,0,13,129,13,98,94
Roche Diagnostics,2015,115,62834641,317,342,1184,20,72,7,0,0,0,64,228,64,165,91
Roche Diagnostics,2016,115,62834641,147,267,463,16,14,1,0,0,0,44,110,44,57,47
Kimley-Horn and Associates,2010,116,50056003,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimley-Horn and Associates,2011,116,50056003,27,0,12,1,1,0,0,0,0,0,1,0,2,15
Kimley-Horn and Associates,2012,116,50056003,28,1,16,7,4,0,0,0,0,0,2,0,17,24
Kimley-Horn and Associates,2013,116,50056003,84,27,74,3,8,0,0,0,0,12,31,12,73,39
Kimley-Horn and Associates,2014,116,50056003,171,152,363,10,27,0,0,0,0,57,62,57,135,81
Kimley-Horn and Associates,2015,116,50056003,204,309,891,0,39,1,0,0,0,105,115,105,148,88
Kimley-Horn and Associates,2016,116,50056003,57,181,147,3,6,2,0,0,0,30,16,30,33,24
Mars,2013,117,300360969,106,29,256,25,37,0,0,0,0,11,36,11,86,63
Mars,2014,117,300360969,940,659,12725,333,305,0,0,0,0,123,438,123,722,496
Mars,2015,117,300360969,1571,2797,19521,606,529,10,0,0,0,310,765,310,1265,893
Mars,2016,117,300360969,610,866,3525,423,80,8,0,0,0,54,133,54,555,293
Discovery Communications,2014,118,22061951,1215,2587,17447,360,217,0,5,5,0,436,720,436,1144,925
Discovery Communications,2015,118,22061951,1566,8937,32681,234,356,19,2,2,0,1022,845,1022,1484,1180
Discovery Communications,2016,118,22061951,441,3436,11064,11,123,9,0,0,0,316,224,316,407,332
Arnold & Porter,2013,119,1098504926,124,5,40,4,11,0,0,0,0,1,30,1,20,116
Arnold & Porter,2014,119,1098504926,166,23,69,1,3,0,0,0,0,0,65,0,9,165
Arnold & Porter,2015,119,1098504926,244,36,279,4,46,1,0,0,0,9,153,9,80,232
Arnold & Porter,2016,119,1098504926,69,31,50,0,0,0,0,0,0,0,54,0,26,69
Sheetz,2016,120,14813584,3241,21763,10645,2841,58,51,0,0,0,239,856,239,2880,465
The Cheesecake Factory,2016,121,2850334863,1373,47,26,0,0,0,0,0,0,1357,1372,1357,1,1373
Hyland Software,2015,122,15580925,2228,1856,1601,40,93,68,2,2,0,961,1835,961,819,1657
Hyland Software,2016,122,15580925,987,1496,1250,24,33,24,0,0,0,664,850,664,367,800
Hyatt Hotels,2010,123,17924644,209,8,122,33,59,0,0,0,0,0,35,0,144,4
Hyatt Hotels,2011,123,17924644,739,84,558,205,101,0,0,0,0,1,70,1,368,144
Hyatt Hotels,2012,123,17924644,619,100,805,133,96,0,0,0,0,8,105,8,254,398
Hyatt Hotels,2013,123,17924644,477,190,695,91,76,0,0,0,0,20,100,20,177,323
Hyatt Hotels,2014,123,17924644,584,475,1781,106,212,0,0,0,0,106,251,106,339,335
Hyatt Hotels,2015,123,17924644,446,852,975,112,112,24,1,1,0,137,201,137,252,222
Hyatt Hotels,2016,123,17924644,113,354,314,11,24,10,2,2,0,35,52,35,45,78
Kiewit Corporation,2011,124,388325606,74,0,0,0,0,0,0,0,0,0,0,0,0,74
Kiewit Corporation,2012,124,388325606,56,15,43,2,2,0,0,0,0,5,18,5,36,35
Kiewit Corporation,2013,124,388325606,285,124,421,2,69,0,0,0,0,96,126,96,199,131
Kiewit Corporation,2014,124,388325606,448,426,782,5,191,0,0,0,0,190,261,190,345,153
Kiewit Corporation,2015,124,388325606,512,1071,1047,12,203,35,0,0,0,277,249,277,323,193
Kiewit Corporation,2016,124,388325606,154,493,432,1,88,4,0,0,0,107,70,107,102,58
Cooley,2014,125,119120977,782,537,1803,13,423,0,0,0,0,127,487,127,587,534
Cooley,2015,125,119120977,1777,918,4947,35,1385,16,0,0,0,316,959,316,1609,1212
Cooley,2016,125,119120977,625,371,22125,6,496,5,0,0,0,155,344,155,561,403
