Company Name,fbId,fbPageId,2007-12 count(*),2008-01 count(*),2008-12 count(*),2009-01 count(*),2009-12 count(*),2010-01 count(*),2010-12 count(*),2011-01 count(*),2011-12 count(*),2012-01 count(*),2012-12 count(*),2013-01 count(*),2013-12 count(*),2014-01 count(*),2014-12 count(*),2015-01 count(*),2015-12 count(*),2016-01 count(*),2007-12 commentsCount,2008-01 commentsCount,2008-12 commentsCount,2009-01 commentsCount,2009-12 commentsCount,2010-01 commentsCount,2010-12 commentsCount,2011-01 commentsCount,2011-12 commentsCount,2012-01 commentsCount,2012-12 commentsCount,2013-01 commentsCount,2013-12 commentsCount,2014-01 commentsCount,2014-12 commentsCount,2015-01 commentsCount,2015-12 commentsCount,2016-01 commentsCount,2007-12 likesCount,2008-01 likesCount,2008-12 likesCount,2009-01 likesCount,2009-12 likesCount,2010-01 likesCount,2010-12 likesCount,2011-01 likesCount,2011-12 likesCount,2012-01 likesCount,2012-12 likesCount,2013-01 likesCount,2013-12 likesCount,2014-01 likesCount,2014-12 likesCount,2015-01 likesCount,2015-12 likesCount,2016-01 likesCount,2007-12 reactionsCount,2008-01 reactionsCount,2008-12 reactionsCount,2009-01 reactionsCount,2009-12 reactionsCount,2010-01 reactionsCount,2010-12 reactionsCount,2011-01 reactionsCount,2011-12 reactionsCount,2012-01 reactionsCount,2012-12 reactionsCount,2013-01 reactionsCount,2013-12 reactionsCount,2014-01 reactionsCount,2014-12 reactionsCount,2015-01 reactionsCount,2015-12 reactionsCount,2016-01 reactionsCount,2007-12 sharesCount,2008-01 sharesCount,2008-12 sharesCount,2009-01 sharesCount,2009-12 sharesCount,2010-01 sharesCount,2010-12 sharesCount,2011-01 sharesCount,2011-12 sharesCount,2012-01 sharesCount,2012-12 sharesCount,2013-01 sharesCount,2013-12 sharesCount,2014-01 sharesCount,2014-12 sharesCount,2015-01 sharesCount,2015-12 sharesCount,2016-01 sharesCount,2007-12 hasCaption,2008-01 hasCaption,2008-12 hasCaption,2009-01 hasCaption,2009-12 hasCaption,2010-01 hasCaption,2010-12 hasCaption,2011-01 hasCaption,2011-12 hasCaption,2012-01 hasCaption,2012-12 hasCaption,2013-01 hasCaption,2013-12 hasCaption,2014-01 hasCaption,2014-12 hasCaption,2015-01 hasCaption,2015-12 hasCaption,2016-01 hasCaption,2007-12 blankMessage,2008-01 blankMessage,2008-12 blankMessage,2009-01 blankMessage,2009-12 blankMessage,2010-01 blankMessage,2010-12 blankMessage,2011-01 blankMessage,2011-12 blankMessage,2012-01 blankMessage,2012-12 blankMessage,2013-01 blankMessage,2013-12 blankMessage,2014-01 blankMessage,2014-12 blankMessage,2015-01 blankMessage,2015-12 blankMessage,2016-01 blankMessage,2007-12 updatedLater,2008-01 updatedLater,2008-12 updatedLater,2009-01 updatedLater,2009-12 updatedLater,2010-01 updatedLater,2010-12 updatedLater,2011-01 updatedLater,2011-12 updatedLater,2012-01 updatedLater,2012-12 updatedLater,2013-01 updatedLater,2013-12 updatedLater,2014-01 updatedLater,2014-12 updatedLater,2015-01 updatedLater,2015-12 updatedLater,2016-01 updatedLater,2007-12 hasParent,2008-01 hasParent,2008-12 hasParent,2009-01 hasParent,2009-12 hasParent,2010-01 hasParent,2010-12 hasParent,2011-01 hasParent,2011-12 hasParent,2012-01 hasParent,2012-12 hasParent,2013-01 hasParent,2013-12 hasParent,2014-01 hasParent,2014-12 hasParent,2015-01 hasParent,2015-12 hasParent,2016-01 hasParent,2007-12 hasPlace,2008-01 hasPlace,2008-12 hasPlace,2009-01 hasPlace,2009-12 hasPlace,2010-01 hasPlace,2010-12 hasPlace,2011-01 hasPlace,2011-12 hasPlace,2012-01 hasPlace,2012-12 hasPlace,2013-01 hasPlace,2013-12 hasPlace,2014-01 hasPlace,2014-12 hasPlace,2015-01 hasPlace,2015-12 hasPlace,2016-01 hasPlace,2007-12 hasMessageTags,2008-01 hasMessageTags,2008-12 hasMessageTags,2009-01 hasMessageTags,2009-12 hasMessageTags,2010-01 hasMessageTags,2010-12 hasMessageTags,2011-01 hasMessageTags,2011-12 hasMessageTags,2012-01 hasMessageTags,2012-12 hasMessageTags,2013-01 hasMessageTags,2013-12 hasMessageTags,2014-01 hasMessageTags,2014-12 hasMessageTags,2015-01 hasMessageTags,2015-12 hasMessageTags,2016-01 hasMessageTags,2007-12 hasSource,2008-01 hasSource,2008-12 hasSource,2009-01 hasSource,2009-12 hasSource,2010-01 hasSource,2010-12 hasSource,2011-01 hasSource,2011-12 hasSource,2012-01 hasSource,2012-12 hasSource,2013-01 hasSource,2013-12 hasSource,2014-01 hasSource,2014-12 hasSource,2015-01 hasSource,2015-12 hasSource,2016-01 hasSource,2007-12 hasTo,2008-01 hasTo,2008-12 hasTo,2009-01 hasTo,2009-12 hasTo,2010-01 hasTo,2010-12 hasTo,2011-01 hasTo,2011-12 hasTo,2012-01 hasTo,2012-12 hasTo,2013-01 hasTo,2013-12 hasTo,2014-01 hasTo,2014-12 hasTo,2015-01 hasTo,2015-12 hasTo,2016-01 hasTo,2007-12 postedFromApp,2008-01 postedFromApp,2008-12 postedFromApp,2009-01 postedFromApp,2009-12 postedFromApp,2010-01 postedFromApp,2010-12 postedFromApp,2011-01 postedFromApp,2011-12 postedFromApp,2012-01 postedFromApp,2012-12 postedFromApp,2013-01 postedFromApp,2013-12 postedFromApp,2014-01 postedFromApp,2014-12 postedFromApp,2015-01 postedFromApp,2015-12 postedFromApp,2016-01 postedFromApp,2007-12 added_photosStory,2008-01 added_photosStory,2008-12 added_photosStory,2009-01 added_photosStory,2009-12 added_photosStory,2010-01 added_photosStory,2010-12 added_photosStory,2011-01 added_photosStory,2011-12 added_photosStory,2012-01 added_photosStory,2012-12 added_photosStory,2013-01 added_photosStory,2013-12 added_photosStory,2014-01 added_photosStory,2014-12 added_photosStory,2015-01 added_photosStory,2015-12 added_photosStory,2016-01 added_photosStory,2007-12 shared_storyStory,2008-01 shared_storyStory,2008-12 shared_storyStory,2009-01 shared_storyStory,2009-12 shared_storyStory,2010-01 shared_storyStory,2010-12 shared_storyStory,2011-01 shared_storyStory,2011-12 shared_storyStory,2012-01 shared_storyStory,2012-12 shared_storyStory,2013-01 shared_storyStory,2013-12 shared_storyStory,2014-01 shared_storyStory,2014-12 shared_storyStory,2015-01 shared_storyStory,2015-12 shared_storyStory,2016-01 shared_storyStory,2007-12 added_videoStory,2008-01 added_videoStory,2008-12 added_videoStory,2009-01 added_videoStory,2009-12 added_videoStory,2010-01 added_videoStory,2010-12 added_videoStory,2011-01 added_videoStory,2011-12 added_videoStory,2012-01 added_videoStory,2012-12 added_videoStory,2013-01 added_videoStory,2013-12 added_videoStory,2014-01 added_videoStory,2014-12 added_videoStory,2015-01 added_videoStory,2015-12 added_videoStory,2016-01 added_videoStory,2007-12 mobile_status_updateStory,2008-01 mobile_status_updateStory,2008-12 mobile_status_updateStory,2009-01 mobile_status_updateStory,2009-12 mobile_status_updateStory,2010-01 mobile_status_updateStory,2010-12 mobile_status_updateStory,2011-01 mobile_status_updateStory,2011-12 mobile_status_updateStory,2012-01 mobile_status_updateStory,2012-12 mobile_status_updateStory,2013-01 mobile_status_updateStory,2013-12 mobile_status_updateStory,2014-01 mobile_status_updateStory,2014-12 mobile_status_updateStory,2015-01 mobile_status_updateStory,2015-12 mobile_status_updateStory,2016-01 mobile_status_updateStory,2007-12 published_storyStory,2008-01 published_storyStory,2008-12 published_storyStory,2009-01 published_storyStory,2009-12 published_storyStory,2010-01 published_storyStory,2010-12 published_storyStory,2011-01 published_storyStory,2011-12 published_storyStory,2012-01 published_storyStory,2012-12 published_storyStory,2013-01 published_storyStory,2013-12 published_storyStory,2014-01 published_storyStory,2014-12 published_storyStory,2015-01 published_storyStory,2015-12 published_storyStory,2016-01 published_storyStory,2007-12 created_noteStory,2008-01 created_noteStory,2008-12 created_noteStory,2009-01 created_noteStory,2009-12 created_noteStory,2010-01 created_noteStory,2010-12 created_noteStory,2011-01 created_noteStory,2011-12 created_noteStory,2012-01 created_noteStory,2012-12 created_noteStory,2013-01 created_noteStory,2013-12 created_noteStory,2014-01 created_noteStory,2014-12 created_noteStory,2015-01 created_noteStory,2015-12 created_noteStory,2016-01 created_noteStory,2007-12 wall_postStory,2008-01 wall_postStory,2008-12 wall_postStory,2009-01 wall_postStory,2009-12 wall_postStory,2010-01 wall_postStory,2010-12 wall_postStory,2011-01 wall_postStory,2011-12 wall_postStory,2012-01 wall_postStory,2012-12 wall_postStory,2013-01 wall_postStory,2013-12 wall_postStory,2014-01 wall_postStory,2014-12 wall_postStory,2015-01 wall_postStory,2015-12 wall_postStory,2016-01 wall_postStory,2007-12 created_eventStory,2008-01 created_eventStory,2008-12 created_eventStory,2009-01 created_eventStory,2009-12 created_eventStory,2010-01 created_eventStory,2010-12 created_eventStory,2011-01 created_eventStory,2011-12 created_eventStory,2012-01 created_eventStory,2012-12 created_eventStory,2013-01 created_eventStory,2013-12 created_eventStory,2014-01 created_eventStory,2014-12 created_eventStory,2015-01 created_eventStory,2015-12 created_eventStory,2016-01 created_eventStory,2007-12 noTypeStory,2008-01 noTypeStory,2008-12 noTypeStory,2009-01 noTypeStory,2009-12 noTypeStory,2010-01 noTypeStory,2010-12 noTypeStory,2011-01 noTypeStory,2011-12 noTypeStory,2012-01 noTypeStory,2012-12 noTypeStory,2013-01 noTypeStory,2013-12 noTypeStory,2014-01 noTypeStory,2014-12 noTypeStory,2015-01 noTypeStory,2015-12 noTypeStory,2016-01 noTypeStory
USAA,161179599992,18,0,0,5,9,152,51,143,5,0,151,21,73,149,231,157,135,83,27,0,0,36,12,100,48,150,1,0,131,27,126,106,244,787,549,244,86,0,0,49,43,363,117,513,13,0,985,443,1377,1550,2554,12360,4555,2735,716,0,0,49,43,363,117,513,13,0,985,443,1377,1552,2554,12360,4556,2823,737,0,0,0,0,0,0,16,0,0,126,57,156,678,1295,3428,3498,1424,421,0,0,3,2,81,22,104,4,0,106,17,47,75,124,80,65,40,11,0,0,0,0,2,2,0,0,0,42,7,24,8,22,0,1,0,0,0,0,4,5,109,33,87,4,0,110,13,48,93,156,82,84,51,17,0,0,0,0,0,0,1,0,0,5,0,7,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,8,1,5,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,2,18,13,30,26,11,1,0,0,0,6,5,3,1,0,0,7,2,8,13,24,7,5,1,1,0,0,0,0,0,0,5,0,0,7,0,2,18,14,30,26,11,1,0,0,0,0,22,7,106,5,0,41,3,4,107,173,44,43,78,27,0,0,0,1,4,2,8,0,0,22,1,13,72,94,73,66,40,16,0,0,3,1,71,19,30,2,0,50,10,36,76,128,81,66,41,11,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,65,27,32,1,0,17,3,6,1,8,3,2,2,0,0,0,0,0,11,3,73,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shared Technologies- ARI,328179703901867,91,0,0,0,0,0,0,0,0,0,6,11,44,83,116,167,111,87,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,57,15,12,29,13,28,3,0,0,0,0,0,0,0,0,0,0,17,57,15,12,29,13,28,3,0,0,0,0,0,0,0,0,0,0,2,5,0,5,6,5,3,0,0,0,0,0,0,0,0,0,0,3,11,39,75,110,155,108,80,19,0,0,0,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,44,83,116,166,110,86,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,115,167,111,87,20,0,0,0,0,0,0,0,0,0,2,0,2,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,2,10,38,75,110,155,108,80,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,6,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microsoft,9298666412,70,0,10,40,33,210,58,279,1,0,401,95,385,135,194,128,85,83,31,0,11,114,68,614,152,1426,6,0,2955,1350,4720,528,907,754,1994,235,114,0,28,494,443,4004,1058,8160,41,0,22330,9000,51643,8585,12247,12201,11032,4799,1979,0,28,494,443,4013,1068,8160,41,0,22330,9000,51643,8585,12247,12202,11033,4932,2033,0,5,1,1,0,0,427,0,0,5999,1450,10579,1290,1681,1711,1126,750,197,0,1,35,30,188,50,222,1,0,204,25,40,77,115,111,60,56,24,0,2,13,4,5,1,7,0,0,13,4,12,6,5,8,1,3,0,0,5,22,20,74,23,119,0,0,139,19,79,44,62,45,25,32,7,0,0,0,0,0,0,11,0,0,16,8,11,6,10,7,3,1,1,0,0,0,0,0,0,0,0,0,6,2,10,0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,58,40,187,44,64,14,9,0,2,0,7,1,1,3,2,26,0,0,14,5,9,9,16,7,7,6,1,0,0,0,0,0,0,1,0,0,58,40,186,44,64,14,9,0,2,0,0,0,0,14,5,0,0,0,3,0,0,86,118,102,77,68,27,0,3,1,0,0,1,23,0,0,125,44,243,38,57,13,9,24,7,0,0,35,30,190,50,229,1,0,217,32,43,82,124,113,60,56,24,0,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,2,6,2,21,0,0,44,18,94,14,13,1,15,1,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,6,0,0,13,1,3,0,0,0,0,0,0
JM Family Enterprises,215824265320,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QuikTrip,5890187327,60,0,0,0,0,44,4,57,1,0,126,62,195,89,153,161,150,81,26,0,0,0,0,16762,718,26097,94,0,30958,6229,35507,11734,68268,9682,7155,5263,660,0,0,0,0,25018,5036,62745,485,0,148593,47660,161956,67807,114194,108189,75297,62078,9410,0,0,0,0,25018,5036,62745,485,0,148593,47660,161956,67807,114218,108189,75297,63498,9483,0,0,0,0,34,0,785,0,0,6848,7691,10766,4274,10873,36919,7028,17853,1940,0,0,0,0,6,0,4,0,0,15,6,5,3,3,6,3,0,0,0,0,0,0,1,0,0,0,0,10,1,3,5,12,12,11,10,1,0,0,0,0,4,0,1,0,0,20,8,33,10,21,21,17,7,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,6,7,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,27,19,21,6,0,0,0,0,0,0,0,0,0,5,1,6,0,6,7,9,4,4,0,0,0,0,0,0,0,0,0,1,35,113,83,144,132,132,59,19,0,0,0,0,8,0,17,0,0,75,32,109,60,109,126,126,60,20,0,0,0,0,7,0,4,0,0,8,6,6,4,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,23,16,21,6,0,0,0,0,29,4,34,1,0,26,22,75,22,39,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,10,2,5,0,0,0,0,0,0
David Weekley Homes,8146864018,113,4,5,3,1,17,0,60,0,0,164,75,257,360,501,500,378,156,67,1,0,1,0,17,0,51,0,0,375,201,1001,1448,2818,6513,4701,4954,2225,3,4,13,0,86,0,224,0,0,2369,1944,8557,8859,11816,25047,11277,20946,8172,3,4,13,0,86,0,224,0,0,2369,1944,8557,8859,11816,25050,11277,21372,8337,0,0,0,0,0,0,14,0,0,381,207,1120,1050,1483,1648,1068,1710,668,0,0,1,1,7,0,34,0,0,50,7,35,75,76,163,120,33,9,3,2,1,0,2,0,4,0,0,6,1,2,7,7,20,14,5,1,3,5,2,1,12,0,46,0,0,89,30,115,203,236,183,152,40,17,0,0,0,0,0,0,1,0,0,8,2,9,16,25,27,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,4,2,6,20,27,32,30,12,8,2,2,0,0,0,0,1,0,0,5,0,2,7,14,51,34,9,3,0,0,0,0,0,0,1,0,0,4,2,7,20,28,32,30,12,8,0,0,0,0,0,0,0,0,0,0,0,1,246,325,12,18,0,0,1,0,1,0,5,0,9,0,0,68,64,213,253,376,230,176,109,55,0,0,1,1,7,0,34,0,0,57,9,41,83,94,189,138,35,9,2,2,0,0,0,0,0,0,0,4,0,1,4,12,45,32,9,3,0,0,1,0,5,0,14,0,0,29,1,2,11,12,35,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,2,0,0,1,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0
Robert W. Baird,148731991811588,19,0,0,0,0,1,0,113,1,0,99,22,88,61,111,67,44,42,10,0,0,0,0,0,0,0,0,0,20,5,55,6,30,36,6,25,3,0,0,0,0,0,0,173,8,0,615,218,1089,804,1651,1951,725,1357,121,0,0,0,0,0,0,173,8,0,615,218,1089,804,1651,1951,725,1375,125,0,0,0,0,0,0,1,0,0,33,8,121,78,203,317,238,231,50,0,0,0,0,1,0,69,0,0,57,14,40,42,82,28,15,15,5,0,0,0,0,1,0,1,0,0,6,0,2,0,0,1,0,0,0,0,0,0,0,1,0,113,1,0,90,18,62,40,64,47,33,31,7,0,0,0,0,0,0,0,0,0,3,1,8,1,4,4,2,4,0,0,0,0,0,0,0,0,0,0,1,1,6,1,2,1,1,0,0,0,0,0,0,0,0,3,0,0,31,12,65,27,55,23,14,10,1,0,0,0,0,0,0,0,0,0,5,2,7,5,18,3,3,3,1,0,0,0,0,0,0,3,0,0,31,12,65,27,55,23,14,10,1,0,0,0,0,0,0,89,1,0,28,0,0,29,43,8,5,12,5,0,0,0,0,0,0,0,0,0,19,6,39,18,25,39,27,23,5,0,0,0,0,0,0,20,0,0,46,13,40,41,85,28,16,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,22,3,8,2,1,0,1,0,0,0,0,0,0,0,0,49,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,1,0,1,0,0,0,0,0,0
Boston Consulting Group,24961338115,2,0,0,5,12,90,5,145,0,0,260,94,329,219,273,129,82,48,7,0,0,9,4,102,1,213,0,0,348,106,339,156,220,252,136,101,13,0,0,53,38,938,77,3028,0,0,9561,3772,11936,5725,7271,10306,6226,2819,335,0,0,53,38,938,77,3028,0,0,9561,3772,11936,5725,7271,10306,6227,2845,338,0,0,0,0,2,0,370,0,0,1665,656,1876,987,1141,1994,968,476,64,0,0,3,10,90,5,143,0,0,248,77,282,180,212,6,1,1,0,0,0,0,1,0,0,76,0,0,1,0,0,0,4,8,4,4,2,0,0,2,9,45,4,75,0,0,140,65,221,162,187,51,33,13,3,0,0,0,0,0,0,0,0,0,2,0,0,1,2,11,10,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,144,48,139,79,83,34,21,4,0,0,0,0,0,0,0,6,0,0,27,6,52,15,56,6,11,6,2,0,0,0,0,0,0,24,0,0,144,48,139,79,82,34,21,4,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,49,37,36,4,0,0,0,0,0,0,0,0,0,6,5,11,28,43,108,61,39,3,0,0,3,10,90,5,143,0,0,241,77,283,182,212,16,12,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,9,5,2,0,0,2,2,0,0,2,0,0,3,12,35,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build-A-Bear Workshop,8783725165,57,6,24,57,67,133,35,3,3,0,15,34,105,60,77,129,112,82,50,0,2,1649,1408,20145,3483,100,197,0,1038,3367,12830,5236,12726,2861,7119,9645,696,9,80,3571,2690,56782,9077,1639,822,0,42528,66472,370877,66112,114545,56948,80759,40525,7318,9,80,3572,2691,56833,9077,1639,822,0,42528,66472,370877,66112,114546,56990,80804,45799,7667,0,0,59,60,417,62,5,0,0,2333,8638,36842,15789,34823,8086,12187,5359,2005,0,0,18,25,33,16,2,2,0,3,5,21,25,31,25,19,7,3,0,0,7,4,5,4,0,0,0,7,5,21,14,16,3,11,8,1,6,22,20,21,29,7,1,0,0,1,4,17,4,6,17,12,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,1,0,0,1,1,0,0,0,0,2,3,3,2,37,22,4,1,0,0,2,4,1,3,0,0,0,1,3,4,4,2,18,17,6,1,0,1,0,0,1,1,0,0,0,0,2,3,3,2,37,22,4,1,0,0,0,0,6,2,1,3,0,0,0,0,0,0,3,6,67,45,0,0,24,15,77,14,0,0,0,12,27,90,39,55,97,75,66,46,0,0,17,24,32,14,2,2,0,1,3,9,13,18,24,21,16,3,0,0,2,1,1,0,0,0,0,0,0,0,1,1,3,6,0,1,0,0,14,26,21,7,0,0,0,0,4,5,0,1,5,10,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Brocade Communications Systems,111983056070,96,0,0,69,35,192,24,264,1,0,255,127,512,201,273,108,80,60,17,0,0,4,1,66,14,129,5,0,167,28,116,119,60,21,51,24,5,0,0,129,41,608,91,1986,14,0,2937,1832,7082,2717,3821,1683,1811,1175,219,0,0,129,41,608,91,1986,14,0,2937,1832,7082,2717,3821,1683,1811,1203,219,0,0,2,0,0,0,28,0,0,317,197,857,386,524,286,511,284,51,0,0,62,32,181,21,121,1,0,152,44,216,112,149,39,28,22,5,0,0,3,5,97,5,31,0,0,12,1,5,3,1,11,5,2,1,0,0,66,34,154,17,189,0,0,182,113,452,173,238,85,55,44,13,0,0,0,0,0,0,4,0,0,12,1,6,0,4,8,11,4,2,0,0,0,0,0,0,1,0,0,6,0,2,2,3,7,1,3,0,0,0,0,0,0,0,13,0,0,23,18,49,10,17,17,17,9,2,0,0,25,7,42,2,13,0,0,34,10,29,10,18,15,3,11,1,0,0,0,0,0,0,13,0,0,23,18,49,10,17,17,17,9,2,0,0,0,0,0,0,114,0,0,62,73,285,142,197,41,30,34,10,0,0,2,4,5,1,35,0,0,45,31,136,50,65,58,43,33,10,0,0,62,31,179,21,117,1,0,153,46,222,112,151,43,37,24,6,0,0,0,0,0,0,1,0,0,0,0,0,1,7,3,0,3,1,0,0,5,0,8,2,25,0,0,31,50,153,38,50,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,23,0,0,0,0,0,0,0,0
