Company Name,fbId,fbPageId,2007-12 count(*),2008-01 count(*),2008-12 count(*),2009-01 count(*),2009-12 count(*),2010-01 count(*),2010-12 count(*),2011-01 count(*),2011-12 count(*),2012-01 count(*),2012-12 count(*),2013-01 count(*),2013-12 count(*),2014-01 count(*),2014-12 count(*),2015-01 count(*),2015-12 count(*),2016-01 count(*),2007-12 commentsCount,2008-01 commentsCount,2008-12 commentsCount,2009-01 commentsCount,2009-12 commentsCount,2010-01 commentsCount,2010-12 commentsCount,2011-01 commentsCount,2011-12 commentsCount,2012-01 commentsCount,2012-12 commentsCount,2013-01 commentsCount,2013-12 commentsCount,2014-01 commentsCount,2014-12 commentsCount,2015-01 commentsCount,2015-12 commentsCount,2016-01 commentsCount,2007-12 likesCount,2008-01 likesCount,2008-12 likesCount,2009-01 likesCount,2009-12 likesCount,2010-01 likesCount,2010-12 likesCount,2011-01 likesCount,2011-12 likesCount,2012-01 likesCount,2012-12 likesCount,2013-01 likesCount,2013-12 likesCount,2014-01 likesCount,2014-12 likesCount,2015-01 likesCount,2015-12 likesCount,2016-01 likesCount,2007-12 reactionsCount,2008-01 reactionsCount,2008-12 reactionsCount,2009-01 reactionsCount,2009-12 reactionsCount,2010-01 reactionsCount,2010-12 reactionsCount,2011-01 reactionsCount,2011-12 reactionsCount,2012-01 reactionsCount,2012-12 reactionsCount,2013-01 reactionsCount,2013-12 reactionsCount,2014-01 reactionsCount,2014-12 reactionsCount,2015-01 reactionsCount,2015-12 reactionsCount,2016-01 reactionsCount,2007-12 sharesCount,2008-01 sharesCount,2008-12 sharesCount,2009-01 sharesCount,2009-12 sharesCount,2010-01 sharesCount,2010-12 sharesCount,2011-01 sharesCount,2011-12 sharesCount,2012-01 sharesCount,2012-12 sharesCount,2013-01 sharesCount,2013-12 sharesCount,2014-01 sharesCount,2014-12 sharesCount,2015-01 sharesCount,2015-12 sharesCount,2016-01 sharesCount,2007-12 hasCaption,2008-01 hasCaption,2008-12 hasCaption,2009-01 hasCaption,2009-12 hasCaption,2010-01 hasCaption,2010-12 hasCaption,2011-01 hasCaption,2011-12 hasCaption,2012-01 hasCaption,2012-12 hasCaption,2013-01 hasCaption,2013-12 hasCaption,2014-01 hasCaption,2014-12 hasCaption,2015-01 hasCaption,2015-12 hasCaption,2016-01 hasCaption,2007-12 blankMessage,2008-01 blankMessage,2008-12 blankMessage,2009-01 blankMessage,2009-12 blankMessage,2010-01 blankMessage,2010-12 blankMessage,2011-01 blankMessage,2011-12 blankMessage,2012-01 blankMessage,2012-12 blankMessage,2013-01 blankMessage,2013-12 blankMessage,2014-01 blankMessage,2014-12 blankMessage,2015-01 blankMessage,2015-12 blankMessage,2016-01 blankMessage,2007-12 updatedLater,2008-01 updatedLater,2008-12 updatedLater,2009-01 updatedLater,2009-12 updatedLater,2010-01 updatedLater,2010-12 updatedLater,2011-01 updatedLater,2011-12 updatedLater,2012-01 updatedLater,2012-12 updatedLater,2013-01 updatedLater,2013-12 updatedLater,2014-01 updatedLater,2014-12 updatedLater,2015-01 updatedLater,2015-12 updatedLater,2016-01 updatedLater,2007-12 hasParent,2008-01 hasParent,2008-12 hasParent,2009-01 hasParent,2009-12 hasParent,2010-01 hasParent,2010-12 hasParent,2011-01 hasParent,2011-12 hasParent,2012-01 hasParent,2012-12 hasParent,2013-01 hasParent,2013-12 hasParent,2014-01 hasParent,2014-12 hasParent,2015-01 hasParent,2015-12 hasParent,2016-01 hasParent,2007-12 hasPlace,2008-01 hasPlace,2008-12 hasPlace,2009-01 hasPlace,2009-12 hasPlace,2010-01 hasPlace,2010-12 hasPlace,2011-01 hasPlace,2011-12 hasPlace,2012-01 hasPlace,2012-12 hasPlace,2013-01 hasPlace,2013-12 hasPlace,2014-01 hasPlace,2014-12 hasPlace,2015-01 hasPlace,2015-12 hasPlace,2016-01 hasPlace,2007-12 hasMessageTags,2008-01 hasMessageTags,2008-12 hasMessageTags,2009-01 hasMessageTags,2009-12 hasMessageTags,2010-01 hasMessageTags,2010-12 hasMessageTags,2011-01 hasMessageTags,2011-12 hasMessageTags,2012-01 hasMessageTags,2012-12 hasMessageTags,2013-01 hasMessageTags,2013-12 hasMessageTags,2014-01 hasMessageTags,2014-12 hasMessageTags,2015-01 hasMessageTags,2015-12 hasMessageTags,2016-01 hasMessageTags,2007-12 hasSource,2008-01 hasSource,2008-12 hasSource,2009-01 hasSource,2009-12 hasSource,2010-01 hasSource,2010-12 hasSource,2011-01 hasSource,2011-12 hasSource,2012-01 hasSource,2012-12 hasSource,2013-01 hasSource,2013-12 hasSource,2014-01 hasSource,2014-12 hasSource,2015-01 hasSource,2015-12 hasSource,2016-01 hasSource,2007-12 hasTo,2008-01 hasTo,2008-12 hasTo,2009-01 hasTo,2009-12 hasTo,2010-01 hasTo,2010-12 hasTo,2011-01 hasTo,2011-12 hasTo,2012-01 hasTo,2012-12 hasTo,2013-01 hasTo,2013-12 hasTo,2014-01 hasTo,2014-12 hasTo,2015-01 hasTo,2015-12 hasTo,2016-01 hasTo,2007-12 postedFromApp,2008-01 postedFromApp,2008-12 postedFromApp,2009-01 postedFromApp,2009-12 postedFromApp,2010-01 postedFromApp,2010-12 postedFromApp,2011-01 postedFromApp,2011-12 postedFromApp,2012-01 postedFromApp,2012-12 postedFromApp,2013-01 postedFromApp,2013-12 postedFromApp,2014-01 postedFromApp,2014-12 postedFromApp,2015-01 postedFromApp,2015-12 postedFromApp,2016-01 postedFromApp,2007-12 added_photosStory,2008-01 added_photosStory,2008-12 added_photosStory,2009-01 added_photosStory,2009-12 added_photosStory,2010-01 added_photosStory,2010-12 added_photosStory,2011-01 added_photosStory,2011-12 added_photosStory,2012-01 added_photosStory,2012-12 added_photosStory,2013-01 added_photosStory,2013-12 added_photosStory,2014-01 added_photosStory,2014-12 added_photosStory,2015-01 added_photosStory,2015-12 added_photosStory,2016-01 added_photosStory,2007-12 shared_storyStory,2008-01 shared_storyStory,2008-12 shared_storyStory,2009-01 shared_storyStory,2009-12 shared_storyStory,2010-01 shared_storyStory,2010-12 shared_storyStory,2011-01 shared_storyStory,2011-12 shared_storyStory,2012-01 shared_storyStory,2012-12 shared_storyStory,2013-01 shared_storyStory,2013-12 shared_storyStory,2014-01 shared_storyStory,2014-12 shared_storyStory,2015-01 shared_storyStory,2015-12 shared_storyStory,2016-01 shared_storyStory,2007-12 added_videoStory,2008-01 added_videoStory,2008-12 added_videoStory,2009-01 added_videoStory,2009-12 added_videoStory,2010-01 added_videoStory,2010-12 added_videoStory,2011-01 added_videoStory,2011-12 added_videoStory,2012-01 added_videoStory,2012-12 added_videoStory,2013-01 added_videoStory,2013-12 added_videoStory,2014-01 added_videoStory,2014-12 added_videoStory,2015-01 added_videoStory,2015-12 added_videoStory,2016-01 added_videoStory,2007-12 mobile_status_updateStory,2008-01 mobile_status_updateStory,2008-12 mobile_status_updateStory,2009-01 mobile_status_updateStory,2009-12 mobile_status_updateStory,2010-01 mobile_status_updateStory,2010-12 mobile_status_updateStory,2011-01 mobile_status_updateStory,2011-12 mobile_status_updateStory,2012-01 mobile_status_updateStory,2012-12 mobile_status_updateStory,2013-01 mobile_status_updateStory,2013-12 mobile_status_updateStory,2014-01 mobile_status_updateStory,2014-12 mobile_status_updateStory,2015-01 mobile_status_updateStory,2015-12 mobile_status_updateStory,2016-01 mobile_status_updateStory,2007-12 published_storyStory,2008-01 published_storyStory,2008-12 published_storyStory,2009-01 published_storyStory,2009-12 published_storyStory,2010-01 published_storyStory,2010-12 published_storyStory,2011-01 published_storyStory,2011-12 published_storyStory,2012-01 published_storyStory,2012-12 published_storyStory,2013-01 published_storyStory,2013-12 published_storyStory,2014-01 published_storyStory,2014-12 published_storyStory,2015-01 published_storyStory,2015-12 published_storyStory,2016-01 published_storyStory,2007-12 created_noteStory,2008-01 created_noteStory,2008-12 created_noteStory,2009-01 created_noteStory,2009-12 created_noteStory,2010-01 created_noteStory,2010-12 created_noteStory,2011-01 created_noteStory,2011-12 created_noteStory,2012-01 created_noteStory,2012-12 created_noteStory,2013-01 created_noteStory,2013-12 created_noteStory,2014-01 created_noteStory,2014-12 created_noteStory,2015-01 created_noteStory,2015-12 created_noteStory,2016-01 created_noteStory,2007-12 wall_postStory,2008-01 wall_postStory,2008-12 wall_postStory,2009-01 wall_postStory,2009-12 wall_postStory,2010-01 wall_postStory,2010-12 wall_postStory,2011-01 wall_postStory,2011-12 wall_postStory,2012-01 wall_postStory,2012-12 wall_postStory,2013-01 wall_postStory,2013-12 wall_postStory,2014-01 wall_postStory,2014-12 wall_postStory,2015-01 wall_postStory,2015-12 wall_postStory,2016-01 wall_postStory,2007-12 created_eventStory,2008-01 created_eventStory,2008-12 created_eventStory,2009-01 created_eventStory,2009-12 created_eventStory,2010-01 created_eventStory,2010-12 created_eventStory,2011-01 created_eventStory,2011-12 created_eventStory,2012-01 created_eventStory,2012-12 created_eventStory,2013-01 created_eventStory,2013-12 created_eventStory,2014-01 created_eventStory,2014-12 created_eventStory,2015-01 created_eventStory,2015-12 created_eventStory,2016-01 created_eventStory,2007-12 noTypeStory,2008-01 noTypeStory,2008-12 noTypeStory,2009-01 noTypeStory,2009-12 noTypeStory,2010-01 noTypeStory,2010-12 noTypeStory,2011-01 noTypeStory,2011-12 noTypeStory,2012-01 noTypeStory,2012-12 noTypeStory,2013-01 noTypeStory,2013-12 noTypeStory,2014-01 noTypeStory,2014-12 noTypeStory,2015-01 noTypeStory,2015-12 noTypeStory,2016-01 noTypeStory
Google,104958162837,1,0,0,104,50,294,94,225,11,0,130,27,82,121,187,4,2,12,3,0,0,1997,821,25993,7385,62078,5013,0,128175,10018,29121,27603,41303,1235,293,7856,1416,0,0,7711,2866,143960,37733,470122,43530,0,726052,71722,168927,130574,212979,7910,3123,21905,5147,0,0,7722,2868,143970,37739,470126,43534,0,726058,71722,168927,130624,213012,7945,3130,22883,5396,0,0,89,30,2058,421,23972,3164,0,90311,11987,24764,16612,21748,697,183,3112,707,0,0,9,5,225,70,175,7,0,62,15,43,30,43,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,2,4,0,0,0,0,0,0,9,8,61,23,134,3,0,35,5,10,23,28,0,0,1,2,0,0,0,0,2,0,0,0,0,5,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,4,29,0,0,15,2,18,14,24,0,0,0,1,0,0,1,2,43,22,37,2,0,34,12,23,28,32,1,0,5,1,0,0,3,0,33,4,29,0,0,15,2,18,14,24,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,5,5,10,4,2,11,3,0,0,0,0,26,7,34,3,0,59,11,34,78,127,3,2,6,2,0,0,9,5,222,69,175,7,0,67,16,46,32,48,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,11,12,1,0,5,1,0,0,5,0,10,5,13,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,45,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Jude Children's Research Hospital,6435441794,34,0,0,0,0,0,0,0,0,0,218,106,265,188,268,113,82,3,0,0,0,0,0,0,0,0,0,0,26095,49958,43419,50681,50524,26153,11246,414,0,0,0,0,0,0,0,0,0,0,1532762,2296079,3295248,3462522,4227136,1419270,841608,22086,0,0,0,0,0,0,0,0,0,0,1532764,2296079,3295249,3462534,4227174,1419302,841608,24273,0,0,0,0,0,0,0,0,0,0,124667,158594,256657,208924,240613,102897,57313,1252,0,0,0,0,0,0,0,0,0,0,66,16,49,12,23,33,29,0,0,0,0,0,0,0,0,0,0,0,1,4,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,39,19,42,22,43,30,23,0,0,0,0,0,0,0,0,0,0,0,3,1,5,5,13,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,29,125,50,91,28,17,0,0,0,0,0,0,0,0,0,0,0,13,1,5,4,8,8,12,0,0,0,0,0,0,0,0,0,0,0,107,30,125,50,91,28,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,109,95,65,3,0,0,0,0,0,0,0,0,0,0,126,91,215,173,235,70,46,3,0,0,0,0,0,0,0,0,0,0,76,12,47,14,31,42,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Accenture,20341500871,82,2,1,16,14,50,16,139,1,0,179,47,177,72,101,123,87,99,20,0,0,2,11,32,8,100,0,0,138,25,118,49,67,55,79,20,4,0,0,38,49,165,53,873,5,0,2686,958,2580,1575,2013,2553,2045,859,108,0,0,38,49,165,53,873,5,0,2686,958,2580,1575,2014,2553,2045,869,108,0,0,0,0,0,0,37,0,0,393,111,387,181,319,431,416,161,9,2,0,6,8,13,4,114,1,0,134,25,99,42,51,57,27,44,5,0,0,0,0,0,0,2,0,0,5,0,3,2,2,0,0,0,1,2,1,14,9,40,12,101,1,0,136,42,140,59,73,92,71,75,14,0,0,2,0,2,0,0,0,0,4,4,17,4,3,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,33,9,20,5,8,25,3,0,0,3,5,4,1,2,0,0,14,5,14,9,17,16,9,6,5,0,0,0,0,0,0,0,0,0,1,9,33,9,20,5,8,25,3,0,0,0,0,0,0,27,1,0,53,0,0,0,0,102,67,95,18,2,0,1,1,1,0,10,0,0,23,15,47,25,38,60,52,52,10,0,0,7,7,14,4,87,0,0,97,30,117,45,51,55,28,42,7,0,0,2,5,2,1,1,0,0,1,0,0,1,8,6,6,5,3,0,0,6,1,33,11,15,0,0,16,2,13,1,4,2,1,0,0,0,0,0,0,0,0,25,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salesforce.com,5634829153,25,3,2,31,18,142,10,133,3,0,222,91,310,154,222,192,150,81,23,0,1,103,78,545,80,1113,6,0,4956,2955,5131,552,954,659,546,368,107,6,1,471,299,3130,223,9050,233,0,46368,70613,81647,12438,22168,10244,9363,6042,1260,6,1,471,299,3130,223,9050,233,0,46368,70613,81647,12438,22168,10247,9364,6219,1282,4,2,8,5,20,0,528,40,0,10289,4309,9491,1851,3256,1608,1291,1343,271,0,0,20,17,120,9,101,2,0,55,5,15,12,10,63,39,49,9,1,0,10,2,9,0,6,1,0,21,1,1,1,2,1,1,0,0,3,2,15,8,43,2,41,2,0,65,37,141,66,101,68,41,17,5,0,0,0,0,2,0,1,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,50,28,104,9,20,10,6,12,5,3,2,6,4,10,1,14,0,0,13,1,7,4,6,6,5,6,1,0,0,0,0,5,0,0,0,0,50,28,104,9,20,10,6,12,5,0,0,0,0,0,0,5,0,0,14,37,114,95,133,174,144,73,20,0,0,8,3,18,0,45,1,0,161,81,288,146,209,126,110,26,13,0,0,18,15,120,9,77,2,0,53,5,15,8,8,62,38,49,9,3,2,0,0,0,0,2,0,0,0,0,2,0,3,4,2,6,1,0,0,5,0,4,1,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,2,0,0,0,0,0,0
Mattel,148757037599,73,0,0,36,30,33,18,126,6,0,48,28,74,18,44,74,55,29,4,0,0,34,43,143,86,2044,92,0,2066,679,2514,133,518,876,518,467,172,0,0,258,254,623,385,3820,236,0,7701,2536,5889,1667,5813,9237,6210,6298,1103,0,0,258,262,623,385,3820,236,0,7701,2536,5892,1667,5813,9240,6214,6581,1126,0,0,36,62,14,10,476,3,0,2284,356,887,73,1643,1110,815,1529,286,0,0,22,17,16,11,47,1,0,19,6,18,7,20,15,13,9,1,0,0,2,0,0,0,0,0,0,4,1,5,3,3,0,1,0,0,0,0,26,18,13,10,37,3,0,16,5,12,4,4,29,26,7,0,0,0,0,0,3,0,6,0,0,4,2,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,2,0,14,6,20,7,6,51,36,18,2,0,0,1,1,5,4,14,0,0,6,0,2,2,2,13,6,7,1,0,0,0,0,0,0,46,2,0,14,6,20,7,6,51,36,18,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,1,33,1,0,23,16,43,5,19,50,35,16,3,0,0,22,17,20,11,59,0,0,22,8,22,11,23,17,14,10,1,0,0,1,1,2,3,5,0,0,0,0,0,0,0,6,5,2,0,0,0,1,1,3,3,16,3,0,2,4,7,2,2,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,2,0,0,0,0,0,0
Monsanto,44495818682,104,0,0,35,12,83,19,156,1,0,69,24,128,90,137,206,155,85,31,0,0,285,70,841,182,1489,19,0,8045,4274,33225,9565,18067,12978,10143,4717,1348,0,0,509,155,1228,261,1896,63,0,3259,2813,15191,18179,25673,48106,31334,30683,7627,0,0,510,155,1228,261,1899,63,0,3259,2813,15191,18187,25679,48178,31478,32639,8115,0,0,54,9,19,1,217,0,0,1086,559,3291,3557,4693,14724,7468,9643,1775,0,0,26,11,78,19,150,1,0,66,21,117,54,96,87,68,44,9,0,0,5,6,8,2,12,0,0,2,1,0,2,2,7,4,4,0,0,0,28,9,67,15,143,0,0,53,19,98,54,81,119,94,29,13,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,3,1,1,0,1,0,0,14,6,1,0,19,0,0,3,1,2,5,12,31,26,16,13,0,0,0,0,4,0,0,0,0,1,1,0,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,69,21,0,0,1,1,4,1,1,0,0,0,1,7,32,34,93,66,21,7,0,0,25,11,77,18,152,1,0,67,22,118,54,94,87,66,45,10,0,0,3,0,0,0,3,0,0,0,0,0,1,3,25,22,15,13,0,0,6,0,2,0,0,0,0,2,1,3,3,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARI, Automotive Resources International",282991730710,114,0,0,0,0,23,7,63,0,0,254,59,262,111,165,171,108,85,22,0,0,0,0,0,0,0,0,0,19,10,49,19,37,60,50,77,17,0,0,0,0,0,0,1,0,0,355,319,1461,993,1363,1148,995,1144,276,0,0,0,0,0,0,1,0,0,355,319,1461,993,1363,1148,995,1186,280,0,0,0,0,0,0,0,0,0,41,25,90,108,140,190,180,296,97,0,0,0,0,20,4,62,0,0,218,45,196,97,141,156,95,77,17,0,0,0,0,0,0,0,0,0,102,27,131,33,43,2,1,0,1,0,0,0,0,23,7,63,0,0,244,54,238,98,142,132,80,68,15,0,0,0,0,0,0,0,0,0,19,6,22,3,8,3,2,3,2,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,7,7,7,18,8,11,2,0,0,0,0,0,0,0,0,0,14,0,7,4,5,5,6,1,0,0,0,0,0,0,0,0,0,0,3,1,7,8,7,18,8,11,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,12,58,20,37,21,16,11,6,0,0,0,0,20,4,62,0,0,224,46,203,91,127,150,92,74,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men's Wearhouse,199928852452,50,0,0,0,0,175,45,220,15,0,342,118,311,148,195,138,97,86,36,0,0,0,0,572,110,3481,118,0,8356,5028,19171,1241,2039,2580,764,947,1169,0,0,0,0,848,167,3837,277,0,123948,120257,333990,20569,30020,95544,36360,92450,40015,0,0,0,0,848,167,3837,277,0,123948,120258,333996,20570,30020,95544,36362,96439,42220,0,0,0,0,16,0,359,3,0,10393,9973,26157,2477,3127,12373,2371,2580,5808,0,0,0,0,118,32,149,8,0,101,7,24,11,19,7,4,3,3,0,0,0,0,1,0,1,0,0,7,3,15,1,4,5,0,4,1,0,0,0,0,64,18,67,2,0,66,34,87,53,69,35,21,30,10,0,0,0,0,0,0,2,0,0,3,0,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,20,2,14,1,1,27,23,20,11,0,0,0,0,0,0,1,0,0,10,6,6,10,7,10,3,5,2,0,0,0,0,0,0,1,0,0,20,2,14,1,1,27,22,20,11,0,0,0,0,0,0,0,0,0,45,0,0,4,3,34,23,62,24,0,0,0,0,4,0,5,0,0,217,93,260,125,169,120,89,74,30,0,0,0,0,117,32,157,8,0,69,6,10,10,17,9,4,7,4,0,0,0,0,0,0,0,0,0,0,0,2,8,6,9,3,5,2,0,0,0,0,54,13,54,6,0,20,18,27,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,6,0,0,0,0,0,0,0,0
MITRE,151373044800,100,0,0,32,14,314,103,222,12,0,212,46,157,91,155,131,139,19,5,0,0,80,16,1948,997,1743,285,0,1851,262,454,97,85,138,196,89,12,0,0,216,39,1653,562,1874,99,0,5897,2681,6425,2638,3440,1423,1907,281,47,0,0,216,39,1653,562,1874,99,0,5897,2681,6425,2638,3440,1423,1907,282,48,0,0,2,0,2,3,109,0,0,548,184,505,247,401,302,405,49,8,0,0,9,3,38,11,65,0,0,62,21,32,22,37,11,4,5,2,0,0,2,1,13,5,6,0,0,34,0,4,6,13,4,5,1,0,0,0,10,5,109,31,95,2,0,68,15,70,59,97,99,108,5,2,0,0,0,0,0,0,2,0,0,16,1,6,5,13,5,2,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,14,5,16,0,0,17,13,30,35,41,46,24,9,3,0,0,1,0,15,9,31,0,0,11,2,12,17,35,32,21,0,0,0,0,0,0,14,5,16,0,0,17,13,31,35,42,46,24,9,3,0,0,0,0,0,0,0,0,0,0,0,0,24,41,51,81,5,3,0,0,7,2,30,13,16,0,0,84,39,112,62,99,90,114,13,3,0,0,4,1,34,8,68,0,0,54,5,26,18,46,15,4,6,2,0,0,0,0,9,4,4,0,0,0,0,2,9,10,26,19,0,0,0,0,15,9,223,73,102,11,0,60,2,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,18,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,9,0,6,0,0,0,0,0,0
Cisco,134134190357,80,0,0,3,0,0,0,1,0,17,525,281,807,269,388,20,15,255,107,0,0,0,0,0,0,0,0,0,1,3,1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,32,40,87,39,73,1,0,3,0,0,0,1,0,0,0,0,0,1,32,40,87,39,73,1,0,3,0,0,0,1,0,0,0,0,0,0,1,8,11,6,7,0,0,0,0,0,0,3,0,0,0,1,0,0,3,52,191,269,388,20,15,255,107,0,0,0,0,0,0,1,0,0,0,52,191,269,387,20,15,255,107,0,0,3,0,0,0,1,0,17,524,278,807,267,387,20,15,255,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,524,281,807,269,387,20,15,255,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,52,191,269,388,20,15,255,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,522,229,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
