Company Name,fbId,fbPageId,2007 count(*),2008 count(*),2009 count(*),2010 count(*),2011 count(*),2012 count(*),2013 count(*),2014 count(*),2015 count(*),2016 count(*),2007 commentsCount,2008 commentsCount,2009 commentsCount,2010 commentsCount,2011 commentsCount,2012 commentsCount,2013 commentsCount,2014 commentsCount,2015 commentsCount,2016 commentsCount,2007 likesCount,2008 likesCount,2009 likesCount,2010 likesCount,2011 likesCount,2012 likesCount,2013 likesCount,2014 likesCount,2015 likesCount,2016 likesCount,2007 reactionsCount,2008 reactionsCount,2009 reactionsCount,2010 reactionsCount,2011 reactionsCount,2012 reactionsCount,2013 reactionsCount,2014 reactionsCount,2015 reactionsCount,2016 reactionsCount,2007 sharesCount,2008 sharesCount,2009 sharesCount,2010 sharesCount,2011 sharesCount,2012 sharesCount,2013 sharesCount,2014 sharesCount,2015 sharesCount,2016 sharesCount,2007 hasCaption,2008 hasCaption,2009 hasCaption,2010 hasCaption,2011 hasCaption,2012 hasCaption,2013 hasCaption,2014 hasCaption,2015 hasCaption,2016 hasCaption,2007 blankMessage,2008 blankMessage,2009 blankMessage,2010 blankMessage,2011 blankMessage,2012 blankMessage,2013 blankMessage,2014 blankMessage,2015 blankMessage,2016 blankMessage,2007 updatedLater,2008 updatedLater,2009 updatedLater,2010 updatedLater,2011 updatedLater,2012 updatedLater,2013 updatedLater,2014 updatedLater,2015 updatedLater,2016 updatedLater,2007 hasParent,2008 hasParent,2009 hasParent,2010 hasParent,2011 hasParent,2012 hasParent,2013 hasParent,2014 hasParent,2015 hasParent,2016 hasParent,2007 hasPlace,2008 hasPlace,2009 hasPlace,2010 hasPlace,2011 hasPlace,2012 hasPlace,2013 hasPlace,2014 hasPlace,2015 hasPlace,2016 hasPlace,2007 hasMessageTags,2008 hasMessageTags,2009 hasMessageTags,2010 hasMessageTags,2011 hasMessageTags,2012 hasMessageTags,2013 hasMessageTags,2014 hasMessageTags,2015 hasMessageTags,2016 hasMessageTags,2007 hasSource,2008 hasSource,2009 hasSource,2010 hasSource,2011 hasSource,2012 hasSource,2013 hasSource,2014 hasSource,2015 hasSource,2016 hasSource,2007 hasTo,2008 hasTo,2009 hasTo,2010 hasTo,2011 hasTo,2012 hasTo,2013 hasTo,2014 hasTo,2015 hasTo,2016 hasTo,2007 postedFromApp,2008 postedFromApp,2009 postedFromApp,2010 postedFromApp,2011 postedFromApp,2012 postedFromApp,2013 postedFromApp,2014 postedFromApp,2015 postedFromApp,2016 postedFromApp,2007 added_photosStory,2008 added_photosStory,2009 added_photosStory,2010 added_photosStory,2011 added_photosStory,2012 added_photosStory,2013 added_photosStory,2014 added_photosStory,2015 added_photosStory,2016 added_photosStory,2007 shared_storyStory,2008 shared_storyStory,2009 shared_storyStory,2010 shared_storyStory,2011 shared_storyStory,2012 shared_storyStory,2013 shared_storyStory,2014 shared_storyStory,2015 shared_storyStory,2016 shared_storyStory,2007 added_videoStory,2008 added_videoStory,2009 added_videoStory,2010 added_videoStory,2011 added_videoStory,2012 added_videoStory,2013 added_videoStory,2014 added_videoStory,2015 added_videoStory,2016 added_videoStory,2007 mobile_status_updateStory,2008 mobile_status_updateStory,2009 mobile_status_updateStory,2010 mobile_status_updateStory,2011 mobile_status_updateStory,2012 mobile_status_updateStory,2013 mobile_status_updateStory,2014 mobile_status_updateStory,2015 mobile_status_updateStory,2016 mobile_status_updateStory,2007 published_storyStory,2008 published_storyStory,2009 published_storyStory,2010 published_storyStory,2011 published_storyStory,2012 published_storyStory,2013 published_storyStory,2014 published_storyStory,2015 published_storyStory,2016 published_storyStory,2007 created_noteStory,2008 created_noteStory,2009 created_noteStory,2010 created_noteStory,2011 created_noteStory,2012 created_noteStory,2013 created_noteStory,2014 created_noteStory,2015 created_noteStory,2016 created_noteStory,2007 wall_postStory,2008 wall_postStory,2009 wall_postStory,2010 wall_postStory,2011 wall_postStory,2012 wall_postStory,2013 wall_postStory,2014 wall_postStory,2015 wall_postStory,2016 wall_postStory,2007 created_eventStory,2008 created_eventStory,2009 created_eventStory,2010 created_eventStory,2011 created_eventStory,2012 created_eventStory,2013 created_eventStory,2014 created_eventStory,2015 created_eventStory,2016 created_eventStory,2007 noTypeStory,2008 noTypeStory,2009 noTypeStory,2010 noTypeStory,2011 noTypeStory,2012 noTypeStory,2013 noTypeStory,2014 noTypeStory,2015 noTypeStory,2016 noTypeStory
Atlantic Health,91507407676,59,0,17,59,63,0,147,133,83,12,2,0,2,0,0,0,13,13,5,1,0,0,3,13,25,0,155,221,114,55,1,0,3,13,25,0,155,221,114,55,1,0,0,0,3,0,32,41,16,7,0,0,11,56,57,0,86,45,31,5,1,0,3,1,0,0,44,66,45,6,0,0,16,59,63,0,139,123,78,11,2,0,0,0,0,0,19,42,28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,15,9,3,0,0,11,56,57,0,105,87,59,7,1,0,3,0,0,0,0,0,0,0,0,0,2,3,6,0,31,31,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nordstrom,12854644836,56,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,9875,7525,0,0,0,0,0,0,0,0,1155694,574272,0,0,0,0,0,0,0,0,1193439,601098,0,0,0,0,0,0,0,0,25538,13783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millennium: The Takeda Oncology Company,201874996515231,31,0,0,0,32,1,236,169,84,65,11,0,0,0,10,0,60,33,27,24,3,0,0,0,197,3,1723,1446,746,979,163,0,0,0,197,3,1723,1446,746,985,164,0,0,0,15,0,137,149,73,208,17,0,0,0,24,1,120,91,31,13,4,0,0,0,11,0,13,11,5,2,0,0,0,0,27,1,204,143,68,44,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,5,17,4,0,0,0,6,1,21,11,6,7,2,0,0,0,0,0,1,1,5,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,108,87,42,36,5,0,0,0,22,1,121,71,30,23,4,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,7,9,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CarMax,58226901193,81,0,66,305,423,3,361,296,143,33,1,0,80,1659,2829,18,2565,4920,7720,1002,3,0,402,2342,4213,69,11644,48924,75175,39808,7,0,403,2344,4217,69,11644,48924,75175,39850,7,0,3,5,82,0,634,2060,2480,1484,0,0,43,153,146,2,146,108,47,5,0,0,3,8,1,0,2,4,3,1,0,0,41,91,94,0,105,63,34,8,0,0,0,0,8,0,20,2,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,15,0,22,28,18,7,0,0,2,6,9,0,6,17,8,4,0,0,0,0,15,0,22,28,18,7,0,0,2,15,6,0,0,0,0,0,0,0,7,60,100,0,100,119,82,24,0,0,43,146,150,2,176,110,48,5,0,0,1,4,1,0,0,2,0,4,0,0,13,84,167,1,84,64,13,0,1,0,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
FedEx,150993094945648,105,0,0,12,139,4,332,422,476,286,30,0,0,260,34566,563,20638,81525,56157,23077,1954,0,0,869,51985,1619,231644,977401,1144306,491793,44442,0,0,869,51985,1619,231644,977404,1144312,493949,44711,0,0,20,4564,56,26179,66633,90041,50727,5843,0,0,9,94,3,134,112,74,22,1,0,0,0,0,0,11,15,6,3,0,0,0,9,55,2,135,168,156,90,13,0,0,0,4,0,9,16,27,13,1,0,0,0,0,0,9,1,2,3,0,0,0,1,3,0,82,89,104,72,4,0,0,0,4,0,19,26,60,54,9,0,0,1,3,0,82,89,104,72,4,0,0,0,40,1,33,183,192,128,17,0,0,3,27,0,161,280,344,210,20,0,0,8,64,2,139,111,87,33,1,0,0,0,1,0,3,10,38,42,9,0,0,1,6,1,26,13,7,1,0,0,0,0,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,5,0,0,0
Novo Nordisk,105548031768,38,0,0,0,57,2,161,221,182,91,10,0,0,0,126,9,1168,1207,636,815,33,0,0,0,1582,100,36365,101423,117158,240795,1746,0,0,0,1582,100,36365,101423,117160,241066,1765,0,0,0,312,24,5142,5083,6039,4792,266,0,0,0,48,2,89,57,37,37,7,0,0,0,15,1,8,14,11,5,0,0,0,0,29,1,74,116,77,25,2,0,0,0,0,0,9,26,7,6,1,0,0,0,0,0,1,1,6,2,0,0,0,0,0,0,1,13,13,18,1,0,0,0,15,2,35,26,36,22,1,0,0,0,0,0,1,13,13,18,1,0,0,0,0,0,8,37,2,0,0,0,0,0,7,0,55,115,122,37,2,0,0,0,49,2,92,84,36,37,8,0,0,0,0,0,0,4,24,17,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
DreamWorks Animation SKG,104770457523,13,0,15,163,284,7,462,317,407,288,42,0,229,2426,10391,275,23036,28952,30782,11721,534,0,962,15538,84488,3357,572889,1345527,1887909,660234,24732,0,962,15538,84490,3357,572895,1345535,1887987,660876,25544,0,111,386,5765,359,50912,60312,61800,19243,281,0,12,75,106,4,83,69,21,21,2,0,1,0,1,0,7,3,9,31,8,0,3,24,74,2,101,58,69,44,3,0,0,11,20,0,18,51,41,69,24,0,0,0,0,0,11,0,0,0,0,0,0,86,157,2,315,225,164,92,21,0,2,20,33,1,42,33,53,67,8,0,0,86,157,2,290,225,164,92,21,0,0,5,4,0,0,0,166,125,5,0,2,44,125,3,346,192,321,175,16,0,12,87,129,4,103,120,61,90,26,0,1,2,1,0,0,1,23,23,0,0,0,29,28,0,12,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
PricewaterhouseCoopers,232561027513,43,0,0,106,169,2,309,199,270,187,22,0,0,85,318,1,527,351,320,229,33,0,0,993,2538,14,14403,17707,18512,10989,1403,0,0,993,2538,14,14403,17707,18512,11054,1415,0,0,3,74,0,818,1262,2039,1778,207,0,0,96,133,2,149,110,140,87,8,0,0,0,4,0,24,7,3,4,0,0,0,74,88,1,176,102,160,117,13,0,0,0,1,0,4,5,6,1,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,4,17,19,3,0,0,0,6,11,0,15,11,32,17,0,0,0,0,0,0,6,22,26,3,0,0,0,0,0,0,5,33,156,146,21,0,0,0,21,0,104,67,96,80,14,0,0,96,130,2,141,102,129,87,8,0,0,1,0,0,0,3,22,13,0,0,0,9,18,0,52,25,23,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,1,0,0,0
Teach For America,8433834471,64,0,75,225,321,16,339,416,589,349,46,0,116,514,951,57,2653,5996,11277,4637,669,0,953,5364,17012,983,61825,228307,514478,225005,28472,0,954,5364,17012,983,61826,228307,514485,227512,28983,0,3,1,3612,23,38308,77930,173719,48834,7902,0,52,195,272,11,186,217,339,208,24,0,6,7,1,0,11,34,16,4,0,0,31,85,105,5,98,112,82,57,8,0,0,0,2,0,8,3,9,15,2,0,0,0,0,0,0,0,0,3,3,0,0,22,41,1,24,73,88,63,10,0,10,8,25,2,24,60,46,19,6,0,0,22,41,1,24,73,88,63,10,0,0,0,0,0,7,78,97,0,0,0,0,7,15,1,129,186,215,112,15,0,51,193,275,12,189,220,344,221,26,0,8,0,0,0,0,0,24,11,4,0,14,25,31,3,15,10,5,4,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
WellStar Health System,94455639888,115,0,25,30,58,8,864,824,753,448,55,0,9,10,26,1,705,1424,2631,1472,98,0,37,72,231,35,5101,23748,45796,19462,1648,0,37,72,231,35,5101,23749,45796,19564,1670,0,0,0,11,0,435,1459,5483,2725,307,0,3,8,20,7,459,138,67,37,3,0,9,0,3,2,8,39,38,46,2,0,20,26,49,7,602,486,314,238,39,0,0,0,2,0,5,15,11,6,0,0,0,0,0,0,0,0,3,6,1,0,0,0,2,0,1,6,35,9,0,0,0,1,0,0,3,11,16,7,1,0,0,0,2,0,1,6,35,9,0,0,0,0,0,0,499,691,519,383,51,0,8,0,1,0,206,638,649,398,49,0,4,8,22,7,415,142,61,35,2,0,0,0,0,0,0,0,10,5,1,0,13,22,35,1,192,33,12,0,2,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,8,0,0,0,0,0,0,0,0,0,0,0
Credit Acceptance,168678439842388,116,0,0,0,32,0,78,40,29,15,0,0,0,0,8,0,101,83,167,83,0,0,0,0,102,0,1182,846,596,494,0,0,0,0,102,0,1182,846,605,505,0,0,0,0,16,0,154,133,230,108,0,0,0,0,16,0,32,17,7,1,0,0,0,0,7,0,4,1,4,0,0,0,0,0,27,0,60,37,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,12,11,5,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,3,12,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,49,22,16,10,0,0,0,0,16,0,24,13,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz USA,6604386669,11,0,0,0,0,0,382,692,1022,705,117,0,0,0,0,0,100921,136360,108632,96064,14283,0,0,0,0,0,5130190,11927999,12008278,5989217,454592,0,0,0,0,0,5130197,11928019,12009548,6030931,465925,0,0,0,0,0,515811,790274,648929,392013,43056,0,0,0,0,0,80,52,64,74,22,0,0,0,0,0,28,9,10,1,0,0,0,0,0,0,120,194,160,99,15,0,0,0,0,0,7,14,44,41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97,333,508,347,58,0,0,0,0,0,60,53,205,192,32,0,0,0,0,0,97,333,507,347,58,0,0,0,0,0,85,0,0,4,0,0,0,0,0,0,278,580,749,423,63,0,0,0,0,0,89,60,106,111,23,0,0,0,0,0,4,24,154,169,31,0,0,0,0,0,2,21,10,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,1,0,0,0,0,0,0,5,0,0,0,0
Chesapeake Energy,201579567564,17,0,0,0,0,0,543,253,81,14,1,0,0,0,0,0,1865,660,142,26,0,0,0,0,0,0,22339,13777,4206,382,8,0,0,0,0,0,22339,13777,4206,382,8,0,0,0,0,0,2574,1907,401,47,1,0,0,0,0,0,345,109,27,0,0,0,0,0,0,0,88,13,4,3,0,0,0,0,0,0,247,140,41,10,1,0,0,0,0,0,14,6,6,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,63,53,18,4,0,0,0,0,0,0,50,23,6,3,0,0,0,0,0,0,63,53,18,4,0,0,0,0,0,0,299,52,22,2,0,0,0,0,0,0,112,140,52,9,1,0,0,0,0,0,280,100,27,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,66,11,2,1,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0
General Mills,163903596981363,58,0,0,17,190,1,309,246,92,50,2,0,0,30,484,2,951,395,244,115,15,0,0,17,893,4,2760,2382,1436,531,22,0,0,17,893,4,2760,2382,1436,531,22,0,0,0,98,0,422,336,397,82,6,0,0,4,95,1,82,55,40,27,1,0,0,0,0,0,7,3,4,0,0,0,0,11,73,0,149,136,36,19,0,0,0,0,1,0,5,8,5,0,0,0,0,0,0,0,1,1,0,2,1,0,0,2,17,0,55,41,7,5,0,0,0,2,13,0,20,10,8,2,0,0,0,2,17,0,55,41,7,5,0,0,0,0,5,0,27,72,26,8,0,0,0,0,7,0,136,156,37,19,1,0,0,4,94,1,77,63,45,27,1,0,0,1,1,0,0,1,4,0,0,0,0,12,84,0,90,25,6,4,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0
Deloitte,667369363331771,61,0,0,0,0,0,0,50,177,80,0,0,0,0,0,0,0,2,30,8,0,0,0,0,0,0,0,144,631,146,0,0,0,0,0,0,0,144,631,146,0,0,0,0,0,0,0,13,86,26,0,0,0,0,0,0,0,45,156,68,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,47,156,71,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,30,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,119,62,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,45,157,69,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
