Company Name,fbId,fbPageId,2007 count(*),2008 count(*),2009 count(*),2010 count(*),2011 count(*),2012 count(*),2013 count(*),2014 count(*),2015 count(*),2016 count(*),2007 commentsCount,2008 commentsCount,2009 commentsCount,2010 commentsCount,2011 commentsCount,2012 commentsCount,2013 commentsCount,2014 commentsCount,2015 commentsCount,2016 commentsCount,2007 likesCount,2008 likesCount,2009 likesCount,2010 likesCount,2011 likesCount,2012 likesCount,2013 likesCount,2014 likesCount,2015 likesCount,2016 likesCount,2007 reactionsCount,2008 reactionsCount,2009 reactionsCount,2010 reactionsCount,2011 reactionsCount,2012 reactionsCount,2013 reactionsCount,2014 reactionsCount,2015 reactionsCount,2016 reactionsCount,2007 sharesCount,2008 sharesCount,2009 sharesCount,2010 sharesCount,2011 sharesCount,2012 sharesCount,2013 sharesCount,2014 sharesCount,2015 sharesCount,2016 sharesCount,2007 hasCaption,2008 hasCaption,2009 hasCaption,2010 hasCaption,2011 hasCaption,2012 hasCaption,2013 hasCaption,2014 hasCaption,2015 hasCaption,2016 hasCaption,2007 blankMessage,2008 blankMessage,2009 blankMessage,2010 blankMessage,2011 blankMessage,2012 blankMessage,2013 blankMessage,2014 blankMessage,2015 blankMessage,2016 blankMessage,2007 updatedLater,2008 updatedLater,2009 updatedLater,2010 updatedLater,2011 updatedLater,2012 updatedLater,2013 updatedLater,2014 updatedLater,2015 updatedLater,2016 updatedLater,2007 hasParent,2008 hasParent,2009 hasParent,2010 hasParent,2011 hasParent,2012 hasParent,2013 hasParent,2014 hasParent,2015 hasParent,2016 hasParent,2007 hasPlace,2008 hasPlace,2009 hasPlace,2010 hasPlace,2011 hasPlace,2012 hasPlace,2013 hasPlace,2014 hasPlace,2015 hasPlace,2016 hasPlace,2007 hasMessageTags,2008 hasMessageTags,2009 hasMessageTags,2010 hasMessageTags,2011 hasMessageTags,2012 hasMessageTags,2013 hasMessageTags,2014 hasMessageTags,2015 hasMessageTags,2016 hasMessageTags,2007 hasSource,2008 hasSource,2009 hasSource,2010 hasSource,2011 hasSource,2012 hasSource,2013 hasSource,2014 hasSource,2015 hasSource,2016 hasSource,2007 hasTo,2008 hasTo,2009 hasTo,2010 hasTo,2011 hasTo,2012 hasTo,2013 hasTo,2014 hasTo,2015 hasTo,2016 hasTo,2007 postedFromApp,2008 postedFromApp,2009 postedFromApp,2010 postedFromApp,2011 postedFromApp,2012 postedFromApp,2013 postedFromApp,2014 postedFromApp,2015 postedFromApp,2016 postedFromApp,2007 added_photosStory,2008 added_photosStory,2009 added_photosStory,2010 added_photosStory,2011 added_photosStory,2012 added_photosStory,2013 added_photosStory,2014 added_photosStory,2015 added_photosStory,2016 added_photosStory,2007 shared_storyStory,2008 shared_storyStory,2009 shared_storyStory,2010 shared_storyStory,2011 shared_storyStory,2012 shared_storyStory,2013 shared_storyStory,2014 shared_storyStory,2015 shared_storyStory,2016 shared_storyStory,2007 added_videoStory,2008 added_videoStory,2009 added_videoStory,2010 added_videoStory,2011 added_videoStory,2012 added_videoStory,2013 added_videoStory,2014 added_videoStory,2015 added_videoStory,2016 added_videoStory,2007 mobile_status_updateStory,2008 mobile_status_updateStory,2009 mobile_status_updateStory,2010 mobile_status_updateStory,2011 mobile_status_updateStory,2012 mobile_status_updateStory,2013 mobile_status_updateStory,2014 mobile_status_updateStory,2015 mobile_status_updateStory,2016 mobile_status_updateStory,2007 published_storyStory,2008 published_storyStory,2009 published_storyStory,2010 published_storyStory,2011 published_storyStory,2012 published_storyStory,2013 published_storyStory,2014 published_storyStory,2015 published_storyStory,2016 published_storyStory,2007 created_noteStory,2008 created_noteStory,2009 created_noteStory,2010 created_noteStory,2011 created_noteStory,2012 created_noteStory,2013 created_noteStory,2014 created_noteStory,2015 created_noteStory,2016 created_noteStory,2007 wall_postStory,2008 wall_postStory,2009 wall_postStory,2010 wall_postStory,2011 wall_postStory,2012 wall_postStory,2013 wall_postStory,2014 wall_postStory,2015 wall_postStory,2016 wall_postStory,2007 created_eventStory,2008 created_eventStory,2009 created_eventStory,2010 created_eventStory,2011 created_eventStory,2012 created_eventStory,2013 created_eventStory,2014 created_eventStory,2015 created_eventStory,2016 created_eventStory,2007 noTypeStory,2008 noTypeStory,2009 noTypeStory,2010 noTypeStory,2011 noTypeStory,2012 noTypeStory,2013 noTypeStory,2014 noTypeStory,2015 noTypeStory,2016 noTypeStory
Kimley-Horn and Associates,204703769542227,118,0,0,0,21,0,17,45,110,86,9,0,0,0,5,0,14,15,70,65,8,0,0,0,38,0,168,749,2620,2821,184,0,0,0,38,0,168,749,2620,2841,184,0,0,0,4,0,9,40,189,367,13,0,0,0,6,0,10,24,44,32,2,0,0,0,0,0,1,1,2,2,0,0,0,0,16,0,11,32,62,45,5,0,0,0,0,0,0,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,49,47,4,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,3,20,49,47,4,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,7,17,58,48,5,0,0,0,6,0,9,26,47,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernst & Young,195665063800329,54,0,0,0,79,2,145,215,247,177,26,0,0,0,12,0,221,270,439,399,52,0,0,0,308,32,5875,20920,28610,24508,3855,0,0,0,308,32,5875,20920,28610,24566,3905,0,0,0,33,10,930,2162,3867,5119,989,0,0,0,74,1,126,163,156,80,7,0,0,0,29,0,48,27,43,3,2,0,0,0,69,2,97,135,145,95,12,0,0,0,3,0,1,14,28,6,2,0,0,0,0,0,2,4,2,6,0,0,0,0,0,0,0,11,17,12,0,0,0,0,4,1,7,14,20,17,5,0,0,0,0,0,0,12,16,11,0,0,0,0,0,0,4,11,55,132,21,0,0,0,0,1,15,39,57,90,14,0,0,0,77,0,100,172,179,70,7,0,0,0,2,1,0,0,4,12,5,0,0,0,0,0,2,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cooley,29631010782,127,0,27,35,51,0,119,164,52,32,4,0,2,1,6,0,24,24,18,12,1,0,6,42,182,0,599,991,855,607,57,0,6,42,182,0,599,991,855,617,57,0,0,0,10,0,53,72,72,90,2,0,26,33,43,0,105,120,23,13,0,0,12,7,3,0,2,5,1,4,1,0,26,34,47,0,102,144,33,22,3,0,0,0,1,0,1,9,1,2,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,15,14,11,3,0,1,0,0,0,1,9,6,4,0,0,0,0,0,0,2,15,14,11,3,0,0,0,0,0,56,93,13,2,0,0,0,0,3,0,11,28,22,15,3,0,26,33,44,0,85,130,24,15,1,0,0,0,0,0,0,0,5,2,0,0,0,2,4,0,2,6,1,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRA International,45726451297,112,0,0,0,224,1,127,75,66,114,8,0,0,0,197,0,82,41,14,32,1,0,0,0,306,2,321,261,150,226,9,0,0,0,306,2,321,261,150,226,10,0,0,0,8,0,64,34,17,31,2,0,0,0,161,0,85,34,18,14,3,0,0,0,12,0,28,8,6,14,1,0,0,0,142,1,88,45,53,87,6,0,0,0,2,0,0,0,0,7,1,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,3,9,0,2,0,0,0,0,7,0,3,0,1,2,0,0,0,0,0,0,3,9,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,26,35,32,72,3,0,0,0,163,0,63,27,15,19,3,0,0,0,0,0,2,0,0,0,0,0,0,0,40,1,16,7,16,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,3,2,0,0,0,0,1,0,0,0,0,0,1
CH2M Hill,130017893696618,97,0,0,0,61,0,350,369,470,325,34,0,0,0,32,0,238,357,457,135,8,0,0,0,89,0,1882,4414,5196,1745,126,0,0,0,89,0,1882,4414,5196,1751,126,0,0,0,7,0,369,1001,977,361,32,0,0,0,29,0,169,79,179,192,21,0,0,0,3,0,3,1,13,4,0,0,0,0,46,0,262,237,323,256,28,0,0,0,4,0,15,13,14,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,108,146,118,68,5,0,0,0,4,0,6,4,21,13,3,0,0,0,23,0,108,146,119,68,5,0,0,0,0,0,20,6,3,0,0,0,0,0,17,0,120,277,275,129,10,0,0,0,33,0,180,91,184,193,23,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,23,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,0,0,0,0,3,0,22,0,0,0,0
J. M. Smucker,117266245005679,98,0,0,0,104,3,265,327,278,128,15,0,0,0,1054,14,7441,8498,13513,9936,603,0,0,0,3417,104,56887,120393,354772,210674,23774,0,0,0,3417,104,56887,120393,354773,211549,23909,0,0,0,163,43,9210,13239,25040,25030,3353,0,0,0,44,3,45,33,12,1,0,0,0,0,0,0,12,25,5,0,0,0,0,0,19,0,59,115,97,31,5,0,0,0,1,0,2,0,5,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,7,14,21,1,2,0,0,0,0,0,2,5,9,11,2,0,0,0,4,0,7,14,20,1,2,0,0,0,16,1,98,39,155,124,15,0,0,0,7,0,189,289,252,115,12,0,0,0,37,2,29,30,17,2,0,0,0,0,0,0,0,1,5,11,2,0,0,0,50,0,18,6,3,0,1,0,0,0,8,1,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1,0,0,0
Schweitzer Engineering Labs,148960375131063,86,0,0,0,0,0,0,0,37,72,9,0,0,0,0,0,0,0,26,110,11,0,0,0,0,0,0,0,1572,4265,837,0,0,0,0,0,0,0,1572,4305,859,0,0,0,0,0,0,0,309,1343,446,0,0,0,0,0,0,0,15,27,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,18,30,2,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,24,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,10,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,3,0,0,0,0,0,0,0,20,35,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultimate Software,29660886831,23,0,70,171,162,2,217,251,346,241,33,0,12,33,86,3,288,543,602,443,116,0,114,375,1097,19,4422,9373,16404,16027,4615,0,114,377,1097,19,4422,9373,16404,16315,4783,0,0,1,46,0,512,1211,2415,3532,871,0,70,98,83,1,113,81,170,147,18,0,0,0,2,0,25,10,6,1,0,0,64,159,132,2,162,166,200,159,17,0,0,1,1,0,6,4,2,1,0,0,0,0,2,0,1,1,4,2,0,0,0,0,14,1,43,41,61,33,5,0,0,5,7,0,17,13,30,13,5,0,0,0,14,1,43,41,61,33,5,0,0,2,1,0,0,0,93,144,17,0,0,71,51,1,83,157,159,85,12,0,70,93,81,1,102,77,170,146,18,0,0,2,2,0,1,5,12,8,3,0,0,3,23,0,10,4,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,4,0,4,1,0,0,0
The Cheesecake Factory,341861972627674,123,0,0,0,0,0,0,14,58,56,4,0,0,0,0,0,0,5,53,111,0,0,0,0,0,0,0,36,331,728,7,0,0,0,0,0,0,36,332,728,7,0,0,0,0,0,0,3,105,351,2,0,0,0,0,0,0,9,4,8,0,0,0,0,0,0,0,6,18,12,0,0,0,0,0,0,0,11,35,34,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,33,3,0,0,0,0,0,0,4,2,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,19,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Scottrade,15601935371,27,1,101,307,372,11,313,351,376,206,21,0,147,616,1547,27,3455,4668,4254,2235,736,0,269,944,2144,103,10415,22434,50521,48545,8866,0,269,950,2144,103,10415,22434,50521,48764,9004,0,4,16,27,6,840,2073,4263,3739,847,0,33,77,240,5,159,30,32,49,5,0,4,3,1,0,3,0,2,0,0,1,66,166,151,5,95,82,84,30,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,2,14,5,0,2,10,10,12,2,0,0,0,2,0,0,1,2,2,0,0,7,61,189,9,160,172,355,186,18,0,6,14,10,0,83,131,198,96,7,0,31,69,83,1,36,30,32,49,5,0,2,8,1,0,1,6,5,12,2,0,45,164,109,6,61,176,141,49,7,0,2,15,155,4,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,0,8,8,0,0,0
World Wide Technology,75577218799,45,0,13,28,70,2,328,193,156,248,43,0,1,9,16,0,96,222,100,141,28,0,6,52,335,5,2240,7690,5001,7023,1315,0,6,52,335,5,2240,7690,5001,7101,1325,0,0,0,24,0,153,519,759,1062,93,0,11,14,34,1,111,43,74,171,32,0,1,5,10,0,9,7,10,20,8,0,12,23,60,2,277,101,98,177,23,0,0,0,0,0,2,0,4,5,1,0,0,0,0,0,5,7,28,23,5,0,0,0,0,0,5,16,33,62,13,0,0,1,7,0,1,5,12,19,5,0,0,0,0,0,5,16,33,61,13,0,0,0,0,0,149,0,2,6,0,0,4,11,18,0,48,150,78,65,10,0,8,13,33,1,110,36,71,163,32,0,0,1,4,0,0,1,2,7,1,0,1,3,15,1,21,6,4,12,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,132,0,0,0,0
Navy Federal Credit Union,160344204010636,85,0,0,0,230,12,309,327,308,201,36,0,0,0,2107,128,19059,18367,5020,2971,352,0,0,0,5473,251,271889,334835,194975,145904,8669,0,0,0,5473,251,271889,334835,194975,146381,8807,0,0,0,225,0,23886,22593,15237,9248,751,0,0,0,123,9,101,127,102,40,7,0,0,0,16,0,51,82,61,23,1,0,0,0,89,5,88,108,112,79,19,0,0,0,4,0,24,36,25,14,0,0,0,0,1,0,6,6,3,0,0,0,0,0,0,0,12,15,31,21,4,0,0,0,12,0,16,11,28,32,7,0,0,0,0,0,12,15,31,21,4,0,0,0,30,3,27,97,182,150,32,0,0,0,22,0,145,168,159,119,22,0,0,0,117,7,77,67,59,26,4,0,0,0,1,0,12,2,16,28,7,0,0,0,65,3,28,16,12,6,2,0,0,0,19,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,73,61,22,1,0,0,0,5,0,6,1,0,0,0
Stew Leonard's,33439252677,90,0,0,0,0,0,683,976,1134,793,141,0,0,0,0,0,22428,23634,13847,24318,2417,0,0,0,0,0,56651,59044,59585,84714,11104,0,0,0,0,0,56651,59044,59585,85702,11276,0,0,0,0,0,6867,6398,5362,7868,802,0,0,0,0,0,59,93,236,137,29,0,0,0,0,0,10,18,71,54,13,0,0,0,0,0,107,200,373,253,46,0,0,0,0,0,13,40,39,35,2,0,0,0,0,0,74,163,231,139,13,0,0,0,0,0,65,137,162,100,8,0,0,0,0,0,15,19,44,48,8,0,0,0,0,0,65,137,164,101,9,0,0,0,0,0,1,0,2,32,19,0,0,0,0,0,483,685,784,562,101,0,0,0,0,0,72,126,238,153,21,0,0,0,0,0,11,9,26,33,6,0,0,0,0,0,114,146,39,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,24,7,0,0,0,0,0,1,7,3,0,0
Intel,22707976849,41,39,326,342,262,31,347,312,380,295,70,2,909,8931,45490,5961,262504,258567,50624,27181,7674,97,4391,26238,341303,56967,9562260,17371261,10640590,4784725,598086,97,4459,26276,341344,56967,9562289,17371264,10641225,4802368,601832,1,171,712,14376,2157,692423,644757,195773,177258,33703,0,57,52,95,10,61,16,50,37,1,0,5,2,13,2,38,20,16,9,0,38,217,121,59,6,65,28,57,33,9,0,0,0,1,0,2,0,3,5,1,0,0,0,0,0,25,0,3,4,0,0,1,0,1,0,5,9,33,32,16,0,25,50,23,1,7,19,87,114,24,0,1,0,1,0,5,9,32,30,16,0,1,24,87,6,210,261,322,238,57,0,3,5,52,17,254,280,266,165,44,0,59,51,55,5,25,6,22,19,2,0,22,44,13,0,3,15,77,110,24,0,6,108,77,3,17,2,0,1,0,0,1,18,64,6,43,0,0,0,0,39,234,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,0,0,0,0,5,1,0,2,0,0,0,0
Sheetz,21120170500,122,0,1,8,100,1,286,406,452,274,34,0,40,380,5611,25,37567,71831,26637,19295,1955,0,126,1068,19685,85,301577,685756,937589,621945,30598,0,126,1068,19685,85,301577,685757,937589,625011,31622,0,0,4,1120,0,35966,65007,53675,49819,3678,0,0,0,16,0,49,26,8,0,0,0,0,0,3,0,17,25,24,18,2,0,0,1,13,0,49,74,76,42,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,6,4,4,1,0,0,1,12,0,28,17,13,19,3,0,0,0,1,0,11,6,4,4,1,0,0,0,11,0,12,0,0,0,0,0,0,0,22,0,183,354,434,255,31,0,0,1,12,0,51,23,7,0,0,0,0,1,7,0,0,2,11,19,3,0,1,6,57,1,40,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,2,0,0,0
Balfour Beatty Construction,114292728603934,39,0,0,2,8,0,86,98,89,50,10,0,0,0,2,0,134,193,224,118,11,0,0,0,18,0,1141,2346,2426,1465,283,0,0,0,18,0,1141,2346,2428,1475,286,0,0,0,1,0,104,185,284,257,26,0,0,2,7,0,21,28,9,16,3,0,0,2,0,0,1,16,12,3,0,0,0,2,8,0,54,60,39,28,5,0,0,0,0,0,0,8,5,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,16,21,8,0,0,0,0,1,0,1,2,0,12,2,0,0,0,0,0,1,16,21,8,0,0,0,0,0,0,39,7,0,6,1,0,0,0,0,0,21,58,65,17,5,0,0,2,7,0,18,29,14,22,3,0,0,0,0,0,0,0,0,10,2,0,0,0,1,0,11,9,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0
Discovery Communications,153549641890,120,0,0,0,0,0,549,317,242,103,21,0,0,0,0,0,162,175,351,243,80,0,0,0,0,0,2566,3891,6055,2111,508,0,0,0,0,0,2566,3891,6056,2161,590,0,0,0,0,0,672,546,547,237,40,0,0,0,0,0,231,44,46,37,9,0,0,0,0,0,13,17,26,22,9,0,0,0,0,0,478,233,151,65,11,0,0,0,0,0,86,60,58,33,9,0,0,0,0,0,9,7,9,4,1,0,0,0,0,0,366,208,152,55,6,0,0,0,0,0,14,23,22,23,7,0,0,0,0,0,358,209,152,55,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,233,223,141,31,4,0,0,0,0,0,316,91,98,68,17,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPMG,274830721660,84,0,0,0,64,0,459,580,496,248,35,0,0,0,17,0,464,579,494,203,32,0,0,0,138,0,7949,16376,14804,8717,1010,0,0,0,138,0,7949,16376,14805,8785,1013,0,0,0,7,0,681,1126,984,861,116,0,0,0,29,0,213,323,307,149,25,0,0,0,0,0,12,16,13,10,2,0,0,0,55,0,318,395,348,173,21,0,0,0,0,0,21,16,14,8,1,0,0,0,0,0,72,193,126,44,2,0,0,0,0,0,72,101,27,21,4,0,0,0,3,0,16,27,47,17,6,0,0,0,0,0,73,105,28,21,4,0,0,0,0,0,0,65,235,157,27,0,0,0,4,0,182,309,219,110,10,0,0,0,28,0,177,194,214,116,23,0,0,0,0,0,0,0,1,1,1,0,0,0,31,0,100,77,61,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHG Healthcare Services,32264600947,8,0,2,56,84,0,301,640,497,281,46,0,1,31,111,0,419,965,680,339,63,0,6,162,453,0,3979,13869,13657,10013,1543,0,6,162,453,0,3979,13869,13657,10143,1565,0,0,0,4,0,209,631,856,1199,219,0,0,33,56,0,155,245,161,127,26,0,1,3,8,0,9,6,2,3,0,0,2,38,48,0,170,368,261,132,27,0,0,0,0,0,2,20,9,3,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,34,220,183,115,20,0,1,3,5,0,14,55,59,45,6,0,0,0,0,0,34,220,183,115,20,0,0,0,0,0,12,80,145,39,2,0,1,8,9,0,69,237,267,140,24,0,0,29,55,0,158,271,165,110,18,0,1,0,2,0,7,22,36,30,3,0,0,15,18,0,66,110,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alston & Bird,109329898949,22,0,5,28,36,0,20,6,5,6,0,0,0,0,0,0,0,3,2,0,0,0,5,16,11,0,33,47,11,6,0,0,5,16,11,0,33,47,11,6,0,0,0,0,1,0,5,2,1,0,0,0,0,4,8,0,5,5,4,6,0,0,0,1,2,0,2,0,0,0,0,0,5,28,36,0,20,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,3,0,0,0,0,0,0,4,8,0,6,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,20,23,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scripps Health,12150039095,51,2,32,204,318,10,432,311,388,282,43,0,17,358,498,4,820,990,1433,1573,205,0,30,624,1198,37,10265,14648,41165,36665,5743,0,30,624,1198,37,10265,14648,41165,37040,5818,0,0,0,45,2,958,1960,5269,5829,846,0,19,123,205,6,266,87,211,187,39,0,0,0,3,0,4,5,2,2,0,2,25,114,172,7,254,171,200,132,19,0,0,0,4,0,4,5,10,8,1,0,0,0,0,0,0,1,5,5,0,0,0,0,7,0,31,81,131,86,12,0,0,5,12,0,7,15,33,38,1,0,0,0,7,0,32,83,130,86,12,0,0,0,37,6,193,5,1,5,0,0,2,15,16,2,94,189,141,61,3,0,17,120,184,3,149,86,214,190,40,0,0,0,0,0,1,2,18,28,0,0,7,67,80,2,49,22,14,1,0,0,0,0,25,3,124,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,0,0,0,0,9,0,12,7,0,0,0
Nugget Market,260624001193,30,0,0,313,365,1,282,262,301,269,43,0,0,1213,744,1,421,353,687,789,78,0,0,1867,2272,17,2667,4437,18245,23272,3574,0,0,1867,2272,17,2667,4437,18245,23518,3628,0,0,2,109,0,336,790,1313,2089,300,0,0,70,149,0,113,97,206,234,39,0,0,0,4,0,5,6,8,8,3,0,0,73,157,0,163,148,130,83,11,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,9,8,2,2,0,0,6,6,0,1,4,2,1,1,0,0,0,5,0,10,9,8,2,2,0,0,1,2,0,2,0,0,0,0,0,0,223,188,0,158,152,89,33,3,0,0,69,162,0,113,98,206,227,38,0,0,6,0,0,1,0,1,1,1,0,0,14,14,1,9,12,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,1,0,0,0,0,0,0
Children's Healthcare of Atlanta,356527358185,44,0,0,185,390,21,437,366,352,160,13,0,0,780,1901,86,3571,71746,75381,22121,1318,0,0,3981,10450,638,111401,4782773,2710378,957157,52538,0,0,3982,10450,638,111401,4782778,2710434,970579,55997,0,0,23,759,82,13706,108004,432072,242114,3392,0,0,137,267,15,188,31,23,12,2,0,0,3,15,2,15,29,10,5,0,0,0,46,130,10,109,37,30,10,2,0,0,3,14,0,25,34,12,4,0,0,0,0,0,1,2,0,0,0,0,0,0,15,82,5,91,108,64,23,1,0,0,27,45,5,45,8,4,7,0,0,0,15,83,5,91,112,65,23,1,0,0,0,0,0,0,0,0,0,0,0,0,45,102,6,219,293,311,138,9,0,0,137,281,15,215,65,34,16,2,0,0,0,0,0,0,3,2,5,0,0,0,3,6,0,3,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Genentech,146718898672043,62,0,0,73,306,1,351,821,857,333,42,0,0,11,105,0,82,207,154,69,6,0,0,65,840,0,2287,5615,6195,3046,335,0,0,65,840,0,2287,5615,6195,3069,347,0,0,0,96,0,265,670,776,569,39,0,0,9,178,1,263,673,677,225,24,0,0,0,19,1,2,131,247,46,3,0,0,67,258,1,298,713,716,242,24,0,0,0,0,0,0,3,14,13,5,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,2,14,27,13,1,0,0,0,5,0,15,33,48,22,2,0,0,0,1,0,2,14,27,13,1,0,0,57,46,0,54,318,320,67,9,0,0,0,2,0,25,117,157,90,12,0,0,9,178,1,209,520,654,238,29,0,0,0,0,0,0,0,1,5,1,0,0,64,117,0,63,25,8,0,0,0,0,0,9,0,54,159,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
