Company Name,fbId,fbPageId,2007-12 count(*),2008-01 count(*),2008-12 count(*),2009-01 count(*),2009-12 count(*),2010-01 count(*),2010-12 count(*),2011-01 count(*),2011-12 count(*),2012-01 count(*),2012-12 count(*),2013-01 count(*),2013-12 count(*),2014-01 count(*),2014-12 count(*),2015-01 count(*),2015-12 count(*),2016-01 count(*),2007-12 commentsCount,2008-01 commentsCount,2008-12 commentsCount,2009-01 commentsCount,2009-12 commentsCount,2010-01 commentsCount,2010-12 commentsCount,2011-01 commentsCount,2011-12 commentsCount,2012-01 commentsCount,2012-12 commentsCount,2013-01 commentsCount,2013-12 commentsCount,2014-01 commentsCount,2014-12 commentsCount,2015-01 commentsCount,2015-12 commentsCount,2016-01 commentsCount,2007-12 likesCount,2008-01 likesCount,2008-12 likesCount,2009-01 likesCount,2009-12 likesCount,2010-01 likesCount,2010-12 likesCount,2011-01 likesCount,2011-12 likesCount,2012-01 likesCount,2012-12 likesCount,2013-01 likesCount,2013-12 likesCount,2014-01 likesCount,2014-12 likesCount,2015-01 likesCount,2015-12 likesCount,2016-01 likesCount,2007-12 reactionsCount,2008-01 reactionsCount,2008-12 reactionsCount,2009-01 reactionsCount,2009-12 reactionsCount,2010-01 reactionsCount,2010-12 reactionsCount,2011-01 reactionsCount,2011-12 reactionsCount,2012-01 reactionsCount,2012-12 reactionsCount,2013-01 reactionsCount,2013-12 reactionsCount,2014-01 reactionsCount,2014-12 reactionsCount,2015-01 reactionsCount,2015-12 reactionsCount,2016-01 reactionsCount,2007-12 sharesCount,2008-01 sharesCount,2008-12 sharesCount,2009-01 sharesCount,2009-12 sharesCount,2010-01 sharesCount,2010-12 sharesCount,2011-01 sharesCount,2011-12 sharesCount,2012-01 sharesCount,2012-12 sharesCount,2013-01 sharesCount,2013-12 sharesCount,2014-01 sharesCount,2014-12 sharesCount,2015-01 sharesCount,2015-12 sharesCount,2016-01 sharesCount,2007-12 hasCaption,2008-01 hasCaption,2008-12 hasCaption,2009-01 hasCaption,2009-12 hasCaption,2010-01 hasCaption,2010-12 hasCaption,2011-01 hasCaption,2011-12 hasCaption,2012-01 hasCaption,2012-12 hasCaption,2013-01 hasCaption,2013-12 hasCaption,2014-01 hasCaption,2014-12 hasCaption,2015-01 hasCaption,2015-12 hasCaption,2016-01 hasCaption,2007-12 blankMessage,2008-01 blankMessage,2008-12 blankMessage,2009-01 blankMessage,2009-12 blankMessage,2010-01 blankMessage,2010-12 blankMessage,2011-01 blankMessage,2011-12 blankMessage,2012-01 blankMessage,2012-12 blankMessage,2013-01 blankMessage,2013-12 blankMessage,2014-01 blankMessage,2014-12 blankMessage,2015-01 blankMessage,2015-12 blankMessage,2016-01 blankMessage,2007-12 updatedLater,2008-01 updatedLater,2008-12 updatedLater,2009-01 updatedLater,2009-12 updatedLater,2010-01 updatedLater,2010-12 updatedLater,2011-01 updatedLater,2011-12 updatedLater,2012-01 updatedLater,2012-12 updatedLater,2013-01 updatedLater,2013-12 updatedLater,2014-01 updatedLater,2014-12 updatedLater,2015-01 updatedLater,2015-12 updatedLater,2016-01 updatedLater,2007-12 hasParent,2008-01 hasParent,2008-12 hasParent,2009-01 hasParent,2009-12 hasParent,2010-01 hasParent,2010-12 hasParent,2011-01 hasParent,2011-12 hasParent,2012-01 hasParent,2012-12 hasParent,2013-01 hasParent,2013-12 hasParent,2014-01 hasParent,2014-12 hasParent,2015-01 hasParent,2015-12 hasParent,2016-01 hasParent,2007-12 hasPlace,2008-01 hasPlace,2008-12 hasPlace,2009-01 hasPlace,2009-12 hasPlace,2010-01 hasPlace,2010-12 hasPlace,2011-01 hasPlace,2011-12 hasPlace,2012-01 hasPlace,2012-12 hasPlace,2013-01 hasPlace,2013-12 hasPlace,2014-01 hasPlace,2014-12 hasPlace,2015-01 hasPlace,2015-12 hasPlace,2016-01 hasPlace,2007-12 hasMessageTags,2008-01 hasMessageTags,2008-12 hasMessageTags,2009-01 hasMessageTags,2009-12 hasMessageTags,2010-01 hasMessageTags,2010-12 hasMessageTags,2011-01 hasMessageTags,2011-12 hasMessageTags,2012-01 hasMessageTags,2012-12 hasMessageTags,2013-01 hasMessageTags,2013-12 hasMessageTags,2014-01 hasMessageTags,2014-12 hasMessageTags,2015-01 hasMessageTags,2015-12 hasMessageTags,2016-01 hasMessageTags,2007-12 hasSource,2008-01 hasSource,2008-12 hasSource,2009-01 hasSource,2009-12 hasSource,2010-01 hasSource,2010-12 hasSource,2011-01 hasSource,2011-12 hasSource,2012-01 hasSource,2012-12 hasSource,2013-01 hasSource,2013-12 hasSource,2014-01 hasSource,2014-12 hasSource,2015-01 hasSource,2015-12 hasSource,2016-01 hasSource,2007-12 hasTo,2008-01 hasTo,2008-12 hasTo,2009-01 hasTo,2009-12 hasTo,2010-01 hasTo,2010-12 hasTo,2011-01 hasTo,2011-12 hasTo,2012-01 hasTo,2012-12 hasTo,2013-01 hasTo,2013-12 hasTo,2014-01 hasTo,2014-12 hasTo,2015-01 hasTo,2015-12 hasTo,2016-01 hasTo,2007-12 postedFromApp,2008-01 postedFromApp,2008-12 postedFromApp,2009-01 postedFromApp,2009-12 postedFromApp,2010-01 postedFromApp,2010-12 postedFromApp,2011-01 postedFromApp,2011-12 postedFromApp,2012-01 postedFromApp,2012-12 postedFromApp,2013-01 postedFromApp,2013-12 postedFromApp,2014-01 postedFromApp,2014-12 postedFromApp,2015-01 postedFromApp,2015-12 postedFromApp,2016-01 postedFromApp,2007-12 added_photosStory,2008-01 added_photosStory,2008-12 added_photosStory,2009-01 added_photosStory,2009-12 added_photosStory,2010-01 added_photosStory,2010-12 added_photosStory,2011-01 added_photosStory,2011-12 added_photosStory,2012-01 added_photosStory,2012-12 added_photosStory,2013-01 added_photosStory,2013-12 added_photosStory,2014-01 added_photosStory,2014-12 added_photosStory,2015-01 added_photosStory,2015-12 added_photosStory,2016-01 added_photosStory,2007-12 shared_storyStory,2008-01 shared_storyStory,2008-12 shared_storyStory,2009-01 shared_storyStory,2009-12 shared_storyStory,2010-01 shared_storyStory,2010-12 shared_storyStory,2011-01 shared_storyStory,2011-12 shared_storyStory,2012-01 shared_storyStory,2012-12 shared_storyStory,2013-01 shared_storyStory,2013-12 shared_storyStory,2014-01 shared_storyStory,2014-12 shared_storyStory,2015-01 shared_storyStory,2015-12 shared_storyStory,2016-01 shared_storyStory,2007-12 added_videoStory,2008-01 added_videoStory,2008-12 added_videoStory,2009-01 added_videoStory,2009-12 added_videoStory,2010-01 added_videoStory,2010-12 added_videoStory,2011-01 added_videoStory,2011-12 added_videoStory,2012-01 added_videoStory,2012-12 added_videoStory,2013-01 added_videoStory,2013-12 added_videoStory,2014-01 added_videoStory,2014-12 added_videoStory,2015-01 added_videoStory,2015-12 added_videoStory,2016-01 added_videoStory,2007-12 mobile_status_updateStory,2008-01 mobile_status_updateStory,2008-12 mobile_status_updateStory,2009-01 mobile_status_updateStory,2009-12 mobile_status_updateStory,2010-01 mobile_status_updateStory,2010-12 mobile_status_updateStory,2011-01 mobile_status_updateStory,2011-12 mobile_status_updateStory,2012-01 mobile_status_updateStory,2012-12 mobile_status_updateStory,2013-01 mobile_status_updateStory,2013-12 mobile_status_updateStory,2014-01 mobile_status_updateStory,2014-12 mobile_status_updateStory,2015-01 mobile_status_updateStory,2015-12 mobile_status_updateStory,2016-01 mobile_status_updateStory,2007-12 published_storyStory,2008-01 published_storyStory,2008-12 published_storyStory,2009-01 published_storyStory,2009-12 published_storyStory,2010-01 published_storyStory,2010-12 published_storyStory,2011-01 published_storyStory,2011-12 published_storyStory,2012-01 published_storyStory,2012-12 published_storyStory,2013-01 published_storyStory,2013-12 published_storyStory,2014-01 published_storyStory,2014-12 published_storyStory,2015-01 published_storyStory,2015-12 published_storyStory,2016-01 published_storyStory,2007-12 created_noteStory,2008-01 created_noteStory,2008-12 created_noteStory,2009-01 created_noteStory,2009-12 created_noteStory,2010-01 created_noteStory,2010-12 created_noteStory,2011-01 created_noteStory,2011-12 created_noteStory,2012-01 created_noteStory,2012-12 created_noteStory,2013-01 created_noteStory,2013-12 created_noteStory,2014-01 created_noteStory,2014-12 created_noteStory,2015-01 created_noteStory,2015-12 created_noteStory,2016-01 created_noteStory,2007-12 wall_postStory,2008-01 wall_postStory,2008-12 wall_postStory,2009-01 wall_postStory,2009-12 wall_postStory,2010-01 wall_postStory,2010-12 wall_postStory,2011-01 wall_postStory,2011-12 wall_postStory,2012-01 wall_postStory,2012-12 wall_postStory,2013-01 wall_postStory,2013-12 wall_postStory,2014-01 wall_postStory,2014-12 wall_postStory,2015-01 wall_postStory,2015-12 wall_postStory,2016-01 wall_postStory,2007-12 created_eventStory,2008-01 created_eventStory,2008-12 created_eventStory,2009-01 created_eventStory,2009-12 created_eventStory,2010-01 created_eventStory,2010-12 created_eventStory,2011-01 created_eventStory,2011-12 created_eventStory,2012-01 created_eventStory,2012-12 created_eventStory,2013-01 created_eventStory,2013-12 created_eventStory,2014-01 created_eventStory,2014-12 created_eventStory,2015-01 created_eventStory,2015-12 created_eventStory,2016-01 created_eventStory,2007-12 noTypeStory,2008-01 noTypeStory,2008-12 noTypeStory,2009-01 noTypeStory,2009-12 noTypeStory,2010-01 noTypeStory,2010-12 noTypeStory,2011-01 noTypeStory,2011-12 noTypeStory,2012-01 noTypeStory,2012-12 noTypeStory,2013-01 noTypeStory,2013-12 noTypeStory,2014-01 noTypeStory,2014-12 noTypeStory,2015-01 noTypeStory,2015-12 noTypeStory,2016-01 noTypeStory
CHG Healthcare Services,32264600947,8,0,0,0,0,0,0,5,2,0,3,2,5,6,8,10,6,5,1,0,0,0,0,0,0,1,0,0,5,0,6,5,4,5,10,10,0,0,0,0,0,0,0,3,0,0,4,3,32,121,69,237,140,295,1,0,0,0,0,0,0,3,0,0,4,3,32,121,69,237,140,303,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,24,19,26,0,0,0,0,0,0,0,1,1,0,0,1,0,4,3,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,2,2,3,6,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,8,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,5,2,0,3,2,5,1,3,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,2,3,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,4,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build-A-Bear Workshop,8783725165,57,3,11,57,53,189,86,15,2,0,36,189,401,276,284,475,453,548,192,0,0,44,39,180,88,28,10,0,54,413,613,373,431,1518,670,2319,719,0,0,32,23,124,54,2,2,0,97,9852,3382,1656,1769,15300,6162,15009,12485,0,0,32,23,124,54,2,2,0,97,9852,3382,1656,1769,15302,6163,16047,12853,0,0,23,17,13,5,0,0,0,1,11,12,27,12,12,14,17,3,0,0,0,0,7,2,1,0,0,1,3,11,4,4,9,7,6,2,0,0,3,1,16,11,2,0,0,2,35,75,34,39,91,97,137,58,3,11,43,37,138,59,6,0,0,13,101,229,120,127,264,238,325,109,0,0,0,1,7,5,1,0,0,1,21,56,17,24,75,67,101,51,0,0,0,0,0,0,0,0,0,0,0,1,4,13,14,20,32,5,0,0,0,0,0,0,0,0,0,1,8,22,10,2,9,11,10,6,0,0,0,0,0,0,0,0,0,1,2,2,1,2,11,8,5,5,3,11,57,52,182,81,14,2,0,35,168,347,260,260,402,389,445,140,0,0,0,0,0,2,0,0,0,2,0,2,1,4,1,1,1,3,0,0,42,27,76,30,1,1,0,6,57,149,111,103,179,184,180,65,0,0,0,1,11,6,2,0,0,2,7,22,8,7,36,28,40,15,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,2,1,0,0,0,0,3,1,0,0,0,1,2,2,5,9,9,13,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,25,99,49,11,1,0,27,104,183,144,150,207,191,256,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,44,8,14,44,34,62,39
Brocade Communications Systems,111983056070,96,0,0,0,0,1,3,41,2,0,49,6,28,28,38,37,33,45,7,0,0,0,0,0,1,26,1,0,19,50,70,8,11,26,11,24,2,0,0,0,0,0,0,285,14,0,377,2956,2853,198,345,1118,214,423,10,0,0,0,0,0,0,285,14,0,377,2956,2853,198,345,1118,214,459,10,0,0,0,0,0,0,40,3,0,41,86,186,11,17,181,21,128,1,0,0,0,0,1,2,21,2,0,23,3,7,14,15,21,19,38,5,0,0,0,0,0,0,4,0,0,5,0,1,2,0,0,1,0,0,0,0,0,0,1,2,31,1,0,37,5,23,21,29,29,23,39,6,0,0,0,0,0,0,3,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,0,0,0,0,0,0,0,0,0,22,1,0,30,3,18,18,27,27,27,40,6,0,0,0,0,0,0,2,1,0,2,0,1,1,0,4,1,0,1,0,0,0,0,1,3,19,1,0,25,3,11,10,12,10,6,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,4,7,0,0,0,0,0,0,0,6,0,0,7,2,13,7,13,5,7,4,1,0,0,0,0,1,2,24,2,0,26,3,7,14,17,24,21,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,5,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,10,1,8,6,6,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
St. Jude Children's Research Hospital,6435441794,34,0,0,0,0,0,0,0,0,0,711,171,652,465,452,468,535,21,0,0,0,0,0,0,0,0,0,0,5060,389,2357,3702,1635,1700,2394,19,0,0,0,0,0,0,0,0,0,0,119447,13605,73165,53286,70760,68179,138104,1189,0,0,0,0,0,0,0,0,0,0,119447,13605,73165,53286,70760,68179,138108,1215,0,0,0,0,0,0,0,0,0,0,32,6,39,217,10,27,22,55,0,0,0,0,0,0,0,0,0,0,49,19,40,40,36,50,29,8,0,0,0,0,0,0,0,0,0,0,199,76,300,265,259,284,408,0,0,0,0,0,0,0,0,0,0,0,632,152,608,403,407,393,476,17,0,0,0,0,0,0,0,0,0,0,197,77,289,265,258,278,406,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,17,7,25,23,16,16,13,16,0,0,0,0,0,0,0,0,0,0,14,8,19,30,25,22,53,2,0,0,0,0,0,0,0,0,0,0,519,101,384,219,212,222,141,7,0,0,0,0,0,0,0,0,0,0,4,2,2,12,1,2,0,3,0,0,0,0,0,0,0,0,0,0,29,10,63,51,19,48,26,7,0,0,0,0,0,0,0,0,0,0,170,48,173,179,140,228,203,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,14,34,53,70,36,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,63,247,98,130,84,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,36,135,84,93,72,156,0,0
Accenture,20341500871,82,0,0,2,0,18,7,24,4,0,34,4,13,13,11,30,7,5,1,0,0,0,0,23,9,27,4,0,33,2,4,7,1,3,0,1,0,0,0,0,0,0,1,8,1,0,1,5,2,3,4,3,0,4,1,0,0,0,0,0,1,8,1,0,1,5,2,3,4,3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,2,5,4,18,4,2,1,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,2,0,1,0,4,1,0,9,3,11,10,10,27,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,7,24,4,0,34,4,13,12,11,30,7,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,1,0,0,0,0,0,0,0,0,6,1,0,1,0,2,7,4,19,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,7,18,3,0,31,3,10,6,5,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scripps Health,12150039095,51,0,0,1,1,6,2,38,2,0,86,15,57,26,41,68,32,17,7,0,0,1,0,3,0,33,5,0,61,7,31,10,37,84,7,13,19,0,0,0,0,1,1,26,0,0,209,63,186,69,815,1890,184,106,147,0,0,0,0,1,1,26,0,0,209,63,186,69,815,1890,184,108,164,0,0,0,0,0,0,3,0,0,49,7,38,21,61,135,40,1606,1625,0,0,0,0,0,0,14,1,0,20,5,39,17,20,34,19,5,2,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,3,2,21,0,0,58,10,43,16,22,42,18,12,4,0,0,0,0,0,0,0,0,0,3,1,0,0,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,10,1,1,1,0,0,0,0,1,1,14,0,0,24,8,44,15,31,57,29,10,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,4,1,0,0,1,1,5,1,28,2,0,63,8,34,15,13,14,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,0,0,0,0,0,0,1,0,0,36,7,14,4,8,23,9,4,2,0,0,0,0,0,0,14,1,0,23,6,39,17,26,39,22,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,3,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,20,1,0,23,2,4,4,6,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nugget Market,260624001193,30,0,0,0,0,18,6,64,8,0,72,7,35,20,34,36,25,24,10,0,0,0,0,17,1,30,6,0,87,17,27,9,29,64,210,76,6,0,0,0,0,1,3,37,9,0,270,504,305,77,176,376,12552,457,113,0,0,0,0,1,3,37,9,0,270,504,305,77,176,376,12552,476,115,0,0,0,0,0,0,4,0,0,16,233,18,6,12,26,1353,50,12,0,0,0,0,2,0,2,0,0,8,1,5,7,9,6,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,5,40,4,0,45,5,19,14,23,22,15,9,5,0,0,0,0,0,0,1,0,0,3,0,0,1,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,1,1,17,2,0,33,3,22,12,20,20,13,19,8,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,17,5,54,6,0,40,4,16,9,16,18,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,6,2,0,0,0,0,1,0,12,0,0,18,1,14,6,13,18,10,11,7,0,0,0,0,2,0,3,0,0,11,1,5,9,11,8,7,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,6,2,0,16,1,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,43,6,0,27,4,11,5,8,9,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mattel,148757037599,73,0,0,1,0,73,24,298,45,0,205,117,299,269,215,505,344,331,104,0,0,0,0,58,11,369,12,0,537,81,382,223,2233,4704,923,1613,938,0,0,0,0,36,5,1535,19,0,2231,84,1406,1625,33525,124878,22901,58429,41395,0,0,0,0,36,5,1535,19,0,2231,84,1406,1625,33529,124889,22907,58815,41521,0,0,0,0,0,0,0,0,0,9,0,1,19,3,6,7,41,2,0,0,0,0,1,0,34,2,0,19,17,29,35,26,61,41,24,7,0,0,0,0,1,0,62,7,0,16,6,44,48,41,182,130,179,50,0,0,1,0,53,20,265,39,0,142,79,176,159,131,351,247,241,73,0,0,0,0,0,0,60,7,0,19,7,39,55,46,189,134,180,51,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,2,0,0,0,0,0,5,1,8,2,0,9,10,6,16,17,16,11,13,3,0,0,0,0,1,0,20,1,0,6,6,7,19,9,43,38,21,10,0,0,1,0,68,23,240,39,0,190,111,262,221,177,325,217,147,52,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,85,9,0,45,29,40,74,55,182,129,156,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,9,0,0,1,1,2,6,12,22,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,23,196,34,0,155,85,228,173,137,243,165,122,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,2,29,16,11,58,35,35,9
Children's Healthcare of Atlanta,356527358185,44,0,0,0,0,57,30,450,42,0,446,69,291,184,277,386,264,118,55,0,0,0,0,28,10,731,36,0,726,2868,3214,436,2568,2822,2831,676,449,0,0,0,0,26,30,2622,166,0,9297,54991,45716,10229,42457,80035,84286,22294,2361,0,0,0,0,26,30,2622,166,0,9297,54991,45716,10229,42457,80036,84290,22846,3035,0,0,0,0,0,0,4,0,0,11,17,138,19,75,292,63,1463,167,0,0,0,0,5,1,38,0,0,54,4,32,8,15,17,14,44,13,0,0,0,0,4,0,228,14,0,249,36,145,92,130,240,170,4,1,0,0,0,0,43,21,399,33,0,382,52,236,151,214,290,212,48,14,0,0,0,0,0,0,226,13,0,240,37,141,87,122,240,168,16,7,0,0,0,0,0,0,0,0,0,0,1,2,2,13,1,4,3,2,0,0,0,0,8,4,13,0,0,26,4,16,11,13,19,12,74,33,0,0,0,0,1,0,10,0,0,26,4,14,7,14,17,10,14,9,0,0,0,0,49,26,229,29,0,207,34,155,103,157,172,107,45,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,3,0,0,0,0,8,3,50,16,0,47,14,49,44,89,81,51,30,20,0,0,0,0,6,1,188,8,0,209,16,88,51,50,163,94,62,20,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,10,6,0,0,0,0,8,4,70,1,0,38,2,16,20,27,38,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,118,11,0,94,14,60,40,45,46,31,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,58,23,76,26,65,58,54,0,0
Genentech,146718898672043,62,0,0,0,0,0,0,3,0,0,12,4,7,3,3,0,3,1,0,0,0,0,0,0,0,2,0,0,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,1,0,2,0,12,36,0,0,0,0,0,0,0,0,0,0,16,1,1,0,2,0,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,3,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,4,7,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,3,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
