companyString,date,fbId,fbPhotoId,count(*),commentsCount,likesCount,reactionsCount,hasPlace,hasCaption,hasEvent,updatedLater
Scottrade,2014-08,15601935371,55922,14,76,1288,1288,0,14,0,6
MITRE,2015-04,151373044800,155260,14,23,181,181,0,13,0,2
FedEx,2016-05,150993094945648,158783,14,246,4052,4213,0,10,0,6
Chesapeake Energy,2012-12,201579567564,41079,14,0,200,200,0,13,0,3
Vanderbilt University,2016-01,99104920858,170379,14,41,2524,2524,0,3,0,10
Atlantic Health,2009-06,91507407676,96221,14,1,2,2,0,0,0,0
Container Store,2013-05,59375573322,46548,14,34,1636,1636,0,12,0,7
Arkansas Children's Hospital,2013-07,112657538333,146074,14,52,1676,1676,0,11,0,9
GoDaddy.com,2015-08,8749090685,119604,14,398,23807,23807,0,12,0,0
LifeBridge Health,2011-12,193538150681786,164075,14,1,11,11,0,0,0,0
Teach For America,2014-08,8433834471,99111,14,379,17996,17996,0,11,0,11
Navy Federal Credit Union,2015-06,160344204010636,130107,14,170,8938,8938,0,14,0,2
Winchester Hospital,2016-02,107079996018373,157502,14,31,267,267,0,8,0,6
The Cheesecake Factory,2014-07,341861972627674,184790,14,0,22,22,0,0,0,5
Zappos.com,2009-12,7172307686,23006,14,28,85,85,0,1,0,0
Sherwin-Williams,2012-10,309180132920,171932,14,1032,1685,1685,0,14,0,14
Mattel,2009-12,148757037599,109428,14,15,112,112,0,7,0,2
Mercedes-Benz USA,2011-02,6604386669,34789,14,1095,11466,11466,0,14,0,0
Kimpton Hotels & Restaurants,2012-09,51530158577,37797,14,135,786,786,0,14,0,10
JM Family Enterprises,2013-03,215824265320,39491,14,42,424,424,0,7,0,13
Ernst & Young,2014-07,195665063800329,86356,14,31,3305,3305,0,7,0,7
Marriott International,2012-01,143602039041041,85889,14,584,2181,2182,0,14,0,2
QuikTrip,2016-04,5890187327,96242,14,147,1080,1164,0,13,0,1
Nordstrom,2009-10,12854644836,93795,14,85,358,358,0,14,0,0
Mars,2012-10,211095382256023,181283,14,64,1459,1459,0,14,0,11
Teach For America,2013-11,8433834471,99765,14,85,6044,6044,0,11,0,12
Children's Healthcare of Atlanta,2012-05,356527358185,77419,14,41,588,588,3,13,0,1
DreamWorks Animation SKG,2014-08,104770457523,35842,14,1717,111137,111139,0,14,0,11
St. Jude Children's Research Hospital,2011-05,6435441794,63554,14,250,2277,2277,0,0,0,0
Schweitzer Engineering Labs,2016-02,148960375131063,132487,14,6,352,356,0,3,0,14
Microsoft,2016-03,9298666412,105933,14,29,280,296,0,14,0,3
Scripps Health,2014-10,12150039095,83974,14,4,278,278,0,14,0,9
USAA,2014-04,161179599992,42564,14,9,74,74,0,14,0,9
Kimpton Hotels & Restaurants,2014-04,51530158577,37300,14,64,1266,1266,0,13,0,10
Teach For America,2016-03,8433834471,98452,14,83,5205,5415,0,14,0,13
MITRE,2010-05,151373044800,156839,14,35,59,59,0,4,0,0
Aéropostale,2010-04,57143807607,154981,14,1231,4477,4477,0,8,0,6
J. M. Smucker,2015-03,117266245005679,149506,14,41,1847,1847,0,14,0,11
J. M. Smucker,2014-10,117266245005679,149596,14,262,7020,7020,0,14,0,6
Hyatt Hotels,2016-03,26114710769,184840,14,11,397,411,0,9,0,9
MITRE,2015-07,151373044800,155221,14,26,201,201,0,14,0,0
PricewaterhouseCoopers,2016-03,232561027513,75703,14,14,450,451,0,14,0,9
Southern Ohio Medical Center,2013-02,220886824589689,60623,14,79,1026,1026,0,14,0,14
Mattel,2013-02,148757037599,109267,14,153,1442,1442,0,14,0,12
FedEx,2014-04,150993094945648,159733,14,508,15183,15183,0,9,0,5
Google,2014-04,104958162837,290,14,1649,9568,9568,0,13,0,8
Build-A-Bear Workshop,2015-11,8783725165,93984,14,273,4012,4021,0,10,0,9
Publix Super Markets,2012-09,209968985766607,108942,14,178,398,398,0,12,0,14
QuikTrip,2015-12,5890187327,96319,14,2927,15843,15843,0,13,0,2
QuikTrip,2012-11,5890187327,96946,14,1386,15897,15897,0,14,0,2
Chesapeake Energy,2014-05,201579567564,40682,14,7,407,407,0,14,0,7
FactSet Research Systems,2011-05,47276510407,105546,14,12,80,80,0,14,0,0
Camden Property Trust,2016-01,128051573873366,2552,14,3,29,29,0,13,0,2
Kiewit Corporation,2015-10,210762462323361,185507,14,49,1626,1626,0,14,0,3
FactSet Research Systems,2009-07,47276510407,105851,14,0,0,0,0,14,0,0
Teach For America,2015-04,8433834471,98926,14,1286,26888,26891,0,13,0,2
Millennium: The Takeda Oncology Company,2015-06,201874996515231,57784,14,2,94,94,1,13,0,10
Umpqua Bank,2012-05,136874746358544,98332,14,104,269,269,0,14,0,0
SVB Financial Group,2013-02,17979232866,64308,14,7,75,75,1,12,0,1
Arkansas Children's Hospital,2013-08,112657538333,146060,14,76,3033,3033,0,12,0,11
GoDaddy.com,2015-09,8749090685,119590,14,343,23761,23761,0,14,0,1
Burns & McDonnell,2013-06,193157160706830,50906,14,7,28,28,0,7,0,10
Orrick Herrington & Sutcliffe,2010-05,123116581045529,160542,14,0,3,3,0,12,0,2
Southern Ohio Medical Center,2014-02,220886824589689,59875,14,23,299,299,0,7,0,4
Winchester Hospital,2011-06,107079996018373,158089,14,11,51,51,0,14,0,0
CH2M Hill,2012-12,130017893696618,149206,14,16,107,107,0,14,0,13
Scottrade,2014-12,15601935371,55870,14,275,1868,1868,0,14,0,1
Scottrade,2014-07,15601935371,55936,14,427,1546,1546,0,14,0,11
CarMax,2013-03,58226901193,118067,14,123,535,535,3,14,0,4
Intel,2011-09,22707976849,74737,14,821,3593,3593,0,12,0,1
Allianz Life Insurance,2012-12,293573224082477,81022,14,1,30,30,0,6,0,11
Mayo Clinic,2012-12,7673082516,103497,14,305,7562,7562,1,14,0,8
Mars,2012-11,211095382256023,181269,14,59,1350,1350,0,14,0,10
Children's Healthcare of Atlanta,2012-06,356527358185,77405,14,80,1880,1880,0,13,0,0
World Wide Technology,2011-05,75577218799,79669,14,4,6,6,0,2,0,0
Mattel,2013-05,148757037599,109225,14,646,1332,1332,0,14,0,14
DreamWorks Animation SKG,2013-05,104770457523,36137,14,984,53615,53615,0,14,0,2
Arkansas Children's Hospital,2015-05,112657538333,145634,13,358,14053,14053,0,9,0,8
Baptist Health South Florida,2011-07,127900310965,71070,13,26,131,131,0,10,0,3
Booz Allen Hamilton,2011-04,115188672790,110390,13,1,33,33,0,2,0,0
David Weekley Homes,2013-06,8146864018,174910,13,43,659,659,0,13,0,13
FactSet Research Systems,2014-02,47276510407,105168,13,19,503,503,0,9,0,5
PCL Construction Enterprises,2013-11,109150299248234,55524,13,29,469,469,0,12,0,3
Discovery Communications,2015-08,153549641890,181580,13,98,45,45,0,13,0,5
Burns & McDonnell,2013-02,193157160706830,50945,13,16,119,119,0,13,0,4
Booz Allen Hamilton,2015-11,115188672790,109785,13,3,193,193,0,9,0,7
Mattel,2015-05,148757037599,109141,13,30,410,410,0,2,0,12
CHG Healthcare Services,2015-07,32264600947,14532,13,33,396,396,0,13,0,3
David Weekley Homes,2012-09,8146864018,175061,13,99,448,448,0,13,0,11
Nordstrom,2011-01,12854644836,92462,13,197,864,864,0,12,0,0
FactSet Research Systems,2013-05,47276510407,105291,13,26,690,690,2,12,0,4
Hyatt Hotels,2014-12,26114710769,185025,13,10,616,616,0,11,0,6
DPR Construction,2016-04,128264243859715,35179,13,16,391,392,8,13,0,4
Mars,2013-04,211095382256023,181206,13,100,2379,2379,0,12,0,8
Brocade Communications Systems,2011-02,111983056070,148372,13,15,47,47,0,9,0,0
Navy Federal Credit Union,2013-01,160344204010636,132111,13,6960,8144,8144,1,12,0,6
American Fidelity Assurance,2016-05,333011163569,74971,13,3,76,78,0,13,0,9
Roche Diagnostics,2014-04,116286801731230,180148,13,495,167,167,0,9,0,6
Build-A-Bear Workshop,2015-12,8783725165,93972,13,221,2136,2153,0,11,0,5
Brocade Communications Systems,2015-09,111983056070,146761,13,0,51,51,6,13,0,4
QuikTrip,2012-12,5890187327,96933,13,1088,7491,7491,0,13,0,0
Mars,2012-09,211095382256023,181297,13,41,1215,1215,0,12,0,11
The Everett Clinic,2015-03,61452139395,112199,13,6,91,91,0,7,0,9
Scottrade,2014-10,15601935371,55891,13,256,944,944,0,13,0,3
Novo Nordisk,2015-07,105548031768,71660,13,47,5105,5105,8,6,0,2
Kimley-Horn and Associates,2012-02,204703769542227,180525,13,1,7,7,12,13,0,0
Balfour Beatty Construction,2013-07,114292728603934,72686,13,25,202,202,9,13,0,4
OhioHealth,2010-12,40814021698,117051,13,0,0,0,0,13,0,0
Nugget Market,2012-06,260624001193,57114,13,12,157,157,0,13,0,0
Allianz Life Insurance,2013-03,293573224082477,80987,13,0,34,34,0,13,0,10
Boston Consulting Group,2014-04,24961338115,1069,13,3,62,62,0,8,0,5
Discovery Communications,2012-03,153549641890,182865,13,9,24,24,0,11,0,0
Build-A-Bear Workshop,2012-09,8783725165,95002,13,1675,26357,26357,0,9,0,8
World Wide Technology,2014-12,75577218799,78311,13,0,4,4,13,0,0,0
DreamWorks Animation SKG,2010-07,104770457523,36717,13,152,976,976,0,13,0,0
SVB Financial Group,2014-12,17979232866,63818,13,10,93,93,12,7,0,0
Vanderbilt University,2016-03,99104920858,170354,13,348,2528,2595,0,13,0,0
Balfour Beatty Construction,2013-05,114292728603934,72702,13,19,129,129,0,3,0,6
J. M. Smucker,2016-04,117266245005679,149329,13,1573,2675,2806,0,13,0,2
FactSet Research Systems,2013-01,47276510407,105336,13,14,504,504,2,8,0,6
The Everett Clinic,2016-05,61452139395,111733,13,0,27,31,0,9,0,12
GoDaddy.com,2013-08,8749090685,119923,13,432,14072,14072,0,13,0,2
Mattel,2010-12,148757037599,109402,13,3,10,10,0,13,0,0
National Instruments,2015-08,19822934020,72777,13,11,540,540,0,13,0,0
Winchester Hospital,2011-07,107079996018373,158076,13,17,65,65,0,13,0,0
The Everett Clinic,2015-01,61452139395,112224,13,14,174,174,7,9,0,0
Nugget Market,2014-05,260624001193,56805,13,5,52,52,0,5,0,10
Chesapeake Energy,2014-04,201579567564,40696,13,6,292,292,0,12,0,6
Millennium: The Takeda Oncology Company,2012-08,201874996515231,58243,13,12,143,143,0,13,0,4
Camden Property Trust,2015-12,128051573873366,2567,13,1,26,26,0,13,0,3
Brocade Communications Systems,2013-06,111983056070,147214,13,8,398,398,0,12,0,3
Arkansas Children's Hospital,2016-01,112657538333,145425,13,34,613,615,0,11,0,11
Teach For America,2012-02,8433834471,100077,13,14,541,541,0,12,0,2
QuikTrip,2013-05,5890187327,96877,13,1039,10282,10282,0,12,0,5
Arkansas Children's Hospital,2011-10,112657538333,146342,13,67,467,467,0,13,0,1
Chesapeake Energy,2012-03,201579567564,41293,13,6,33,33,0,11,0,1
Boston Consulting Group,2015-06,24961338115,860,13,25,825,825,0,13,0,1
David Weekley Homes,2011-05,8146864018,175401,13,1,21,21,0,13,0,0
Whole Foods Market,2016-01,525560857527063,56372,13,1,78,78,0,11,0,4
World Wide Technology,2016-02,75577218799,77954,13,0,119,119,1,13,0,2
Mars,2016-01,211095382256023,180618,13,14,526,526,6,6,0,3
Quicken Loans,2014-06,435141649940642,16561,13,13,84,84,0,13,0,7
Scottrade,2015-08,15601935371,55737,13,195,1871,1871,0,13,0,2
Capital One,2015-09,131080263606125,132670,13,1394,6025,6039,0,5,0,9
Men's Wearhouse,2015-02,199928852452,82474,13,56,1711,1711,0,13,0,7
MITRE,2015-11,151373044800,155161,13,39,145,145,0,11,0,6
Accenture,2013-05,20341500871,119248,13,7,206,206,0,7,0,12
Ultimate Software,2014-12,29660886831,49847,13,34,1105,1105,0,13,0,9
Navy Federal Credit Union,2016-03,160344204010636,129914,13,315,7936,8086,0,13,0,1
FactSet Research Systems,2012-06,47276510407,105404,13,15,431,431,6,12,0,1
USAA,2014-11,161179599992,42437,13,12,178,180,0,12,0,4
Google,2014-08,104958162837,157,13,2980,12101,12104,0,13,0,9
Build-A-Bear Workshop,2013-07,8783725165,94753,13,1014,11129,11129,0,11,0,2
CHG Healthcare Services,2015-01,32264600947,14720,13,59,819,819,0,13,0,7
Arkansas Children's Hospital,2012-05,112657538333,146257,13,116,1598,1598,0,13,0,1
Genentech,2016-05,146718898672043,97079,13,0,11,11,0,10,0,9
PCL Construction Enterprises,2013-03,109150299248234,55610,13,22,204,204,0,9,0,2
St. Jude Children's Research Hospital,2012-09,6435441794,63137,13,2855,142217,142218,0,13,0,6
J. M. Smucker,2012-04,117266245005679,150242,13,387,1604,1604,0,13,0,0
Whole Foods Market,2015-11,525560857527063,56411,13,24,199,199,0,12,0,4
World Wide Technology,2013-03,75577218799,79078,13,18,447,447,1,11,0,12
Capital One,2015-12,131080263606125,132649,13,1434,23158,23161,0,11,0,3
Camden Property Trust,2016-05,128051573873366,2486,13,2,34,35,0,12,0,9
Burns & McDonnell,2014-07,193157160706830,50819,13,0,16,16,0,2,0,6
General Mills,2013-06,163903596981363,95892,13,17,209,209,1,13,0,12
Monsanto,2016-04,44495818682,158176,13,304,1940,2161,0,12,0,3
Nugget Market,2013-06,260624001193,56958,13,15,85,85,0,9,0,8
J. M. Smucker,2012-11,117266245005679,150156,13,123,1236,1236,0,10,0,4
Ultimate Software,2014-01,29660886831,50017,13,29,676,676,0,13,0,11
Millennium: The Takeda Oncology Company,2013-08,201874996515231,58017,13,1,21,21,0,3,0,3
Brocade Communications Systems,2014-06,111983056070,146993,13,5,302,302,0,12,0,8
Winchester Hospital,2011-03,107079996018373,158126,13,5,34,34,0,13,0,2
FedEx,2012-09,150993094945648,160209,13,701,6933,6933,0,13,0,1
Mattel,2009-10,148757037599,109447,13,61,237,237,0,12,0,0
Teach For America,2013-02,8433834471,99952,13,145,3930,3930,0,10,0,11
Scripps Health,2013-06,12150039095,84213,13,49,827,827,0,13,0,8
Scottrade,2014-04,15601935371,55984,13,54,1315,1315,0,12,0,6
Recreational Equipment (REI),2011-02,9062006483,13037,13,51,142,142,0,2,0,0
PCL Construction Enterprises,2013-10,109150299248234,55537,13,21,306,306,0,11,0,3
Accenture,2016-02,20341500871,118721,13,2,63,65,0,13,0,0
MITRE,2010-10,151373044800,156691,13,25,32,32,0,2,0,1
QuikTrip,2013-01,5890187327,96920,13,2082,14930,14930,0,13,0,2
Herman Miller,2012-01,162638622561,165735,13,63,618,618,0,13,0,0
Teach For America,2013-09,8433834471,99867,13,199,3513,3513,0,12,0,10
American Express,2012-11,6185812851,88200,13,558,17758,17758,0,11,0,8
FactSet Research Systems,2014-08,47276510407,105091,13,4,399,399,2,10,0,3
QuikTrip,2014-05,5890187327,96719,13,978,19272,19272,0,12,0,9
Chesapeake Energy,2010-02,201579567564,42206,13,42,41,41,0,13,0,0
Vanderbilt University,2012-12,99104920858,170781,13,213,4851,4851,0,13,0,1
World Wide Technology,2013-08,75577218799,78825,13,13,518,518,0,13,0,10
Teach For America,2014-04,8433834471,99690,13,176,7654,7654,0,11,0,5
Kiewit Corporation,2013-11,210762462323361,185831,13,64,1704,1704,0,12,0,11
Sherwin-Williams,2012-06,309180132920,171965,13,1187,830,830,0,13,0,3
Kimpton Hotels & Restaurants,2012-05,51530158577,37876,13,186,310,310,0,13,0,1
Teach For America,2012-12,8433834471,99983,13,62,3633,3633,0,8,0,10
Mars,2014-07,211095382256023,180980,13,32,1079,1079,0,10,0,13
FactSet Research Systems,2010-10,47276510407,105636,13,1,26,26,0,13,0,0
Umpqua Bank,2014-07,136874746358544,98021,13,1,9,9,0,1,0,7
CH2M Hill,2015-03,130017893696618,148679,13,6,125,125,0,13,0,10
PricewaterhouseCoopers,2012-05,232561027513,76389,13,2,115,115,5,12,0,1
Aflac,2010-02,13994086254,107478,13,1,10,10,0,0,0,0
Ultimate Software,2010-10,29660886831,50562,13,6,15,15,0,13,0,0
QuikTrip,2013-08,5890187327,96833,13,5731,10770,10770,0,13,0,12
Hyatt Hotels,2014-09,26114710769,185071,13,20,859,859,0,13,0,7
Sherwin-Williams,2011-04,309180132920,172161,13,152,242,242,0,13,0,1
Robert W. Baird,2013-01,148731991811588,44849,13,9,113,113,9,13,0,3
Container Store,2011-02,59375573322,47821,13,161,930,930,0,12,0,0
Arkansas Children's Hospital,2011-04,112657538333,146494,13,22,145,145,0,13,0,0
Allianz Life Insurance,2015-08,293573224082477,80611,13,3,17,17,0,2,0,11
Monsanto,2014-03,44495818682,158493,13,521,778,778,0,10,0,8
Scottrade,2015-02,15601935371,55841,13,117,1721,1721,0,13,0,8
CH2M Hill,2015-10,130017893696618,148520,13,10,95,95,0,13,0,9
Nugget Market,2010-01,260624001193,57720,13,30,45,45,0,13,0,4
Scripps Health,2015-08,12150039095,83812,13,35,1780,1780,0,13,0,6
Intel,2011-11,22707976849,74720,13,3652,20049,20064,0,8,0,3
Brocade Communications Systems,2015-06,111983056070,146819,13,25,428,428,1,13,0,12
Whole Foods Market,2016-02,525560857527063,56359,13,10,246,247,0,12,0,4
Herman Miller,2014-04,162638622561,164916,13,28,1992,1992,0,13,0,13
Mattel,2015-09,148757037599,109066,13,62,1144,1144,0,7,0,12
Children's Healthcare of Atlanta,2016-02,356527358185,76510,13,2199,80697,81648,0,13,0,5
Scottrade,2015-09,15601935371,55724,13,140,2681,2681,0,13,0,2
Kiewit Corporation,2013-09,210762462323361,185872,13,23,825,825,0,9,0,9
Google,2014-02,104958162837,327,13,1575,6148,6148,0,11,0,9
American Fidelity Assurance,2012-06,333011163569,75644,13,10,53,53,12,11,0,0
Four Seasons Hotels,2009-12,106280431030,145147,13,88,590,590,0,13,0,0
Nugget Market,2013-09,260624001193,56922,13,9,104,104,0,10,0,12
J. M. Smucker,2016-03,117266245005679,149342,13,1475,30051,30752,0,13,0,4
Sherwin-Williams,2011-02,309180132920,172186,13,167,158,158,0,13,0,0
Nugget Market,2011-08,260624001193,57290,13,31,75,75,0,12,0,3
Boston Consulting Group,2014-10,24961338115,1021,13,16,595,595,0,13,0,8
Mattel,2014-12,148757037599,109176,13,17,361,361,0,2,0,11
Ultimate Software,2012-12,29660886831,50340,13,0,96,96,0,3,0,3
Kimpton Hotels & Restaurants,2012-10,51530158577,37784,13,167,1515,1515,0,13,0,13
Teach For America,2013-05,8433834471,99916,13,197,4525,4526,0,13,0,12
Navy Federal Credit Union,2014-09,160344204010636,130547,13,207,6757,6757,0,13,0,8
GoDaddy.com,2011-10,8749090685,120238,13,11,70,70,0,3,0,0
DPR Construction,2013-02,128264243859715,35274,13,5,312,312,0,13,0,6
Arkansas Children's Hospital,2012-06,112657538333,146244,13,34,1169,1169,0,12,0,0
Nugget Market,2012-12,260624001193,57041,13,26,125,125,0,13,0,12
Qualcomm,2015-06,115831370196,48729,13,2,135,135,0,9,0,11
Intel,2014-10,22707976849,74005,13,1027,326839,326839,0,13,0,6
Accenture,2011-09,20341500871,119332,13,8,12,12,0,0,0,1
Teach For America,2013-12,8433834471,99752,13,318,8268,8268,0,10,0,10
Build-A-Bear Workshop,2014-03,8783725165,94530,13,1212,14378,14378,0,11,0,4
Brocade Communications Systems,2009-10,111983056070,148421,13,2,17,17,0,2,0,1
PCL Construction Enterprises,2015-01,109150299248234,55291,13,12,490,490,0,10,0,13
Arkansas Children's Hospital,2013-06,112657538333,146088,13,1951,4852,4852,0,11,0,11
Vanderbilt University,2013-12,99104920858,170599,13,79,3074,3074,0,13,0,9
J. M. Smucker,2013-09,117266245005679,149922,13,491,1715,1715,0,12,0,10
SAS,2011-10,140344030787,1861,13,175,1493,1493,0,10,0,0
National Instruments,2013-08,19822934020,73162,12,31,962,962,0,11,0,9
J. M. Smucker,2016-01,117266245005679,149367,12,1365,23322,23326,0,12,0,0
Ultimate Software,2012-05,29660886831,50400,12,25,120,120,5,10,0,1
Nugget Market,2011-01,260624001193,57410,12,44,66,66,0,12,0,0
Whole Foods Market,2014-10,525560857527063,56563,12,3,270,270,1,8,0,9
Kimpton Hotels & Restaurants,2014-05,51530158577,37288,12,55,745,745,0,11,0,12
Mars,2014-10,211095382256023,180874,12,46,2202,2202,0,11,0,9
Balfour Beatty Construction,2014-06,114292728603934,72622,12,31,337,337,0,11,0,12
CHG Healthcare Services,2014-07,32264600947,14937,12,24,267,267,0,11,0,7
Intel,2011-07,22707976849,74838,12,1390,6347,6348,0,6,0,0
Qualcomm,2014-02,115831370196,48876,12,11,262,262,0,12,0,12
World Wide Technology,2013-02,75577218799,79091,12,7,233,233,0,12,0,12
Discovery Communications,2013-02,153549641890,182530,12,1,65,65,0,12,0,7
CHG Healthcare Services,2012-06,32264600947,15718,12,0,11,11,0,7,0,0
Brocade Communications Systems,2013-10,111983056070,147111,12,8,423,423,0,12,0,10
Kiewit Corporation,2016-01,210762462323361,185466,12,69,1649,1649,0,12,0,1
National Instruments,2014-03,19822934020,73094,12,5,365,365,6,12,0,5
Scottrade,2012-11,15601935371,56138,12,163,2209,2209,0,12,0,7
Ultimate Software,2013-12,29660886831,50030,12,35,899,899,0,11,0,6
Scottrade,2015-12,15601935371,55701,12,134,6028,6028,0,11,0,3
"ARI, Automotive Resources International",2016-02,282991730710,175688,12,1,29,29,0,0,0,1
QuikTrip,2015-01,5890187327,96575,12,489,6634,6634,0,12,0,1
Discovery Communications,2012-05,153549641890,182834,12,6,53,53,0,12,0,0
Baptist Health South Florida,2012-09,127900310965,69923,12,19,613,613,0,12,0,11
WellStar Health System,2013-01,94455639888,179413,12,8,126,126,0,12,0,12
Scottrade,2014-03,15601935371,55997,12,124,2567,2567,0,12,0,9
Navy Federal Credit Union,2011-02,160344204010636,132455,12,5,30,30,0,2,0,0
CH2M Hill,2015-04,130017893696618,148667,12,4,119,119,0,10,0,10
Schweitzer Engineering Labs,2015-11,148960375131063,132513,12,1,189,189,0,2,0,11
Teach For America,2014-12,8433834471,99046,12,121,12742,12742,0,9,0,3
Brocade Communications Systems,2011-10,111983056070,148106,12,0,0,0,0,0,0,0
Chesapeake Energy,2011-10,201579567564,41328,12,13,65,65,0,7,0,0
Nugget Market,2011-06,260624001193,57315,12,21,66,66,0,12,0,1
Four Seasons Hotels,2010-11,106280431030,145053,12,67,601,601,0,12,0,0
Allianz Life Insurance,2015-04,293573224082477,80693,12,2,77,77,0,7,0,12
Accenture,2009-04,20341500871,119482,12,0,0,0,0,0,0,0
Grainger,2015-08,265544390144768,157207,12,2,94,94,0,12,0,0
Nugget Market,2013-03,260624001193,57002,12,12,114,114,0,12,0,12
FactSet Research Systems,2009-08,47276510407,105839,12,2,11,11,0,12,0,0
Mars,2013-11,211095382256023,181122,12,96,2074,2074,0,11,0,8
Mars,2013-02,211095382256023,181230,12,81,1625,1625,0,12,0,10
J. M. Smucker,2012-08,117266245005679,150203,12,705,3018,3018,0,12,0,2
Teach For America,2014-03,8433834471,99703,12,407,5361,5361,0,8,0,8
Grainger,2016-03,265544390144768,157061,12,6,102,106,0,12,0,6
Intel,2016-05,22707976849,73397,12,136,12654,12769,0,12,0,5
Umpqua Bank,2014-06,136874746358544,98034,12,0,2,2,0,0,0,0
DreamWorks Animation SKG,2013-08,104770457523,36100,12,2393,67200,67200,0,12,0,1
Sherwin-Williams,2011-03,309180132920,172174,12,154,149,149,0,11,0,1
Ultimate Software,2014-05,29660886831,49959,12,30,504,504,0,9,0,5
Roche Diagnostics,2016-02,116286801731230,179945,12,93,1257,1262,0,12,0,5
FactSet Research Systems,2012-08,47276510407,105382,12,30,431,431,1,11,0,2
QuikTrip,2012-10,5890187327,96960,12,1543,12547,12547,0,12,0,10
Roche Diagnostics,2011-02,116286801731230,180319,12,1,71,71,0,0,0,0
Accenture,2008-06,20341500871,119501,12,2,0,0,0,9,0,12
Qualcomm,2012-06,115831370196,48980,12,5,61,61,0,6,0,2
Herman Miller,2010-01,162638622561,165959,12,12,48,48,0,4,0,1
Hyatt Hotels,2015-12,26114710769,184877,12,1,222,223,1,9,0,9
PCL Construction Enterprises,2013-05,109150299248234,55580,12,37,313,313,0,12,0,0
Kiewit Corporation,2014-12,210762462323361,185653,12,19,913,913,0,6,0,12
Allianz Life Insurance,2013-01,293573224082477,81010,12,7,46,46,5,7,0,6
Robert W. Baird,2015-05,148731991811588,43443,12,1,152,152,0,12,0,5
Navy Federal Credit Union,2012-09,160344204010636,132171,12,1125,11093,11093,0,12,0,7
General Mills,2013-08,163903596981363,95870,12,3,119,119,0,12,0,11
Chesapeake Energy,2013-07,201579567564,40846,12,59,1222,1222,0,10,0,7
FactSet Research Systems,2010-07,47276510407,105675,12,7,43,43,0,12,0,0
FactSet Research Systems,2013-08,47276510407,105255,12,16,849,849,3,11,0,3
Grainger,2014-09,265544390144768,157421,12,12,230,230,0,12,0,9
SAS,2011-11,140344030787,1849,12,167,1203,1203,0,7,0,2
Mattel,2016-03,148757037599,108993,12,113,2279,2480,0,5,0,11
DreamWorks Animation SKG,2012-09,104770457523,36255,12,690,23109,23109,0,12,0,8
Scottrade,2016-03,15601935371,55676,12,104,5702,5757,0,12,0,6
Starbucks,2014-05,22092443056,104324,12,949,120331,120334,0,12,0,1
Nugget Market,2011-07,260624001193,57303,12,23,84,84,0,11,0,0
Boston Consulting Group,2014-09,24961338115,1034,12,12,642,642,0,12,0,10
Winchester Hospital,2011-05,107079996018373,158103,12,7,42,42,0,12,0,0
Nugget Market,2014-03,260624001193,56827,12,1,24,24,0,8,0,8
Whole Foods Market,2014-11,525560857527063,56551,12,22,510,510,0,11,0,3
SAS,2012-11,140344030787,1544,12,636,10680,10680,0,9,0,10
Aflac,2012-10,13994086254,107428,12,52,1087,1087,0,12,0,11
Edward Jones,2016-02,180423318637979,2284,12,12,110,110,0,4,0,9
Salesforce.com,2015-04,5634829153,51261,12,62,527,527,0,12,0,3
Credit Acceptance,2012-04,168678439842388,179811,12,6,37,37,10,12,0,0
Novo Nordisk,2015-03,105548031768,71752,12,19,4867,4867,4,12,0,6
Navy Federal Credit Union,2013-11,160344204010636,131162,12,863,35725,35725,0,11,0,2
Allianz Life Insurance,2015-12,293573224082477,80552,12,3,77,77,0,4,0,11
The Everett Clinic,2015-06,61452139395,112173,12,11,57,57,0,10,0,7
Mars,2015-06,211095382256023,180745,12,18,654,654,0,6,0,9
Navy Federal Credit Union,2012-07,160344204010636,132219,12,140,1106,1106,6,12,0,0
Salesforce.com,2015-11,5634829153,51075,12,47,836,837,0,12,0,4
SVB Financial Group,2015-12,17979232866,63689,12,12,74,74,0,12,0,1
Chesapeake Energy,2013-05,201579567564,40889,12,26,868,868,0,12,0,5
Burns & McDonnell,2013-03,193157160706830,50933,12,0,19,19,0,11,0,2
Children's Healthcare of Atlanta,2010-04,356527358185,77837,12,38,151,151,0,8,0,0
Zappos.com,2011-04,7172307686,21869,12,17,42,42,0,8,0,0
Scottrade,2012-12,15601935371,56126,12,113,775,775,0,11,0,8
Hyatt Hotels,2014-04,26114710769,185136,12,22,776,776,0,11,0,6
Arkansas Children's Hospital,2013-12,112657538333,146018,12,431,16712,16712,0,12,0,9
Roche Diagnostics,2014-05,116286801731230,180136,12,72,464,464,0,10,0,10
Salesforce.com,2015-02,5634829153,51295,12,52,1327,1327,0,12,0,8
Ultimate Software,2015-05,29660886831,49361,12,8,486,486,0,11,0,2
Build-A-Bear Workshop,2016-01,8783725165,93960,12,939,5166,5192,0,11,0,1
Sherwin-Williams,2015-01,309180132920,171246,12,693,6197,6197,0,12,0,1
Navy Federal Credit Union,2015-11,160344204010636,129972,12,509,18052,18052,0,12,0,0
Discovery Communications,2014-10,153549641890,181833,12,14,388,388,0,12,0,12
Boston Consulting Group,2015-02,24961338115,953,12,9,382,382,0,12,0,4
Herman Miller,2015-12,162638622561,164315,12,10,754,754,0,8,0,10
Roche Diagnostics,2014-12,116286801731230,180069,12,28,1500,1500,0,10,0,2
Marriott International,2015-07,143602039041041,84616,12,18,1338,1338,0,12,0,4
