companyString,date,liPageId,count(*),likesCount,commentsCount
Methodist Hospital System,28 days ago,61,1,0,0
Methodist Hospital System,3 months ago,61,2,0,0
Methodist Hospital System,4 months ago,61,1,0,0
Methodist Hospital System,5 months ago,61,2,0,0
Methodist Hospital System,6 hours ago,61,1,0,0
Methodist Hospital System,6 months ago,61,3,0,0
Methodist Hospital System,8 months ago,61,2,0,0
Methodist Hospital System,9 months ago,61,2,0,0
Baker Donelson,1 day ago,62,1,6,0
Baker Donelson,1 month ago,62,21,59,0
Baker Donelson,10 days ago,62,1,2,0
Baker Donelson,10 hours ago,62,2,4,0
Baker Donelson,10 months ago,62,20,41,0
Baker Donelson,11 months ago,62,18,28,0
Baker Donelson,12 months ago,62,2,3,0
Baker Donelson,13 days ago,62,1,1,0
Baker Donelson,14 days ago,62,1,1,0
Baker Donelson,15 days ago,62,1,1,0
Baker Donelson,16 days ago,62,1,2,0
Baker Donelson,17 days ago,62,1,1,0
Baker Donelson,2 days ago,62,1,1,0
Baker Donelson,2 months ago,62,20,49,2
Baker Donelson,20 days ago,62,2,8,0
Baker Donelson,21 days ago,62,1,3,0
Baker Donelson,23 days ago,62,1,6,0
Baker Donelson,24 days ago,62,1,2,0
Baker Donelson,29 days ago,62,1,1,0
Baker Donelson,3 days ago,62,1,0,0
Baker Donelson,3 months ago,62,21,46,0
Baker Donelson,4 months ago,62,15,14,2
Baker Donelson,5 months ago,62,15,38,1
Baker Donelson,6 days ago,62,1,1,0
Baker Donelson,6 months ago,62,20,43,1
Baker Donelson,7 days ago,62,1,1,0
Baker Donelson,7 months ago,62,18,20,0
Baker Donelson,8 days ago,62,1,2,0
Baker Donelson,8 months ago,62,22,36,2
Baker Donelson,9 days ago,62,1,1,0
Baker Donelson,9 months ago,62,20,35,0
Men's Wearhouse,1 month ago,63,12,0,0
Men's Wearhouse,10 months ago,63,33,0,0
Men's Wearhouse,11 months ago,63,17,0,0
Men's Wearhouse,12 months ago,63,7,0,0
Men's Wearhouse,15 days ago,63,3,0,0
Men's Wearhouse,2 months ago,63,6,0,0
Men's Wearhouse,24 days ago,63,3,0,0
Men's Wearhouse,27 days ago,63,1,0,0
Men's Wearhouse,3 days ago,63,1,0,0
Men's Wearhouse,3 months ago,63,25,0,0
Men's Wearhouse,4 months ago,63,15,0,0
Men's Wearhouse,5 months ago,63,18,0,0
Men's Wearhouse,6 months ago,63,18,0,0
Men's Wearhouse,7 months ago,63,19,0,0
Men's Wearhouse,8 months ago,63,19,0,0
Men's Wearhouse,9 months ago,63,11,0,0
Scripps Health,1 month ago,64,3,127,3
Scripps Health,10 months ago,64,4,206,16
Scripps Health,11 months ago,64,5,177,6
Scripps Health,12 months ago,64,1,27,2
Scripps Health,14 days ago,64,1,43,1
Scripps Health,2 months ago,64,4,199,10
Scripps Health,20 days ago,64,1,54,4
Scripps Health,28 days ago,64,1,27,0
Scripps Health,3 months ago,64,6,263,7
Scripps Health,4 months ago,64,3,93,1
Scripps Health,5 months ago,64,4,216,3
Scripps Health,6 days ago,64,1,63,0
Scripps Health,6 hours ago,64,1,7,1
Scripps Health,6 months ago,64,6,241,6
Scripps Health,7 months ago,64,4,95,2
Scripps Health,8 months ago,64,4,137,1
Scripps Health,9 months ago,64,5,253,8
Marriott International,1 day ago,65,2,284,5
Marriott International,1 month ago,65,38,12882,582
Marriott International,10 days ago,65,1,175,5
Marriott International,11 days ago,65,1,268,8
Marriott International,12 hours ago,65,1,56,2
Marriott International,13 days ago,65,3,400,22
Marriott International,14 days ago,65,1,318,4
Marriott International,15 days ago,65,3,762,30
Marriott International,16 days ago,65,2,257,4
Marriott International,17 days ago,65,2,353,4
Marriott International,18 days ago,65,1,259,9
Marriott International,2 days ago,65,1,193,1
Marriott International,2 months ago,65,31,10634,687
Marriott International,20 days ago,65,2,1082,79
Marriott International,21 days ago,65,2,345,2
Marriott International,22 days ago,65,2,1099,44
Marriott International,23 days ago,65,1,104,0
Marriott International,24 days ago,65,1,262,8
Marriott International,25 days ago,65,1,136,1
Marriott International,27 days ago,65,2,785,9
Marriott International,28 days ago,65,1,143,6
Marriott International,29 days ago,65,2,684,14
Marriott International,3 days ago,65,1,367,5
Marriott International,3 months ago,65,44,11877,1037
Marriott International,4 days ago,65,1,853,23
Marriott International,4 months ago,65,45,12420,728
Marriott International,5 days ago,65,1,620,55
Marriott International,5 months ago,65,29,8130,566
Marriott International,7 days ago,65,3,658,33
Marriott International,8 days ago,65,1,312,8
Marriott International,9 days ago,65,3,1064,56
Perkins Coie,1 day ago,66,1,5,0
Perkins Coie,1 month ago,66,43,169,2
Perkins Coie,10 days ago,66,1,10,0
Perkins Coie,10 hours ago,66,2,0,0
Perkins Coie,10 months ago,66,39,52,0
Perkins Coie,11 months ago,66,38,94,1
Perkins Coie,12 months ago,66,5,16,0
Perkins Coie,14 days ago,66,1,4,0
Perkins Coie,15 days ago,66,1,2,0
Perkins Coie,16 days ago,66,1,4,0
Perkins Coie,17 days ago,66,5,6,0
Perkins Coie,2 months ago,66,29,105,1
Perkins Coie,21 days ago,66,1,2,0
Perkins Coie,22 days ago,66,4,5,0
Perkins Coie,23 days ago,66,2,0,0
Perkins Coie,24 days ago,66,3,8,0
Perkins Coie,27 days ago,66,2,2,0
Perkins Coie,28 days ago,66,2,0,0
Perkins Coie,29 days ago,66,2,3,0
Perkins Coie,3 days ago,66,1,5,0
Perkins Coie,3 months ago,66,45,135,0
Perkins Coie,4 hours ago,66,2,1,0
Perkins Coie,4 months ago,66,27,84,1
Perkins Coie,5 months ago,66,26,111,0
Perkins Coie,6 months ago,66,30,63,1
Perkins Coie,7 days ago,66,3,2,2
Perkins Coie,7 months ago,66,36,44,0
Perkins Coie,8 days ago,66,2,6,0
Perkins Coie,8 months ago,66,31,75,2
Perkins Coie,9 months ago,66,25,55,2
Ernst & Young,1 day ago,67,1,156,4
Ernst & Young,1 month ago,67,7,1541,18
Ernst & Young,10 days ago,67,6,919,16
Ernst & Young,11 days ago,67,1,296,3
Ernst & Young,12 days ago,67,1,264,0
Ernst & Young,13 days ago,67,4,679,1
Ernst & Young,14 days ago,67,1,216,3
Ernst & Young,14 hours ago,67,1,127,0
Ernst & Young,15 days ago,67,8,1407,24
Ernst & Young,16 days ago,67,6,1131,12
Ernst & Young,17 days ago,67,7,1895,24
Ernst & Young,19 hours ago,67,1,128,0
Ernst & Young,2 days ago,67,4,466,3
Ernst & Young,20 days ago,67,1,771,7
Ernst & Young,21 days ago,67,3,727,5
Ernst & Young,22 days ago,67,2,329,3
Ernst & Young,23 days ago,67,7,1247,18
Ernst & Young,24 days ago,67,3,468,8
Ernst & Young,27 days ago,67,4,1055,11
Ernst & Young,28 days ago,67,4,739,14
Ernst & Young,29 days ago,67,1,590,12
Ernst & Young,3 days ago,67,5,990,11
Ernst & Young,6 days ago,67,2,326,2
Ernst & Young,7 days ago,67,7,1068,11
Ernst & Young,8 days ago,67,7,1056,12
Ernst & Young,9 days ago,67,3,537,10
Ernst & Young,9 hours ago,67,1,184,5
American Express,1 month ago,68,7,1524,24
American Express,10 days ago,68,1,538,13
American Express,10 months ago,68,1,1145,34
American Express,11 months ago,68,3,1139,62
American Express,12 hours ago,68,1,100,7
American Express,2 months ago,68,4,2159,39
American Express,22 days ago,68,1,108,3
American Express,24 days ago,68,1,414,10
American Express,28 days ago,68,1,50,2
American Express,3 days ago,68,1,227,4
American Express,3 months ago,68,2,757,22
American Express,5 months ago,68,3,600,14
American Express,6 months ago,68,3,886,26
American Express,7 months ago,68,4,2957,95
American Express,8 months ago,68,5,516,11
American Express,9 months ago,68,2,370,13
Nordstrom,1 month ago,69,12,1677,16
Nordstrom,10 days ago,69,2,129,1
Nordstrom,10 months ago,69,8,1922,58
Nordstrom,11 months ago,69,8,1435,45
Nordstrom,12 months ago,69,2,375,10
Nordstrom,17 days ago,69,2,237,8
Nordstrom,2 months ago,69,9,2414,51
Nordstrom,24 days ago,69,2,831,39
Nordstrom,3 days ago,69,1,182,6
Nordstrom,3 months ago,69,10,1756,51
Nordstrom,4 months ago,69,7,1192,45
Nordstrom,5 months ago,69,11,2450,67
Nordstrom,6 months ago,69,11,1833,45
Nordstrom,7 months ago,69,12,1782,75
Nordstrom,8 months ago,69,11,1769,54
Nordstrom,9 months ago,69,8,1293,36
Build-A-Bear Workshop,2 months ago,70,2,0,0
Build-A-Bear Workshop,7 months ago,70,1,0,0
Build-A-Bear Workshop,8 days ago,70,1,0,0
Build-A-Bear Workshop,8 months ago,70,2,0,0
Build-A-Bear Workshop,9 months ago,70,2,0,0
General Mills,1 month ago,71,19,2168,38
General Mills,10 months ago,71,17,1194,41
General Mills,11 months ago,71,14,845,22
General Mills,12 months ago,71,1,79,0
General Mills,15 days ago,71,2,133,3
General Mills,16 days ago,71,1,218,0
General Mills,17 days ago,71,1,133,0
General Mills,2 days ago,71,1,182,1
General Mills,2 months ago,71,11,1466,19
General Mills,21 days ago,71,1,108,1
General Mills,22 days ago,71,2,279,3
General Mills,24 days ago,71,1,64,0
General Mills,27 days ago,71,1,72,4
General Mills,28 days ago,71,1,98,8
General Mills,3 days ago,71,1,164,3
General Mills,3 months ago,71,16,1488,33
General Mills,4 months ago,71,14,1011,18
General Mills,5 months ago,71,11,925,19
General Mills,6 days ago,71,1,281,8
General Mills,6 months ago,71,17,1196,44
General Mills,7 months ago,71,17,988,26
General Mills,8 months ago,71,13,1021,22
General Mills,9 days ago,71,1,97,3
General Mills,9 months ago,71,12,817,32
TDIndustries,1 day ago,72,1,13,0
TDIndustries,1 month ago,72,18,610,21
TDIndustries,10 days ago,72,1,26,0
TDIndustries,11 months ago,72,5,106,16
TDIndustries,12 months ago,72,1,13,0
TDIndustries,13 days ago,72,1,23,0
TDIndustries,14 days ago,72,1,26,0
TDIndustries,15 days ago,72,1,25,2
TDIndustries,17 days ago,72,1,17,1
TDIndustries,2 days ago,72,1,18,6
TDIndustries,2 months ago,72,12,420,26
TDIndustries,20 days ago,72,1,15,0
TDIndustries,21 days ago,72,2,94,1
TDIndustries,23 days ago,72,1,14,1
TDIndustries,24 days ago,72,1,35,0
TDIndustries,29 days ago,72,1,13,0
TDIndustries,3 days ago,72,1,19,0
TDIndustries,3 months ago,72,3,25,2
TDIndustries,4 months ago,72,8,126,7
TDIndustries,5 months ago,72,5,103,4
TDIndustries,6 months ago,72,5,131,5
TDIndustries,7 months ago,72,4,99,16
TDIndustries,8 days ago,72,1,18,2
TDIndustries,8 months ago,72,2,34,2
Atlantic Health,17 days ago,74,2,0,0
Atlantic Health,2 months ago,74,70,0,0
Atlantic Health,3 months ago,74,121,0,0
Atlantic Health,4 months ago,74,86,0,0
Atlantic Health,5 months ago,74,75,0,0
Atlantic Health,6 months ago,74,87,0,0
Atlantic Health,7 months ago,74,30,0,0
Atlantic Health,8 days ago,74,2,0,0
Atlantic Health,8 months ago,74,27,0,0
QuikTrip,1 month ago,75,1,61,1
QuikTrip,10 months ago,75,3,389,18
QuikTrip,2 days ago,75,1,83,0
QuikTrip,2 months ago,75,3,90,1
QuikTrip,3 months ago,75,1,124,0
QuikTrip,4 months ago,75,1,30,0
QuikTrip,6 months ago,75,3,170,8
QuikTrip,7 months ago,75,8,488,42
QuikTrip,8 months ago,75,1,27,1
QuikTrip,9 months ago,75,3,142,0
Deloitte,1 day ago,76,3,272,7
Deloitte,1 month ago,76,72,11492,182
Deloitte,10 days ago,76,5,727,14
Deloitte,12 days ago,76,1,207,0
Deloitte,12 hours ago,76,2,221,2
Deloitte,13 days ago,76,3,446,12
Deloitte,14 days ago,76,3,391,6
Deloitte,15 days ago,76,3,443,11
Deloitte,16 days ago,76,5,839,9
Deloitte,17 days ago,76,4,1310,32
Deloitte,19 days ago,76,1,51,0
Deloitte,2 days ago,76,4,414,3
Deloitte,2 months ago,76,77,13375,206
Deloitte,20 days ago,76,3,448,3
Deloitte,21 days ago,76,4,470,6
Deloitte,22 days ago,76,4,334,0
Deloitte,23 days ago,76,3,1052,17
Deloitte,24 days ago,76,6,2543,59
Deloitte,27 days ago,76,4,561,5
Deloitte,28 days ago,76,2,217,4
Deloitte,29 days ago,76,3,298,10
Deloitte,3 days ago,76,4,812,36
Deloitte,3 months ago,76,102,15237,226
Deloitte,4 months ago,76,30,4979,77
Deloitte,5 days ago,76,1,397,4
Deloitte,6 days ago,76,4,815,18
Deloitte,6 hours ago,76,1,107,1
Deloitte,7 days ago,76,3,291,4
Deloitte,7 hours ago,76,1,24,0
Deloitte,8 days ago,76,5,700,7
Deloitte,9 days ago,76,3,304,5
Deloitte,9 hours ago,76,1,124,2
Genentech,1 day ago,77,4,278,1
Genentech,1 month ago,77,33,3759,64
Genentech,10 days ago,77,2,164,1
Genentech,10 months ago,77,20,1823,74
Genentech,11 days ago,77,1,52,2
Genentech,11 months ago,77,35,2315,66
Genentech,12 days ago,77,1,35,0
Genentech,12 months ago,77,7,851,87
Genentech,14 days ago,77,1,65,0
Genentech,15 days ago,77,4,271,5
Genentech,16 days ago,77,4,213,6
Genentech,17 days ago,77,5,389,12
Genentech,18 days ago,77,4,227,2
Genentech,19 days ago,77,4,168,0
Genentech,2 days ago,77,1,105,0
Genentech,2 hours ago,77,1,16,0
Genentech,2 months ago,77,28,4336,85
Genentech,20 days ago,77,5,399,15
Genentech,21 days ago,77,1,89,0
Genentech,22 days ago,77,4,368,7
Genentech,23 days ago,77,2,314,4
Genentech,24 days ago,77,2,581,3
Genentech,26 days ago,77,1,38,0
Genentech,28 days ago,77,2,721,8
Genentech,29 days ago,77,1,96,8
Genentech,3 days ago,77,1,48,0
Genentech,3 months ago,77,25,2854,40
Genentech,4 months ago,77,39,4257,52
Genentech,5 months ago,77,18,1329,14
Genentech,6 days ago,77,2,462,9
Genentech,6 months ago,77,41,2577,62
Genentech,7 days ago,77,1,138,1
Genentech,7 months ago,77,33,2029,59
Genentech,8 days ago,77,2,183,1
Genentech,8 months ago,77,17,1739,56
Genentech,9 days ago,77,3,277,5
Genentech,9 months ago,77,21,1614,53
Umpqua Bank,20 days ago,78,1,64,0
Umpqua Bank,3 months ago,78,1,24,1
Umpqua Bank,7 days ago,78,1,21,0
Umpqua Bank,8 days ago,78,1,59,1
Umpqua Bank,"March 13, 2015",78,1,55,0
Teach For America,1 day ago,79,1,88,0
Teach For America,1 month ago,79,21,1602,38
Teach For America,10 days ago,79,1,190,4
Teach For America,10 hours ago,79,1,16,0
Teach For America,10 months ago,79,21,2027,111
Teach For America,11 months ago,79,21,1463,46
Teach For America,12 months ago,79,3,381,16
Teach For America,13 days ago,79,1,36,3
Teach For America,14 days ago,79,1,24,2
Teach For America,15 days ago,79,1,35,0
Teach For America,16 days ago,79,1,57,2
Teach For America,17 days ago,79,1,47,2
Teach For America,2 days ago,79,1,213,7
Teach For America,2 months ago,79,23,1464,32
Teach For America,20 days ago,79,1,38,1
Teach For America,21 days ago,79,1,44,1
Teach For America,22 days ago,79,1,25,0
Teach For America,23 days ago,79,1,34,3
Teach For America,24 days ago,79,1,34,0
Teach For America,27 days ago,79,1,42,0
Teach For America,28 days ago,79,1,53,6
Teach For America,29 days ago,79,1,47,0
Teach For America,3 days ago,79,1,59,0
Teach For America,3 months ago,79,23,1506,27
Teach For America,4 months ago,79,15,1408,39
Teach For America,5 months ago,79,20,1177,37
Teach For America,6 days ago,79,1,101,2
Teach For America,6 months ago,79,22,1698,80
Teach For America,7 days ago,79,1,27,0
Teach For America,7 months ago,79,22,2404,95
Teach For America,8 days ago,79,1,34,0
Teach For America,8 months ago,79,21,2028,110
Teach For America,9 days ago,79,1,88,0
Teach For America,9 months ago,79,20,1759,86
Mayo Clinic,1 day ago,80,1,86,1
Mayo Clinic,1 month ago,80,10,1002,9
Mayo Clinic,11 months ago,80,1,105,9
Mayo Clinic,14 days ago,80,1,44,3
Mayo Clinic,15 days ago,80,1,24,2
Mayo Clinic,16 days ago,80,1,61,0
Mayo Clinic,2 months ago,80,2,105,0
Mayo Clinic,22 days ago,80,1,154,1
Mayo Clinic,3 months ago,80,3,442,4
Mayo Clinic,4 months ago,80,10,273,8
Mayo Clinic,5 months ago,80,17,590,14
Mayo Clinic,6 months ago,80,11,310,10
Mayo Clinic,7 months ago,80,2,109,3
Mayo Clinic,8 months ago,80,1,93,0
Mayo Clinic,9 months ago,80,4,630,26
EOG Resources,1 month ago,81,3,0,0
EOG Resources,10 months ago,81,4,0,0
EOG Resources,11 months ago,81,6,0,0
EOG Resources,12 months ago,81,1,0,0
EOG Resources,2 months ago,81,4,0,0
EOG Resources,23 days ago,81,2,0,0
EOG Resources,3 months ago,81,1,0,0
EOG Resources,4 months ago,81,3,80,5
EOG Resources,5 months ago,81,4,125,6
EOG Resources,6 months ago,81,6,111,10
EOG Resources,7 months ago,81,4,0,0
EOG Resources,8 months ago,81,3,0,0
EOG Resources,9 months ago,81,6,0,0
Starbucks,1 month ago,82,12,6576,206
Starbucks,10 days ago,82,1,350,10
Starbucks,10 months ago,82,22,4762,187
Starbucks,11 months ago,82,12,3986,200
Starbucks,12 months ago,82,2,906,39
Starbucks,13 days ago,82,2,489,3
Starbucks,15 days ago,82,2,602,9
Starbucks,16 days ago,82,1,386,3
Starbucks,17 days ago,82,1,201,8
Starbucks,2 days ago,82,1,368,5
Starbucks,2 months ago,82,10,6462,224
Starbucks,21 days ago,82,1,359,8
Starbucks,22 days ago,82,1,255,5
Starbucks,23 days ago,82,1,378,6
Starbucks,24 days ago,82,1,318,6
Starbucks,26 days ago,82,1,313,10
Starbucks,27 days ago,82,1,788,17
Starbucks,28 days ago,82,1,405,5
Starbucks,29 days ago,82,1,989,15
Starbucks,3 months ago,82,19,9471,228
Starbucks,4 months ago,82,13,5584,107
Starbucks,5 months ago,82,26,7690,273
Starbucks,6 months ago,82,22,5263,285
Starbucks,7 days ago,82,2,552,10
Starbucks,7 months ago,82,15,3463,169
Starbucks,8 days ago,82,1,389,13
Starbucks,8 months ago,82,16,5187,232
Starbucks,9 days ago,82,1,548,8
Starbucks,9 months ago,82,25,5669,266
Rackspace Hosting,1 day ago,83,4,78,0
Rackspace Hosting,1 month ago,83,88,2095,45
Rackspace Hosting,10 days ago,83,1,66,0
Rackspace Hosting,10 hours ago,83,1,9,0
Rackspace Hosting,12 hours ago,83,2,73,4
Rackspace Hosting,13 days ago,83,1,15,1
Rackspace Hosting,14 days ago,83,5,159,2
Rackspace Hosting,15 days ago,83,4,75,0
Rackspace Hosting,16 days ago,83,3,68,1
Rackspace Hosting,17 days ago,83,2,49,1
Rackspace Hosting,2 days ago,83,5,85,1
Rackspace Hosting,2 months ago,83,52,1483,16
Rackspace Hosting,20 days ago,83,3,112,0
Rackspace Hosting,21 days ago,83,5,120,0
Rackspace Hosting,22 days ago,83,3,45,1
Rackspace Hosting,23 days ago,83,3,42,1
Rackspace Hosting,24 days ago,83,2,53,0
Rackspace Hosting,27 days ago,83,2,50,1
Rackspace Hosting,28 days ago,83,5,135,2
Rackspace Hosting,29 days ago,83,2,37,0
Rackspace Hosting,3 days ago,83,4,67,0
Rackspace Hosting,3 months ago,83,60,1666,14
Rackspace Hosting,4 months ago,83,27,1088,13
Rackspace Hosting,5 hours ago,83,1,9,0
Rackspace Hosting,5 months ago,83,19,754,8
Rackspace Hosting,6 days ago,83,3,85,1
Rackspace Hosting,7 days ago,83,3,85,0
Rackspace Hosting,8 days ago,83,3,68,0
Rackspace Hosting,9 days ago,83,2,54,0
FactSet Research Systems,1 month ago,84,25,444,5
FactSet Research Systems,10 days ago,84,1,10,0
FactSet Research Systems,10 months ago,84,30,244,5
FactSet Research Systems,11 months ago,84,32,405,5
FactSet Research Systems,12 hours ago,84,1,5,0
FactSet Research Systems,12 months ago,84,6,45,0
FactSet Research Systems,13 days ago,84,1,20,0
FactSet Research Systems,14 days ago,84,1,12,0
FactSet Research Systems,15 days ago,84,2,28,0
FactSet Research Systems,16 days ago,84,1,8,0
FactSet Research Systems,2 months ago,84,15,319,13
FactSet Research Systems,21 days ago,84,1,20,0
FactSet Research Systems,23 days ago,84,1,9,1
FactSet Research Systems,24 days ago,84,2,17,0
FactSet Research Systems,29 days ago,84,1,5,0
FactSet Research Systems,3 days ago,84,1,18,1
FactSet Research Systems,3 months ago,84,11,187,5
FactSet Research Systems,4 months ago,84,9,129,0
FactSet Research Systems,5 months ago,84,12,149,1
FactSet Research Systems,6 months ago,84,10,112,4
FactSet Research Systems,7 days ago,84,1,32,0
FactSet Research Systems,7 months ago,84,12,335,8
FactSet Research Systems,8 days ago,84,1,13,0
FactSet Research Systems,8 months ago,84,9,96,0
FactSet Research Systems,9 months ago,84,25,161,4
Microsoft,1 day ago,85,1,733,16
Microsoft,1 month ago,85,5,2186,51
Microsoft,10 days ago,85,1,683,24
Microsoft,11 hours ago,85,1,365,6
Microsoft,12 days ago,85,1,1456,24
Microsoft,13 days ago,85,1,54,0
Microsoft,14 days ago,85,2,749,29
Microsoft,15 days ago,85,1,952,46
Microsoft,16 days ago,85,1,668,27
Microsoft,17 days ago,85,2,810,21
Microsoft,19 hours ago,85,1,507,7
Microsoft,20 hours ago,85,1,225,6
Microsoft,21 days ago,85,1,229,11
Microsoft,22 days ago,85,1,954,25
Microsoft,23 days ago,85,1,1888,87
Microsoft,28 days ago,85,1,463,7
Microsoft,29 days ago,85,2,1325,35
Microsoft,5 hours ago,85,1,116,3
Microsoft,6 days ago,85,4,1495,37
Microsoft,7 days ago,85,2,423,16
Microsoft,8 days ago,85,2,1302,53
Microsoft,9 days ago,85,1,544,6
Aflac,1 month ago,86,15,2143,38
Aflac,10 days ago,86,1,113,2
Aflac,10 months ago,86,26,1869,94
Aflac,11 months ago,86,24,1927,99
Aflac,12 months ago,86,3,295,10
Aflac,14 days ago,86,1,156,5
Aflac,15 days ago,86,1,181,1
Aflac,16 days ago,86,1,99,0
Aflac,2 days ago,86,1,107,3
Aflac,2 months ago,86,14,1703,13
Aflac,20 days ago,86,1,66,3
Aflac,21 days ago,86,1,90,0
Aflac,23 days ago,86,1,117,5
Aflac,24 days ago,86,1,131,0
Aflac,27 days ago,86,1,131,1
Aflac,29 days ago,86,1,61,0
Aflac,3 months ago,86,17,2025,19
Aflac,4 months ago,86,20,1641,23
Aflac,5 months ago,86,21,1658,53
Aflac,6 months ago,86,30,2173,42
Aflac,7 months ago,86,27,2274,91
Aflac,8 days ago,86,1,154,3
Aflac,8 months ago,86,27,2114,81
Aflac,9 days ago,86,1,110,3
Aflac,9 months ago,86,22,1777,142
Publix Super Markets,1 month ago,87,6,337,11
Publix Super Markets,10 months ago,87,8,482,31
Publix Super Markets,11 months ago,87,10,462,27
Publix Super Markets,15 days ago,87,1,52,1
Publix Super Markets,2 months ago,87,6,881,52
Publix Super Markets,22 days ago,87,1,92,2
Publix Super Markets,3 days ago,87,1,341,28
Publix Super Markets,3 months ago,87,10,976,54
Publix Super Markets,4 months ago,87,9,782,51
Publix Super Markets,5 months ago,87,9,894,73
Publix Super Markets,6 days ago,87,1,93,4
Publix Super Markets,6 months ago,87,14,1190,72
Publix Super Markets,7 days ago,87,1,304,9
Publix Super Markets,7 months ago,87,8,608,53
Publix Super Markets,8 months ago,87,5,510,60
Publix Super Markets,9 days ago,87,1,27,0
Publix Super Markets,9 months ago,87,6,350,40
Mattel,1 day ago,88,1,112,2
Mattel,1 month ago,88,18,2809,62
Mattel,10 days ago,88,1,149,24
Mattel,10 months ago,88,12,880,57
Mattel,11 months ago,88,22,1022,55
Mattel,12 months ago,88,1,35,1
Mattel,13 days ago,88,1,71,1
Mattel,14 days ago,88,1,81,0
Mattel,15 days ago,88,1,81,4
Mattel,16 days ago,88,1,105,3
Mattel,17 days ago,88,1,77,4
Mattel,2 days ago,88,1,203,6
Mattel,2 months ago,88,14,1843,39
Mattel,21 days ago,88,1,98,5
Mattel,22 days ago,88,1,159,2
Mattel,27 days ago,88,1,86,1
Mattel,29 days ago,88,1,71,9
Mattel,3 days ago,88,1,196,5
Mattel,3 months ago,88,15,2710,117
Mattel,4 months ago,88,9,1200,38
Mattel,5 hours ago,88,1,19,0
Mattel,5 months ago,88,12,1676,59
Mattel,6 months ago,88,23,2436,116
Mattel,7 days ago,88,1,82,6
Mattel,7 months ago,88,38,2627,116
Mattel,8 days ago,88,1,121,1
Mattel,8 months ago,88,29,1922,88
Mattel,9 days ago,88,1,113,6
Mattel,9 months ago,88,25,1738,65
Stryker,1 day ago,89,1,116,1
Stryker,1 month ago,89,22,6999,127
Stryker,10 days ago,89,2,328,10
Stryker,10 months ago,89,25,5234,182
Stryker,11 months ago,89,22,4079,180
Stryker,12 hours ago,89,1,148,2
Stryker,12 months ago,89,4,511,17
Stryker,13 days ago,89,1,352,7
Stryker,14 days ago,89,1,306,4
Stryker,15 days ago,89,1,198,7
Stryker,16 days ago,89,1,413,1
Stryker,17 days ago,89,1,115,0
Stryker,2 days ago,89,1,267,12
Stryker,2 months ago,89,23,5241,88
Stryker,20 days ago,89,1,308,8
Stryker,21 days ago,89,1,233,7
Stryker,22 days ago,89,1,420,14
Stryker,23 days ago,89,1,445,13
Stryker,24 days ago,89,1,141,0
Stryker,27 days ago,89,1,275,1
Stryker,28 days ago,89,1,75,1
Stryker,29 days ago,89,1,177,4
Stryker,3 days ago,89,1,309,8
Stryker,3 months ago,89,22,5496,94
Stryker,4 months ago,89,23,5764,141
Stryker,5 months ago,89,22,4926,126
Stryker,6 days ago,89,1,201,5
Stryker,6 months ago,89,25,4313,130
Stryker,7 days ago,89,1,359,0
Stryker,7 months ago,89,27,4678,155
Stryker,8 days ago,89,2,564,10
Stryker,8 months ago,89,26,5224,220
Stryker,9 days ago,89,1,470,7
Stryker,9 months ago,89,25,4343,185
Hasbro,1 month ago,92,5,695,16
Hasbro,10 months ago,92,6,273,18
Hasbro,11 months ago,92,7,340,5
Hasbro,12 months ago,92,1,23,0
Hasbro,14 days ago,92,1,115,6
Hasbro,2 months ago,92,13,1024,21
Hasbro,27 days ago,92,1,83,2
Hasbro,3 days ago,92,1,41,1
Hasbro,3 months ago,92,6,702,31
Hasbro,4 months ago,92,5,414,10
Hasbro,5 months ago,92,8,782,39
Hasbro,6 months ago,92,5,438,12
Hasbro,7 days ago,92,2,159,6
Hasbro,7 months ago,92,3,226,8
Hasbro,8 months ago,92,3,256,5
Hasbro,9 days ago,92,1,152,6
Hasbro,9 months ago,92,1,111,9
Bright Horizons Family Solutions,1 day ago,93,1,11,0
Bright Horizons Family Solutions,1 month ago,93,19,276,5
Bright Horizons Family Solutions,10 days ago,93,1,7,0
Bright Horizons Family Solutions,10 hours ago,93,1,1,0
Bright Horizons Family Solutions,10 months ago,93,20,282,6
Bright Horizons Family Solutions,11 days ago,93,1,17,2
Bright Horizons Family Solutions,11 months ago,93,18,204,11
Bright Horizons Family Solutions,12 days ago,93,1,10,0
Bright Horizons Family Solutions,12 months ago,93,5,53,3
Bright Horizons Family Solutions,13 days ago,93,1,7,0
Bright Horizons Family Solutions,14 days ago,93,2,29,0
Bright Horizons Family Solutions,14 hours ago,93,1,3,1
Bright Horizons Family Solutions,15 days ago,93,2,16,0
Bright Horizons Family Solutions,16 days ago,93,1,15,0
Bright Horizons Family Solutions,17 days ago,93,1,19,0
Bright Horizons Family Solutions,18 days ago,93,1,21,1
Bright Horizons Family Solutions,19 days ago,93,1,19,0
Bright Horizons Family Solutions,2 days ago,93,1,9,0
Bright Horizons Family Solutions,2 months ago,93,8,242,4
Bright Horizons Family Solutions,20 days ago,93,2,28,0
Bright Horizons Family Solutions,21 days ago,93,1,3,0
Bright Horizons Family Solutions,22 days ago,93,1,28,0
Bright Horizons Family Solutions,23 days ago,93,1,16,1
Bright Horizons Family Solutions,29 days ago,93,1,26,0
Bright Horizons Family Solutions,3 days ago,93,1,9,1
