companyString,date,fbId,fbPhotoId,count(*),commentsCount,likesCount,reactionsCount,hasPlace,hasCaption,hasEvent,updatedLater
Children's Healthcare of Atlanta,2010,356527358185,77754,141,377,1865,1866,0,95,0,6
USAA,2015,161179599992,42280,140,879,11053,11053,0,140,0,71
SAS,2013,140344030787,1370,140,11994,109991,109992,31,76,0,77
CarMax,2014,58226901193,117801,139,6383,60907,60907,0,101,0,96
Mars,2012,211095382256023,181254,139,492,7197,7197,0,121,0,48
Four Seasons Hotels,2016,106280431030,138967,138,868,31759,32509,49,122,0,34
FedEx,2016,150993094945648,158783,136,8232,181552,183096,17,118,0,45
DreamWorks Animation SKG,2011,104770457523,36534,135,5223,50242,50244,0,135,0,0
Nugget Market,2014,260624001193,56746,134,101,2012,2012,0,77,0,96
Kimpton Hotels & Restaurants,2009,51530158577,38181,133,33,86,86,0,85,0,3
Four Seasons Hotels,2010,106280431030,145014,133,1211,6241,6241,0,132,0,0
Intel,2016,22707976849,73397,132,4471,1585752,1590690,0,92,0,53
Publix Super Markets,2016,209968985766607,107501,132,712,5695,5921,7,106,0,93
GoDaddy.com,2014,8749090685,119736,132,3263,45219,45219,0,113,0,59
FactSet Research Systems,2011,47276510407,105472,131,115,1215,1215,7,128,0,0
Herman Miller,2009,162638622561,165971,131,45,286,286,0,52,0,2
Accenture,2014,20341500871,119036,131,50,1950,1950,0,101,0,60
SRA International,2012,45726451297,172465,131,34,153,153,107,13,0,13
St. Jude Children's Research Hospital,2016,6435441794,61367,130,17660,718039,743917,0,104,0,31
Mayo Clinic,2011,7673082516,103686,129,331,1936,1939,10,26,0,1
National Instruments,2015,19822934020,72767,129,65,4611,4611,3,124,0,9
Morningstar,2014,198056910214033,117150,129,8,18,18,0,129,0,80
SVB Financial Group,2015,17979232866,63689,129,46,1369,1369,60,81,0,15
World Wide Technology,2009,75577218799,80375,128,5,1,1,0,4,0,1
Navy Federal Credit Union,2011,160344204010636,132342,128,203,576,576,42,88,0,3
Millennium: The Takeda Oncology Company,2012,201874996515231,58156,128,34,881,881,1,93,0,72
Arkansas Children's Hospital,2012,112657538333,146184,127,729,15273,15273,11,107,0,37
SAS,2010,140344030787,2075,127,1414,8357,8357,0,96,0,25
Winchester Hospital,2011,107079996018373,158030,127,111,508,508,0,127,0,5
FactSet Research Systems,2014,47276510407,105065,126,81,5877,5877,35,107,0,31
Zappos.com,2016,7172307686,16588,126,14281,485960,495955,0,119,0,66
Zappos.com,2010,7172307686,22880,126,641,674,674,0,27,0,11
Herman Miller,2010,162638622561,165845,126,115,574,574,0,94,0,2
MITRE,2009,151373044800,156928,125,149,373,373,0,87,0,2
Qualcomm,2009,115831370196,49072,125,14,58,58,0,14,0,16
Quicken Loans,2014,435141649940642,16458,124,37,415,415,26,57,0,64
FactSet Research Systems,2012,47276510407,105349,123,171,3848,3848,34,108,0,8
Roche Diagnostics,2016,116286801731230,179852,123,414,6763,6879,56,120,0,28
The Everett Clinic,2014,61452139395,112237,122,129,1215,1215,6,84,0,79
Starbucks,2014,22092443056,104257,121,24693,1932556,1932611,17,117,0,14
FactSet Research Systems,2009,47276510407,105745,120,13,62,62,0,46,0,4
Roche Diagnostics,2014,116286801731230,180069,120,1272,4293,4293,0,107,0,55
Umpqua Bank,2012,136874746358544,98252,120,5207,10790,10790,25,108,0,41
Microsoft,2011,9298666412,106960,120,179,772,772,25,75,0,3
Mars,2011,211095382256023,181393,117,59,445,445,0,29,0,1
Allianz Life Insurance,2013,293573224082477,80905,117,30,448,448,5,105,0,77
Aflac,2013,13994086254,107277,114,794,16337,16337,0,114,0,35
Kimpton Hotels & Restaurants,2011,51530158577,37903,114,237,847,847,28,45,0,0
SRA International,2015,45726451297,172274,113,14,170,170,0,93,0,62
Accenture,2013,20341500871,119169,113,71,1541,1541,1,87,0,73
Build-A-Bear Workshop,2009,8783725165,95603,113,1575,3335,3338,0,54,0,0
Four Seasons Hotels,2009,106280431030,145147,113,685,2547,2547,0,113,0,0
Build-A-Bear Workshop,2016,8783725165,93860,112,2810,20383,21488,0,108,0,17
American Fidelity Assurance,2013,333011163569,75532,112,7,130,130,43,8,0,37
Schweitzer Engineering Labs,2015,148960375131063,132506,112,46,1416,1416,1,49,0,72
Teach For America,2011,8433834471,100139,111,165,3378,3378,0,97,0,5
Qualcomm,2014,115831370196,48785,111,120,2524,2524,0,93,0,67
Men's Wearhouse,2011,199928852452,83629,110,77,475,475,0,83,0,0
Starbucks,2015,22092443056,104147,110,44086,2689770,2690014,0,110,0,2
Accenture,2009,20341500871,119392,109,4,2,2,0,91,0,5
WellStar Health System,2009,94455639888,179477,109,3,15,15,0,5,0,2
Vanderbilt University,2014,99104920858,170492,107,1825,48951,48951,0,104,0,44
Scripps Health,2010,12150039095,84408,106,44,119,119,0,105,0,1
Ultimate Software,2012,29660886831,50340,105,123,1813,1813,18,78,0,20
Men's Wearhouse,2016,199928852452,82131,105,1157,108185,112367,0,101,0,14
Scottrade,2013,15601935371,56024,102,1125,7099,7099,0,96,0,67
Vanderbilt University,2015,99104920858,170393,99,1522,39218,39218,24,77,0,32
Whole Foods Market,2014,525560857527063,56544,99,134,3095,3095,11,58,0,39
Kimley-Horn and Associates,2015,204703769542227,180367,99,43,1838,1838,0,89,0,40
Hitachi Data Systems,2012,124570004251813,111602,98,212,1670,1670,30,54,0,4
Herman Miller,2011,162638622561,165748,97,451,3291,3291,0,83,0,13
American Fidelity Assurance,2016,333011163569,74971,97,29,1043,1061,0,95,0,54
CarMax,2015,58226901193,117705,96,3098,118350,118351,3,77,0,57
The Cheesecake Factory,2015,341861972627674,184692,95,21,200,200,19,28,0,50
Genentech,2013,146718898672043,97626,95,15,679,679,15,76,0,54
Balfour Beatty Construction,2014,114292728603934,72570,95,209,2310,2311,16,82,0,76
Roche Diagnostics,2015,116286801731230,179975,94,269,6815,6818,0,93,0,33
Mattel,2011,148757037599,109308,94,585,1757,1757,1,57,0,0
Boston Consulting Group,2014,24961338115,997,94,66,2860,2860,0,86,0,45
Monsanto,2014,44495818682,158415,94,7506,16916,16936,0,64,0,50
Chesapeake Energy,2014,201579567564,40636,93,90,3249,3249,0,73,0,43
Capital One,2015,131080263606125,132649,93,6547,76958,76983,9,73,0,28
Starbucks,2013,22092443056,104378,92,43943,3752914,3752939,11,88,0,27
Winchester Hospital,2013,107079996018373,157751,91,662,5486,5486,0,46,0,83
Aéropostale,2009,57143807607,155048,91,2028,5781,5781,0,0,0,20
Morningstar,2011,198056910214033,117605,90,21,37,37,0,70,0,0
Roche Diagnostics,2013,116286801731230,180189,89,333,1983,1984,0,82,0,55
Nordstrom,2016,12854644836,89442,89,55644,5918911,6033437,0,84,0,47
CH2M Hill,2012,130017893696618,149206,89,74,656,656,0,82,0,36
Booz Allen Hamilton,2012,115188672790,110028,89,20,507,507,7,63,0,2
Burns & McDonnell,2014,193157160706830,50795,89,3,315,315,0,71,0,65
FactSet Research Systems,2015,47276510407,104977,88,51,4019,4019,15,80,0,25
Scottrade,2012,15601935371,56126,87,815,4817,4817,5,80,0,37
Qualcomm,2015,115831370196,48699,86,46,1488,1489,0,81,0,66
Accenture,2016,20341500871,118670,86,13,388,395,1,86,0,1
Camden Property Trust,2015,128051573873366,2567,86,13,545,545,0,54,0,30
DreamWorks Animation SKG,2010,104770457523,36669,85,1967,13604,13604,0,73,0,5
QuikTrip,2016,5890187327,96235,84,3581,64090,64744,0,69,0,10
Children's Healthcare of Atlanta,2016,356527358185,76456,82,8926,349483,365371,0,80,0,55
Brocade Communications Systems,2016,111983056070,146601,82,24,733,755,39,47,0,22
PCL Construction Enterprises,2016,109150299248234,54915,82,92,1893,1906,0,51,0,57
Camden Property Trust,2010,128051573873366,2740,82,10,10,10,0,0,0,0
GoDaddy.com,2011,8749090685,120225,81,463,2194,2194,0,39,0,2
Camden Property Trust,2016,128051573873366,2486,81,20,378,393,0,76,0,44
Herman Miller,2016,162638622561,164234,81,68,3818,3899,0,65,0,61
QuikTrip,2012,5890187327,96933,81,15873,127047,127047,0,75,0,25
Burns & McDonnell,2013,193157160706830,50884,80,29,255,255,0,63,0,39
Hyatt Hotels,2013,26114710769,185174,80,351,8759,8770,0,65,0,55
World Wide Technology,2016,75577218799,77895,80,35,1996,2021,22,66,0,26
CHG Healthcare Services,2012,32264600947,15662,79,92,966,966,2,47,0,37
Nugget Market,2015,260624001193,56667,79,163,5122,5122,0,72,0,38
SRA International,2013,45726451297,172388,77,41,234,234,34,31,0,24
CHG Healthcare Services,2010,32264600947,15756,77,4,21,21,0,4,0,10
Starbucks,2009,22092443056,104831,77,16747,60942,60942,0,58,0,0
Google,2015,104958162837,21,77,25124,195548,195787,0,75,0,24
Mars,2016,211095382256023,180555,76,141,4263,4339,32,51,0,29
Autodesk,2013,74463019717,81474,76,30,585,585,17,48,0,23
Microsoft,2016,9298666412,105916,75,64,1375,1405,41,33,0,9
Edward Jones,2015,180423318637979,2297,75,23,703,703,7,45,0,43
American Express,2011,6185812851,88357,74,199,1018,1018,0,35,0,0
Hyatt Hotels,2010,26114710769,185283,74,306,1152,1152,0,48,0,18
Mattel,2013,148757037599,109207,74,1966,5549,5551,5,67,0,56
Ultimate Software,2011,29660886831,50445,74,59,477,477,0,72,0,7
David Weekley Homes,2012,8146864018,175019,74,280,1644,1644,0,67,0,49
Hyatt Hotels,2016,26114710769,184804,73,40,1181,1224,0,41,0,52
Recreational Equipment (REI),2010,9062006483,13051,73,342,808,808,0,72,0,1
Aflac,2012,13994086254,107391,73,396,8685,8686,1,70,0,58
Ernst & Young,2013,195665063800329,86378,73,207,6883,6883,30,62,0,20
Ultimate Software,2016,29660886831,49227,72,115,3835,4000,24,40,0,17
Arkansas Children's Hospital,2010,112657538333,146522,72,389,2821,2821,0,55,0,8
Baptist Health South Florida,2009,127900310965,71466,72,11,59,59,0,70,0,0
Nordstrom,2009,12854644836,93788,71,701,3409,3410,0,69,0,0
Monsanto,2010,44495818682,158522,71,1410,289,341,0,7,0,1
Boston Consulting Group,2016,24961338115,739,69,95,2418,2444,0,38,0,7
Hyatt Hotels,2009,26114710769,185357,68,54,165,165,0,56,0,8
Google,2012,104958162837,415,66,82553,593654,593679,0,56,0,17
Hitachi Data Systems,2016,124570004251813,110712,66,1,56,58,14,4,0,44
Qualcomm,2013,115831370196,48896,65,127,3391,3391,0,50,0,44
NetApp,2010,144947005540685,2421,65,0,5,5,0,19,0,0
Google,2013,104958162837,351,64,18506,157094,157097,0,51,0,28
Credit Acceptance,2013,168678439842388,179620,63,27,362,362,32,62,0,11
Burns & McDonnell,2012,193157160706830,50964,62,10,138,138,0,38,0,24
Booz Allen Hamilton,2014,115188672790,109933,62,169,59273,59273,0,38,0,13
Winchester Hospital,2016,107079996018373,157459,62,130,1341,1371,12,44,0,22
Discovery Communications,2010,153549641890,182935,61,1,7,7,0,19,0,2
Intercontinental Hotels Group,2015,7933762697,133661,61,179,3329,3329,11,14,0,46
Millennium: The Takeda Oncology Company,2015,201874996515231,57752,60,10,484,484,5,39,0,46
Genentech,2016,146718898672043,97079,60,3,225,227,0,50,0,38
Umpqua Bank,2011,136874746358544,98372,60,32,94,94,0,59,0,1
Grainger,2014,265544390144768,157386,60,25,527,527,0,59,0,32
SAS,2009,140344030787,2202,60,166,629,629,0,33,0,1
Kimpton Hotels & Restaurants,2016,51530158577,36758,59,634,8322,8562,0,27,0,44
CH2M Hill,2016,130017893696618,148445,59,37,196,199,0,57,0,49
Accenture,2011,20341500871,119328,58,36,112,112,0,33,0,1
Marriott International,2016,143602039041041,84530,58,124,3932,4077,9,44,0,19
Bright Horizons Family Solutions,2015,1394887180807475,109487,58,11,577,577,3,56,0,35
Discovery Communications,2016,153549641890,181510,58,95,398,417,48,56,0,8
DPR Construction,2012,128264243859715,35304,57,48,740,740,4,52,0,12
Balfour Beatty Construction,2013,114292728603934,72665,57,134,1390,1390,9,46,0,39
MITRE,2011,151373044800,156633,56,218,247,247,0,12,0,0
USAA,2016,161179599992,42224,56,238,1679,1726,0,56,0,11
J. M. Smucker,2016,117266245005679,149323,55,7048,84660,85653,0,55,0,9
Teach For America,2009,8433834471,100299,55,1,1,1,0,0,0,5
Scripps Health,2012,12150039095,84320,55,72,1270,1270,15,35,0,21
KPMG,2011,274830721660,129674,54,6,39,39,29,6,0,0
Winchester Hospital,2014,107079996018373,157697,54,183,1377,1377,0,17,0,23
Ernst & Young,2014,195665063800329,86325,53,68,7784,7784,1,46,0,21
PricewaterhouseCoopers,2016,232561027513,75686,53,83,3614,3631,0,50,0,15
Millennium: The Takeda Oncology Company,2014,201874996515231,57812,53,12,286,286,3,33,0,22
Novo Nordisk,2011,105548031768,72479,53,51,428,428,0,43,0,0
Whole Foods Market,2016,525560857527063,56333,52,152,2310,2348,0,49,0,21
Scottrade,2010,15601935371,56256,51,30,167,167,0,40,0,2
FactSet Research Systems,2008,47276510407,105865,51,1,7,7,0,37,0,50
DPR Construction,2013,128264243859715,35253,51,68,1658,1658,1,49,0,28
National Instruments,2012,19822934020,73270,51,315,2277,2277,15,41,0,15
Booz Allen Hamilton,2009,115188672790,110662,50,9,50,50,0,33,0,3
Microsoft,2008,9298666412,107093,50,24,13,13,0,45,0,46
WellStar Health System,2012,94455639888,179425,50,22,466,466,6,48,0,35
Qualcomm,2010,115831370196,49022,50,2,8,8,0,31,0,3
DreamWorks Animation SKG,2016,104770457523,35361,50,410,15577,15743,0,45,0,11
Allianz Life Insurance,2016,293573224082477,80503,49,26,407,415,11,26,0,34
Monsanto,2016,44495818682,158164,49,1038,6562,7236,0,31,0,19
Intel,2009,22707976849,74918,49,326,1926,1926,0,45,0,4
Sherwin-Williams,2016,309180132920,170998,49,1762,67549,67958,0,32,0,33
Teach For America,2010,8433834471,100250,49,35,398,398,0,39,0,3
Kiewit Corporation,2016,210762462323361,185429,49,141,5633,5689,0,49,0,8
Vanderbilt University,2009,99104920858,170950,48,2,21,21,0,0,0,0
Orrick Herrington & Sutcliffe,2010,123116581045529,160508,48,0,42,42,0,44,0,4
OhioHealth,2010,40814021698,117051,47,7,27,27,0,35,0,2
Vanderbilt University,2016,99104920858,170346,47,881,15249,15640,0,29,0,19
Accenture,2012,20341500871,119282,46,57,970,970,0,25,0,12
Aflac,2015,13994086254,107194,45,573,12151,12151,0,45,0,7
GoDaddy.com,2016,8749090685,119513,44,1012,50340,50482,0,34,0,4
Methodist Hospital System,2014,113508065350010,81868,44,3,173,173,0,16,0,21
GoDaddy.com,2009,8749090685,120598,43,36,61,61,0,20,0,3
Scottrade,2011,15601935371,56213,43,24,74,74,0,35,0,0
American Fidelity Assurance,2012,333011163569,75644,42,12,79,79,31,17,0,0
The Everett Clinic,2013,61452139395,112360,40,80,853,853,5,27,0,26
Kimley-Horn and Associates,2014,204703769542227,180467,40,21,640,640,0,25,0,27
SRA International,2016,45726451297,172234,40,17,71,71,0,39,0,35
Google,2011,104958162837,481,40,24971,195919,195927,0,40,0,1
Salesforce.com,2016,5634829153,51028,39,198,2081,2147,0,39,0,5
Aflac,2016,13994086254,107154,39,268,7019,7307,0,38,0,31
J. M. Smucker,2011,117266245005679,150279,39,97,485,485,2,23,0,1
SVB Financial Group,2011,17979232866,64534,39,4,49,49,1,28,0,0
Morningstar,2013,198056910214033,117279,38,15,81,81,32,6,0,12
General Mills,2015,163903596981363,95737,38,44,483,483,0,23,0,33
General Mills,2014,163903596981363,95775,38,126,527,527,0,34,0,28
Camden Property Trust,2013,128051573873366,2666,37,31,739,739,0,25,0,17
Autodesk,2016,74463019717,81040,37,3,135,136,0,8,0,5
Aflac,2014,13994086254,107239,37,728,10870,10870,0,36,0,10
Roche Diagnostics,2012,116286801731230,180278,37,192,789,789,0,28,0,15
Grainger,2016,265544390144768,157053,37,12,201,207,0,35,0,17
Rackspace Hosting,2011,147298628669538,104918,36,4,13,13,0,28,0,6
Brocade Communications Systems,2010,111983056070,148385,36,9,42,42,0,4,0,1
Kiewit Corporation,2012,210762462323361,185951,35,132,2333,2333,0,18,0,19
David Weekley Homes,2008,8146864018,175440,35,10,79,79,0,35,0,35
Edward Jones,2016,180423318637979,2263,35,24,727,743,0,22,0,29
Schweitzer Engineering Labs,2016,148960375131063,132471,35,31,997,1022,0,11,0,33
DPR Construction,2015,128264243859715,35200,35,133,2254,2254,13,29,0,9
Qualcomm,2012,115831370196,48961,35,62,594,594,0,27,0,17
Scottrade,2016,15601935371,55667,34,305,20124,20354,0,34,0,12
Texas Instruments,2010,234443101357,170312,34,3,171,171,0,33,0,1
PCL Construction Enterprises,2012,109150299248234,55633,34,4,31,31,0,33,0,1
Intercontinental Hotels Group,2014,7933762697,133722,33,107,2172,2172,0,8,0,27
Booz Allen Hamilton,2013,115188672790,109995,33,15,465,465,0,13,0,5
Kimley-Horn and Associates,2016,204703769542227,180333,33,26,1015,1022,0,26,0,24
Starbucks,2010,22092443056,104798,33,25186,217964,217965,0,33,0,2
Scripps Health,2011,12150039095,84375,33,46,103,103,0,32,0,0
National Instruments,2009,19822934020,73335,32,8,34,34,0,0,0,1
Camden Property Trust,2011,128051573873366,2708,32,1,1,1,0,0,0,0
Mattel,2009,148757037599,109428,32,84,416,416,0,24,0,2
Methodist Hospital System,2012,113508065350010,82093,31,2,16,16,25,5,0,2
FedEx,2010,150993094945648,160454,31,372,1196,1202,0,2,0,0
Mattel,2014,148757037599,109176,31,252,3399,3399,4,20,0,25
Atlantic Health,2012,91507407676,96190,30,8,25,25,0,2,0,9
Capital One,2016,131080263606125,132618,30,12197,70447,72151,0,23,0,5
National Instruments,2008,19822934020,73367,30,11,43,43,0,18,0,1
Mattel,2016,148757037599,108993,30,424,4522,4769,0,13,0,29
Balfour Beatty Construction,2012,114292728603934,72722,30,14,195,195,9,21,0,10
Marriott International,2011,143602039041041,85903,29,359,1715,1715,0,16,0,1
Hitachi Data Systems,2011,124570004251813,111700,29,19,31,31,0,18,0,0
OhioHealth,2008,40814021698,117122,28,0,0,0,0,27,0,1
Mercedes-Benz USA,2009,6604386669,35132,28,2250,15652,15652,0,19,0,0
PricewaterhouseCoopers,2011,232561027513,76423,28,33,360,360,0,19,0,1
Robert W. Baird,2016,148731991811588,43122,28,14,958,966,0,28,0,17
Stew Leonard's,2008,33439252677,138918,28,13,23,23,0,27,0,1
Cooley,2014,29631010782,186025,28,8,321,321,1,25,0,23
Bright Horizons Family Solutions,2016,1394887180807475,109460,27,6,352,355,0,20,0,21
Aflac,2010,13994086254,107464,27,16,119,119,0,4,0,0
Scripps Health,2016,12150039095,83748,27,43,1504,1530,2,27,0,9
Mattel,2012,148757037599,109281,27,473,2726,2726,0,26,0,11
Mattel,2010,148757037599,109402,26,76,246,246,0,25,0,1
DPR Construction,2016,128264243859715,35174,26,36,1096,1104,11,22,0,14
Qualcomm,2011,115831370196,48996,26,2,11,11,0,8,0,1
Burns & McDonnell,2015,193157160706830,50769,26,4,92,92,1,19,0,10
Cooley,2012,29631010782,186076,26,4,51,51,17,6,0,3
Sherwin-Williams,2010,309180132920,172209,25,253,237,237,0,19,0,2
Umpqua Bank,2016,136874746358544,97739,25,71,1133,1166,0,19,0,18
Brocade Communications Systems,2009,111983056070,148421,24,4,33,33,0,2,0,2
CH2M Hill,2011,130017893696618,149295,24,16,44,44,0,16,0,2
OhioHealth,2009,40814021698,117098,24,0,3,3,0,10,0,3
Sheetz,2010,21120170500,184636,23,48,95,95,0,17,0,0
Cooley,2013,29631010782,186053,23,5,235,235,1,20,0,19
Intercontinental Hotels Group,2012,7933762697,133767,23,202,2862,2862,1,20,0,6
St. Jude Children's Research Hospital,2010,6435441794,63625,23,530,6009,6009,0,16,0,2
FactSet Research Systems,2016,47276510407,104954,23,15,1866,1902,1,22,0,20
CarMax,2009,58226901193,118648,22,21,111,111,0,14,0,8
Boston Consulting Group,2012,24961338115,1111,22,85,1632,1632,15,21,0,5
SVB Financial Group,2016,17979232866,63668,21,14,493,496,0,20,0,7
QuikTrip,2011,5890187327,97014,21,6742,13779,13779,0,18,0,1
Chesapeake Energy,2016,201579567564,40596,21,0,27,27,12,3,0,15
Boston Consulting Group,2013,24961338115,1091,20,22,910,910,5,20,0,9
Chesapeake Energy,2015,201579567564,40617,20,20,490,490,0,15,0,11
Google,2016,104958162837,1,20,6014,18000,18763,5,6,0,0
Zappos.com,2007,7172307686,23562,20,1,4,4,0,0,0,20
Balfour Beatty Construction,2015,114292728603934,72550,20,93,634,634,0,17,0,16
Millennium: The Takeda Oncology Company,2016,201874996515231,57733,19,3,250,253,0,19,0,16
The Cheesecake Factory,2016,341861972627674,184673,19,2,23,23,0,10,0,13
USAA,2013,161179599992,42611,19,33,415,415,2,13,0,15
SAS,2015,140344030787,1136,19,704,11129,11130,0,6,0,13
Qualcomm,2016,115831370196,48680,19,10,169,174,0,19,0,16
USAA,2009,161179599992,43103,19,0,1,1,0,11,0,0
Deloitte,2015,667369363331771,97055,19,1,25,25,1,11,0,13
Capital One,2011,131080263606125,133627,18,4696,29915,29915,0,4,0,7
DPR Construction,2014,128264243859715,35235,18,44,999,999,4,13,0,8
Scottrade,2009,15601935371,56307,18,3,34,34,0,15,0,2
Allianz Life Insurance,2012,293573224082477,81022,18,1,37,37,0,8,0,14
Hyatt Hotels,2011,26114710769,185265,18,50,335,335,0,12,0,2
Cooley,2015,29631010782,186008,17,5,247,247,1,12,0,11
Kimley-Horn and Associates,2012,204703769542227,180521,17,3,38,38,12,15,0,0
The Cheesecake Factory,2014,341861972627674,184787,17,1,28,28,0,0,0,6
Balfour Beatty Construction,2016,114292728603934,72533,17,19,325,327,0,8,0,14
Kimley-Horn and Associates,2011,204703769542227,180538,17,5,27,27,0,10,0,2
Roche Diagnostics,2011,116286801731230,180315,16,6,95,95,0,1,0,0
Vanderbilt University,2011,99104920858,170930,16,36,211,211,0,16,0,0
Credit Acceptance,2014,168678439842388,179604,16,60,159,159,0,11,0,16
QuikTrip,2010,5890187327,97035,16,1141,2193,2193,0,7,0,1
Teach For America,2008,8433834471,100354,16,4,1,1,0,0,0,0
David Weekley Homes,2010,8146864018,175424,15,2,28,28,0,13,0,0
Genentech,2012,146718898672043,97722,15,11,354,354,0,12,0,7
NetApp,2013,144947005540685,2403,15,1,35,35,6,7,0,8
The Everett Clinic,2011,61452139395,112410,15,18,93,93,0,14,0,2
National Instruments,2016,19822934020,72752,15,71,7508,7725,0,15,0,1
MITRE,2016,151373044800,155139,15,54,175,176,0,15,0,9
Scripps Health,2008,12150039095,84515,15,2,2,2,0,14,0,15
Atlantic Health,2014,91507407676,96165,14,1,36,36,0,3,0,12
Atlantic Health,2009,91507407676,96221,14,1,2,2,0,0,0,0
St. Jude Children's Research Hospital,2007,6435441794,63654,14,92,315,315,0,0,0,0
Mercedes-Benz USA,2007,6604386669,35160,14,600,2613,2613,0,0,0,0
Nugget Market,2016,260624001193,56653,14,10,758,771,0,8,0,7
Kimley-Horn and Associates,2013,204703769542227,180507,14,13,163,163,0,8,0,5
Credit Acceptance,2011,168678439842388,179839,13,7,48,48,0,12,0,0
Novo Nordisk,2016,105548031768,71538,13,97,4414,4496,0,11,0,5
Intercontinental Hotels Group,2016,7933762697,133648,13,14,334,336,2,7,0,6
USAA,2010,161179599992,43090,13,3,33,33,0,6,0,2
Camden Property Trust,2014,128051573873366,2653,13,7,386,386,0,4,0,12
General Mills,2011,163903596981363,96141,13,9,86,86,0,10,0,0
Alston & Bird,2009,109329898949,49214,13,0,9,9,0,11,0,1
CHG Healthcare Services,2011,32264600947,15743,13,10,55,55,0,10,0,3
SRA International,2010,45726451297,172766,13,6,5,5,0,6,0,1
Recreational Equipment (REI),2009,9062006483,13124,12,121,178,178,0,9,0,0
Orrick Herrington & Sutcliffe,2015,123116581045529,160485,12,0,33,33,0,11,0,3
Intercontinental Hotels Group,2013,7933762697,133755,12,114,1804,1804,0,8,0,12
Accenture,2008,20341500871,119501,12,2,0,0,0,9,0,12
Hyatt Hotels,2012,26114710769,185254,11,20,170,172,0,3,0,6
Atlantic Health,2013,91507407676,96179,11,4,37,37,0,3,0,6
Autodesk,2011,74463019717,81845,11,53,247,247,0,10,0,0
Microsoft,2007,9298666412,107143,11,7,2,2,0,11,0,0
Millennium: The Takeda Oncology Company,2011,201874996515231,58284,10,0,64,64,0,9,0,1
Whole Foods Market,2013,525560857527063,56643,10,3,16,16,0,0,0,2
Build-A-Bear Workshop,2007,8783725165,95718,10,108,138,138,0,10,0,10
Ernst & Young,2012,195665063800329,86452,10,15,336,336,1,9,0,0
Aflac,2009,13994086254,107491,10,3,21,21,0,10,0,0
Perkins Coie,2012,263371857101546,85959,10,3,15,15,4,7,0,0
Starbucks,2016,22092443056,104137,10,9778,568675,574647,0,10,0,0
Credit Acceptance,2015,168678439842388,179594,10,71,234,238,0,9,0,9
JM Family Enterprises,2011,215824265320,40532,9,0,11,11,6,4,0,0
SVB Financial Group,2009,17979232866,64580,9,2,10,10,0,5,0,7
Perkins Coie,2013,263371857101546,85950,9,2,38,38,0,6,0,6
Monsanto,2013,44495818682,158510,9,1136,1585,1585,0,7,0,6
Rackspace Hosting,2012,147298628669538,104909,9,1,13,13,0,8,0,0
The Everett Clinic,2012,61452139395,112401,9,34,186,186,0,8,0,2
General Mills,2016,163903596981363,95728,9,12,19,19,5,3,0,8
Men's Wearhouse,2010,199928852452,83739,9,44,73,73,0,6,0,0
Scottrade,2008,15601935371,56325,8,2,17,17,0,7,0,2
Perkins Coie,2015,263371857101546,85935,8,3,65,65,0,6,0,3
CarMax,2016,58226901193,117697,8,76,336,348,0,8,0,6
The Everett Clinic,2009,61452139395,112427,8,0,1,1,0,8,0,0
Credit Acceptance,2016,168678439842388,179586,8,37,137,142,0,8,0,5
Edward Jones,2014,180423318637979,2373,8,0,16,16,0,1,0,7
Methodist Hospital System,2016,113508065350010,81856,8,25,185,193,0,7,0,5
Methodist Hospital System,2011,113508065350010,82124,7,8,15,15,0,0,0,0
Winchester Hospital,2010,107079996018373,158157,7,14,33,33,0,4,0,1
Grainger,2011,265544390144768,157452,7,3,12,12,0,6,0,0
SVB Financial Group,2010,17979232866,64573,7,0,14,14,0,7,0,1
Atlantic Health,2015,91507407676,96158,7,0,10,10,0,1,0,7
Cooley,2016,29631010782,186001,7,1,121,121,0,6,0,6
Perkins Coie,2014,263371857101546,85943,7,4,98,98,0,3,0,5
CHG Healthcare Services,2008,32264600947,15833,7,5,0,0,0,4,0,2
Microsoft,2009,9298666412,107086,7,5,20,20,0,5,0,2
St. Jude Children's Research Hospital,2009,6435441794,63648,6,237,1610,1610,0,4,0,0
Cooley,2011,29631010782,186102,6,0,24,24,0,4,0,0
Intel,2010,22707976849,74912,6,186,983,983,0,6,0,2
Microsoft,2010,9298666412,107080,6,10,5,5,0,2,0,0
NetApp,2014,144947005540685,2397,6,0,26,26,0,4,0,3
Accenture,2010,20341500871,119386,6,1,0,0,0,6,0,0
Orrick Herrington & Sutcliffe,2014,123116581045529,160497,6,1,58,58,0,6,0,2
Ernst & Young,2011,195665063800329,86462,6,1,65,65,0,5,0,0
Quicken Loans,2013,435141649940642,16582,6,0,22,22,0,3,0,4
Mayo Clinic,2008,7673082516,104132,5,5,219,219,0,5,0,2
Shared Technologies- ARI,2012,328179703901867,138962,5,1,1,1,0,0,0,4
Alston & Bird,2013,109329898949,49198,5,0,0,0,0,0,0,5
Chesapeake Energy,2009,201579567564,42219,5,1,2,2,0,4,0,1
Edward Jones,2012,180423318637979,2385,5,3,42,42,0,1,0,2
Deloitte,2014,667369363331771,97074,5,0,10,10,0,3,0,4
Alston & Bird,2011,109329898949,49207,5,0,2,2,0,4,0,0
Shared Technologies- ARI,2015,328179703901867,138950,5,1,3,3,0,5,0,3
PricewaterhouseCoopers,2010,232561027513,76451,5,0,13,13,0,2,0,1
